Time (s),Mean HR Fallers (bpm),SD HR Fallers (bpm),Mean HR Non-Fallers (bpm),SD HR Non-Fallers (bpm)
5.489999999999997726e+01,7.332645350704180487e+01,1.307013334001991112e+01,7.918033080187215944e+01,9.794803910649925172e+00
5.499999999999997158e+01,7.334046618389051275e+01,1.306825582113289208e+01,7.917251670324424140e+01,9.777447013640632179e+00
5.509999999999999432e+01,7.335450603211451437e+01,1.306617047927247555e+01,7.916524349152126661e+01,9.760471153899727526e+00
5.519999999999998863e+01,7.336863761522826621e+01,1.306383657395938513e+01,7.915872329867637802e+01,9.744194113590619821e+00
5.529999999999998295e+01,7.338289740517210191e+01,1.306121467549897730e+01,7.915299833498406201e+01,9.728828817922815730e+00
5.539999999999997726e+01,7.339729395317441174e+01,1.305827615497447525e+01,7.914803924596391482e+01,9.714514946820164809e+00
5.549999999999997158e+01,7.341182427852420744e+01,1.305499867500371103e+01,7.914383326009820507e+01,9.701365974147124760e+00
5.559999999999999432e+01,7.342649686649326668e+01,1.305139629192082751e+01,7.914034641453525865e+01,9.689435448027984066e+00
5.569999999999998863e+01,7.344129914134748560e+01,1.304752914340659586e+01,7.913746464444272988e+01,9.678677336452382818e+00
5.579999999999998295e+01,7.345612902494833918e+01,1.304344391231705202e+01,7.913501418635607365e+01,9.668991981057299512e+00
5.589999999999997726e+01,7.347080139949029842e+01,1.303916095816116894e+01,7.913280970811476323e+01,9.660267328303934420e+00
5.599999999999997158e+01,7.348510723020093849e+01,1.303469861613560354e+01,7.913068552761932040e+01,9.652387490691101135e+00
5.609999999999999432e+01,7.349884571428012237e+01,1.303008764204344949e+01,7.912851146217946052e+01,9.645241093002246302e+00
5.619999999999998863e+01,7.351186409919898779e+01,1.302537873921479239e+01,7.912617128395406496e+01,9.638724476880362602e+00
5.629999999999998295e+01,7.352408482062674011e+01,1.302062586109286535e+01,7.912357006466872633e+01,9.632780132192472422e+00
5.639999999999997726e+01,7.353546986923757345e+01,1.301587975288728494e+01,7.912065540378415562e+01,9.627418485287387639e+00
5.649999999999997158e+01,7.354600104386473447e+01,1.301119021069603754e+01,7.911740223612802936e+01,9.622675378436952087e+00
5.659999999999999432e+01,7.355569857831399361e+01,1.300660258682138171e+01,7.911380123248605400e+01,9.618588924202663648e+00
5.669999999999998863e+01,7.356462594921393361e+01,1.300214834708080680e+01,7.910982339492542792e+01,9.615212599126101267e+00
5.679999999999998295e+01,7.357289174819834443e+01,1.299783797826912313e+01,7.910539258412580921e+01,9.612620026642156645e+00
5.689999999999997726e+01,7.358063198924158144e+01,1.299365913973206688e+01,7.910046068897044336e+01,9.610926259949826189e+00
5.699999999999997158e+01,7.358795554845461595e+01,1.298956449013213543e+01,7.909499681300560781e+01,9.610218537255684979e+00
5.709999999999999432e+01,7.359491384005168868e+01,1.298547985154516837e+01,7.908887094343418767e+01,9.610438949758812299e+00
5.719999999999998863e+01,7.360152814116027287e+01,1.298132953848298854e+01,7.908188579893494818e+01,9.611439809386192579e+00
5.729999999999998295e+01,7.360782103988536562e+01,1.297705222755165977e+01,7.907385941118023709e+01,9.613061739337044997e+00
5.739999999999997726e+01,7.361381738010916820e+01,1.297260685708542560e+01,7.906466788811133029e+01,9.615106798567966351e+00
5.749999999999997158e+01,7.361953709559978165e+01,1.296796143759873310e+01,7.905423178359899339e+01,9.617287911699317959e+00
5.759999999999999432e+01,7.362499641826046570e+01,1.296308383326950242e+01,7.904244501784037880e+01,9.619229929318255046e+00
5.769999999999998863e+01,7.363021134749382668e+01,1.295794269454449399e+01,7.902916513130732312e+01,9.620536323635816345e+00
5.779999999999998295e+01,7.363520445335271347e+01,1.295250881228979090e+01,7.901439843537983165e+01,9.620996192510000711e+00
5.789999999999997726e+01,7.364000626136522953e+01,1.294675750953377857e+01,7.899851323785577506e+01,9.620781992514327641e+00
5.799999999999997158e+01,7.364464130038447820e+01,1.294067044283180401e+01,7.898211400215518552e+01,9.620300345151997945e+00
5.809999999999999432e+01,7.364912807723625576e+01,1.293423716797999923e+01,7.896580014983810258e+01,9.619981076011516308e+00
5.819999999999998863e+01,7.365348667022259121e+01,1.292745497117554976e+01,7.895009967748410418e+01,9.620249267747443156e+00
5.829999999999998295e+01,7.365772725664035647e+01,1.292032997110796089e+01,7.893539058314310353e+01,9.621408958608594020e+00
5.839999999999997726e+01,7.366184592068644577e+01,1.291287890313504860e+01,7.892179864504703346e+01,9.623513617278728560e+00
5.849999999999997158e+01,7.366583474858079228e+01,1.290512464771838630e+01,7.890929308693202415e+01,9.626477960063747119e+00
5.859999999999999432e+01,7.366968761402596044e+01,1.289709430382074196e+01,7.889782708218474738e+01,9.630211802922355346e+00
5.869999999999998863e+01,7.367340106964581992e+01,1.288881951389847913e+01,7.888733544573163670e+01,9.634641158624651425e+00
5.879999999999998295e+01,7.367697675700580362e+01,1.288032423925301551e+01,7.887772350047181646e+01,9.639735898369519163e+00
5.889999999999997726e+01,7.368042587255108344e+01,1.287160647977485617e+01,7.886892373935849321e+01,9.645535087889610892e+00
5.899999999999997158e+01,7.368377189640804659e+01,1.286263913941504633e+01,7.886092170211452412e+01,9.652132407972386474e+00
5.909999999999999432e+01,7.368705046542744697e+01,1.285338627828302194e+01,7.885374717599881933e+01,9.659639967931235915e+00
5.919999999999998863e+01,7.369030325602525977e+01,1.284381130273671978e+01,7.884748916958761811e+01,9.668179422642920073e+00
5.929999999999998295e+01,7.369357236466896666e+01,1.283387742949699906e+01,7.884229057531221940e+01,9.677889650217954554e+00
5.939999999999997726e+01,7.369690912414712614e+01,1.282355029769345123e+01,7.883835205567383753e+01,9.688932498147998729e+00
5.949999999999997158e+01,7.370039906095965421e+01,1.281280195778676756e+01,7.883594164577426966e+01,9.701491969945722715e+00
5.959999999999999432e+01,7.370416800764421339e+01,1.280160946496311603e+01,7.883534642804634984e+01,9.715735317944329097e+00
5.969999999999998863e+01,7.370832701848118518e+01,1.278996459851386192e+01,7.883683666849199767e+01,9.731784985673286315e+00
5.979999999999998295e+01,7.371292109428041783e+01,1.277788835911404419e+01,7.884067173206668144e+01,9.749736722549579682e+00
5.989999999999997726e+01,7.371794929121342932e+01,1.276540902252808962e+01,7.884711753717259342e+01,9.769674596044099601e+00
5.999999999999997158e+01,7.372339601575926338e+01,1.275253624077580739e+01,7.885639034675023140e+01,9.791657863981228616e+00
6.009999999999999432e+01,7.372923448968923310e+01,1.273926717816973131e+01,7.886858022979414784e+01,9.815714038954705956e+00
6.019999999999998863e+01,7.373542616297903862e+01,1.272559524483836313e+01,7.888367304267700320e+01,9.841825737585255141e+00
6.029999999999998295e+01,7.374193661692966373e+01,1.271151469105389253e+01,7.890151451294197216e+01,9.869865731921599661e+00
6.039999999999997726e+01,7.374874511242494179e+01,1.269703803756553384e+01,7.892179264065470079e+01,9.899578766986302014e+00
6.049999999999997158e+01,7.375581500719989947e+01,1.268222121173992889e+01,7.894413251042716695e+01,9.930646889664632937e+00
6.059999999999999432e+01,7.376309408709879278e+01,1.266715123587101921e+01,7.896815406825228933e+01,9.962728643779929172e+00
6.069999999999998863e+01,7.377056874984029378e+01,1.265190276343705555e+01,7.899348264858453206e+01,9.995451615884276109e+00
6.079999999999998295e+01,7.377827114550971999e+01,1.263652860235269948e+01,7.901972305728905610e+01,1.002839193618104474e+01
6.089999999999997726e+01,7.378623133823994351e+01,1.262107137463690876e+01,7.904641850239177359e+01,1.006106495517438404e+01
6.099999999999997158e+01,7.379444890957032044e+01,1.260556435845005119e+01,7.907314044763853644e+01,1.009304464897865827e+01
6.109999999999999432e+01,7.380289638234829397e+01,1.259003205829986705e+01,7.909960980834233624e+01,1.012409222424813038e+01
6.119999999999998863e+01,7.381154703715471044e+01,1.257449767069626567e+01,7.912563132451325032e+01,1.015406473137287335e+01
6.129999999999998295e+01,7.382040501891457041e+01,1.255899166367093400e+01,7.915099502560902067e+01,1.018281265817801007e+01
6.139999999999997726e+01,7.382949857548133821e+01,1.254354518178593203e+01,7.917547454670841489e+01,1.021019274294180690e+01
6.149999999999997158e+01,7.383887778167455451e+01,1.252816631921907309e+01,7.919884612533688539e+01,1.023607947945718166e+01
6.159999999999999432e+01,7.384862279294819132e+01,1.251282935459871659e+01,7.922089020835852580e+01,1.026035208313783720e+01
6.169999999999998863e+01,7.385882679354661207e+01,1.249749315527105331e+01,7.924140050212864139e+01,1.028289017238451031e+01
6.179999999999998295e+01,7.386958342090466090e+01,1.248211574473244667e+01,7.926019889261165474e+01,1.030359361766205417e+01
6.189999999999997726e+01,7.388097793055545992e+01,1.246666395130546512e+01,7.927711158634345168e+01,1.032238849654878976e+01
6.199999999999997158e+01,7.389307755339052619e+01,1.245112320967559327e+01,7.929193869549716567e+01,1.033920863588010874e+01
6.209999999999999432e+01,7.390593969021745124e+01,1.243548819811856632e+01,7.930448435650563965e+01,1.035398987371687163e+01
6.219999999999998863e+01,7.391964087373833081e+01,1.241975903523514546e+01,7.931460778522132671e+01,1.036668396045531892e+01
6.229999999999998295e+01,7.393428495740126039e+01,1.240394820437288814e+01,7.932221398210049301e+01,1.037726028524910049e+01
6.239999999999997726e+01,7.394993865962388213e+01,1.238809137126319904e+01,7.932721685210321994e+01,1.038569844291207467e+01
6.249999999999997158e+01,7.396657557966635466e+01,1.237226089752374314e+01,7.932953208282542334e+01,1.039198710863356823e+01
6.259999999999999432e+01,7.398410633087264898e+01,1.235655478196560964e+01,7.932909007066982099e+01,1.039613336526196186e+01
6.269999999999998863e+01,7.400242875926808495e+01,1.234107731410631281e+01,7.932583889263159449e+01,1.039816738454622147e+01
6.279999999999998295e+01,7.402143974578572738e+01,1.232592434079301391e+01,7.931973544792970188e+01,1.039812979148323713e+01
6.289999999999997726e+01,7.404101425767046862e+01,1.231114150336587620e+01,7.931075086290273646e+01,1.039606187708064589e+01
6.299999999999997158e+01,7.406099415484956694e+01,1.229670311231608260e+01,7.929887290632605357e+01,1.039200693611365800e+01
6.309999999999999432e+01,7.408121337647320104e+01,1.228255309349685831e+01,7.928412006049721583e+01,1.038602076543446273e+01
6.319999999999998863e+01,7.410153152936823062e+01,1.226866419510913531e+01,7.926655872124848656e+01,1.037816901201576236e+01
6.329999999999998295e+01,7.412184622136980749e+01,1.225506303001513331e+01,7.924625701818229118e+01,1.036850279980334122e+01
6.339999999999997726e+01,7.414210176437651967e+01,1.224177549288707390e+01,7.922327848240729509e+01,1.035706511082822345e+01
6.349999999999997158e+01,7.416229422325599785e+01,1.222877024155360459e+01,7.919790179824025245e+01,1.034418744892953868e+01
6.359999999999999432e+01,7.418243828854829758e+01,1.221597415078679916e+01,7.917081119897694919e+01,1.033069967715709936e+01
6.369999999999998863e+01,7.420253797966998377e+01,1.220330206603714629e+01,7.914295046061971561e+01,1.031756869631738560e+01
6.379999999999998295e+01,7.422260040328900743e+01,1.219066914620307429e+01,7.911520367724334335e+01,1.030543950814678666e+01
6.389999999999997726e+01,7.424265566839173403e+01,1.217799385892400998e+01,7.908817465598721697e+01,1.029445101243643812e+01
6.399999999999997158e+01,7.426275588673759387e+01,1.216519481397257252e+01,7.906219668012828095e+01,1.028448282019197002e+01
6.409999999999999432e+01,7.428295720922083945e+01,1.215219154775630450e+01,7.903740462096281760e+01,1.027547163151159637e+01
6.419999999999998863e+01,7.430330271533901509e+01,1.213890987025959411e+01,7.901380758252523151e+01,1.026741012954997068e+01
6.429999999999998295e+01,7.432382163258830587e+01,1.212529133501675105e+01,7.899138256021960558e+01,1.026029734346173150e+01
6.439999999999997726e+01,7.434453338154621349e+01,1.211131489219177659e+01,7.897011094136534837e+01,1.025413200191967000e+01
6.449999999999997158e+01,7.436544812543316141e+01,1.209700069224018115e+01,7.894998280284994507e+01,1.024890403998601762e+01
6.459999999999999432e+01,7.438657215931537792e+01,1.208238436811416250e+01,7.893096702826660760e+01,1.024457076571842506e+01
6.469999999999998863e+01,7.440789920981644912e+01,1.206750267585763581e+01,7.891297162178086921e+01,1.024099865151379696e+01
6.479999999999998295e+01,7.442938913710868576e+01,1.205239538164190272e+01,7.889589861564643059e+01,1.023796365511641682e+01
6.489999999999997726e+01,7.445097215364333465e+01,1.203710509147702901e+01,7.887975243595838037e+01,1.023520622428653404e+01
6.499999999999997158e+01,7.447257879840755379e+01,1.202167092866225850e+01,7.886463614828372215e+01,1.023244583135092434e+01
6.509999999999999432e+01,7.449415458210594920e+01,1.200612082003625503e+01,7.885068418457485961e+01,1.022938339762540672e+01
6.519999999999998863e+01,7.451565417780138034e+01,1.199047517263276852e+01,7.883803703261675366e+01,1.022571297634869403e+01
6.529999999999998295e+01,7.453703974379104125e+01,1.197475609598015645e+01,7.882680529638642497e+01,1.022115841341972953e+01
6.539999999999997726e+01,7.455827507493997075e+01,1.195899097874657002e+01,7.881697585445813559e+01,1.021552333022484582e+01
6.549999999999997158e+01,7.457931875192434745e+01,1.194320916327363946e+01,7.880840511307852125e+01,1.020874604986307688e+01
6.559999999999999432e+01,7.460014304723729595e+01,1.192743435170768329e+01,7.880093198680683031e+01,1.020092176511185933e+01
6.569999999999998863e+01,7.462075269979627024e+01,1.191168337472763206e+01,7.879437630790657465e+01,1.019222068014494553e+01
6.579999999999998295e+01,7.464116720236594915e+01,1.189596989682239681e+01,7.878849074202585712e+01,1.018281968278683536e+01
6.589999999999997726e+01,7.466139198192607296e+01,1.188030961503217497e+01,7.878300753995884520e+01,1.017289785645483846e+01
6.599999999999997158e+01,7.468140903218950655e+01,1.186472533482777969e+01,7.877764605129655706e+01,1.016260722027074870e+01
6.609999999999999432e+01,7.470118892571498748e+01,1.184924384976243417e+01,7.877209018308759880e+01,1.015202871789201922e+01
6.619999999999998863e+01,7.472070279315819619e+01,1.183389220791930363e+01,7.876602218989859239e+01,1.014116984476154393e+01
6.629999999999998295e+01,7.473992973488873304e+01,1.181869203643962329e+01,7.875915273141806949e+01,1.012999423162703394e+01
6.639999999999997726e+01,7.475885407656299719e+01,1.180364794906160952e+01,7.875122955455677243e+01,1.011845160855383519e+01
6.649999999999997158e+01,7.477745036349425334e+01,1.178874802724815396e+01,7.874203817221444979e+01,1.010649665484114124e+01
6.659999999999999432e+01,7.479568880699483202e+01,1.177397605593506213e+01,7.873145201244929581e+01,1.009419638915056971e+01
6.669999999999998863e+01,7.481356265582175524e+01,1.175932096185624687e+01,7.871955435066871587e+01,1.008184150559696057e+01
6.679999999999998295e+01,7.483110261671008345e+01,1.174477776836369713e+01,7.870662342956475754e+01,1.006984841678145060e+01
6.689999999999997726e+01,7.484835971948828615e+01,1.173034196806914053e+01,7.869299340359553696e+01,1.005863222978129912e+01
6.699999999999997158e+01,7.486538593955677356e+01,1.171600731351864333e+01,7.867901096408812123e+01,1.004857223012423617e+01
6.709999999999999432e+01,7.488223099396351756e+01,1.170176648861364122e+01,7.866498828968974522e+01,1.003995791165096207e+01
6.719999999999998863e+01,7.489895710531331474e+01,1.168761045872433080e+01,7.865101654294200273e+01,1.003281898715575871e+01
6.729999999999998295e+01,7.491564326879442604e+01,1.167353904782438434e+01,7.863691076234715638e+01,1.002684729940880892e+01
6.739999999999997726e+01,7.493235576945741627e+01,1.165957080078213970e+01,7.862239152626267469e+01,1.002159734901909083e+01
6.749999999999997158e+01,7.494913518747459591e+01,1.164573083568409295e+01,7.860719807159284755e+01,1.001664783674004156e+01
6.759999999999999432e+01,7.496600784281761776e+01,1.163204186966276232e+01,7.859108023758594186e+01,1.001160867684690459e+01
6.769999999999998863e+01,7.498299236239076038e+01,1.161852841787215951e+01,7.857379179183041629e+01,1.000611073651546690e+01
6.779999999999998295e+01,7.500009737801484277e+01,1.160521696725079188e+01,7.855516723463829010e+01,9.999824880744817790e+00
6.789999999999997726e+01,7.501731729241961943e+01,1.159213287549899540e+01,7.853521060669766030e+01,9.992482740492389937e+00
6.799999999999997158e+01,7.503463146070809842e+01,1.157930090935639633e+01,7.851403203240717232e+01,9.983864592845831609e+00
6.809999999999999432e+01,7.505200607686269620e+01,1.156674748176482126e+01,7.849175718636111299e+01,9.973819820772476419e+00
6.819999999999998863e+01,7.506939130968832785e+01,1.155449397742207651e+01,7.846853785077998111e+01,9.962320409901401774e+00
6.829999999999998295e+01,7.508671804783348591e+01,1.154254435774278065e+01,7.844457487809202689e+01,9.949449719737515352e+00
6.839999999999997726e+01,7.510391036733376779e+01,1.153088607566632540e+01,7.842006362404509900e+01,9.935319390989587163e+00
6.849999999999997158e+01,7.512090070763869676e+01,1.151949752114151693e+01,7.839514519227638800e+01,9.920014724095397085e+00
6.859999999999999432e+01,7.513764090134365858e+01,1.150834678605819050e+01,7.836991934338050214e+01,9.903599488802433015e+00
6.869999999999998863e+01,7.515410212092686493e+01,1.149739316203182149e+01,7.834445717560041089e+01,9.886154693892665435e+00
6.879999999999998295e+01,7.517026378124170094e+01,1.148659302516389147e+01,7.831882485129436589e+01,9.867809686566658911e+00
6.889999999999997726e+01,7.518610889801959729e+01,1.147590173310015338e+01,7.829310954929874811e+01,9.848732005012813318e+00
6.899999999999997158e+01,7.520164543542841784e+01,1.146527956766123957e+01,7.826741369066016318e+01,9.829102662941323842e+00
6.909999999999999432e+01,7.521692759323647692e+01,1.145469786233354625e+01,7.824183045263549729e+01,9.809103103616612529e+00
6.919999999999998863e+01,7.523202252575067916e+01,1.144414447480082409e+01,7.821651065099695188e+01,9.789034111059972787e+00
6.929999999999998295e+01,7.524697894364078365e+01,1.143363102054855673e+01,7.819174674349460474e+01,9.769421077468374293e+00
6.939999999999997726e+01,7.526183375002655396e+01,1.142319409168049837e+01,7.816789180645686486e+01,9.750846033200751606e+00
6.949999999999997158e+01,7.527661357911856044e+01,1.141289392025280769e+01,7.814522703021503958e+01,9.733736161397020581e+00
6.959999999999999432e+01,7.529133046614093416e+01,1.140280440309278198e+01,7.812393230121696774e+01,9.718330352947386785e+00
6.969999999999998863e+01,7.530597228478224281e+01,1.139300107892707814e+01,7.810416345286044759e+01,9.704775424286452790e+00
6.979999999999998295e+01,7.532049004819317872e+01,1.138355477870939048e+01,7.808611619637747481e+01,9.693203754906818403e+00
6.989999999999997726e+01,7.533480377514504767e+01,1.137452987846925367e+01,7.807002408208923327e+01,9.683743174430547995e+00
6.999999999999997158e+01,7.534882288235021974e+01,1.136598881017820872e+01,7.805612484014663721e+01,9.676512890706341352e+00
7.009999999999999432e+01,7.536245074565512425e+01,1.135798892503365032e+01,7.804459416872407473e+01,9.671602093873609363e+00
7.019999999999998863e+01,7.537558133768764890e+01,1.135056583199894042e+01,7.803548746688321103e+01,9.669029309966393981e+00
7.029999999999998295e+01,7.538812762687949487e+01,1.134371502283548772e+01,7.802875386352984322e+01,9.668734835456092469e+00
7.039999999999997726e+01,7.540005551460083666e+01,1.133739264145951786e+01,7.802425903775296945e+01,9.670623677795342488e+00
7.049999999999997158e+01,7.541137907754027481e+01,1.133153596070833125e+01,7.802176807431757766e+01,9.674587265263502545e+00
7.059999999999999432e+01,7.542213791219096208e+01,1.132607803430966520e+01,7.802098716466966266e+01,9.680495407187784451e+00
7.069999999999998863e+01,7.543237968646531044e+01,1.132095095406558372e+01,7.802162554899068425e+01,9.688197166216724554e+00
7.079999999999998295e+01,7.544216025782330348e+01,1.131608863504516194e+01,7.802340381090066046e+01,9.697531045298326546e+00
7.089999999999997726e+01,7.545156313600695341e+01,1.131143056447565165e+01,7.802603819185266332e+01,9.708332143576514639e+00
7.099999999999997158e+01,7.546070718269088218e+01,1.130692187232040347e+01,7.802922225659145283e+01,9.720432646427287438e+00
7.109999999999999432e+01,7.546972580260009522e+01,1.130251264230228969e+01,7.803261991210359838e+01,9.733656985981795629e+00
7.119999999999998863e+01,7.547871997430866031e+01,1.129817214488535981e+01,7.803588502420493000e+01,9.747816450813553857e+00
7.129999999999998295e+01,7.548772599043226705e+01,1.129390084199394373e+01,7.803873339017353317e+01,9.762730910960538466e+00
7.139999999999997726e+01,7.549673985032784174e+01,1.128971558415960352e+01,7.804102577578022704e+01,9.778278241409720906e+00
7.149999999999997158e+01,7.550575059200464523e+01,1.128563458859846413e+01,7.804278127912955654e+01,9.794405086284751150e+00
7.159999999999999432e+01,7.551475172596072127e+01,1.128168691600047424e+01,7.804411428007072971e+01,9.811093213042218153e+00
7.169999999999998863e+01,7.552373880561184194e+01,1.127791173918724787e+01,7.804516384601069490e+01,9.828343533814084765e+00
7.179999999999998295e+01,7.553269804860178738e+01,1.127433583730473821e+01,7.804606938300699426e+01,9.846174186713410492e+00
7.189999999999997726e+01,7.554160874635803680e+01,1.127097436634703342e+01,7.804695975318607282e+01,9.864608477510964590e+00
7.199999999999997158e+01,7.555045658217063931e+01,1.126783865307261223e+01,7.804792141028944741e+01,9.883656828212352252e+00
7.209999999999999432e+01,7.555925381526863305e+01,1.126492515450718201e+01,7.804896153126539105e+01,9.903260615843548109e+00
7.219999999999998863e+01,7.556804661154683345e+01,1.126221194148732963e+01,7.805001058406880077e+01,9.923239915046266901e+00
7.229999999999998295e+01,7.557689489093665713e+01,1.125966942363394097e+01,7.805096847776847824e+01,9.943327171325789138e+00
7.239999999999997726e+01,7.558585959987333069e+01,1.125726751018309280e+01,7.805170958431196482e+01,9.963234043260262851e+00
7.249999999999997158e+01,7.559500924961653823e+01,1.125497638716285032e+01,7.805212430873955043e+01,9.982684817105345942e+00
7.259999999999999432e+01,7.560442451859721302e+01,1.125276703125646272e+01,7.805222927738144278e+01,1.000139849414015814e+01
7.269999999999998863e+01,7.561418840991889567e+01,1.125060955882064206e+01,7.805216769775167052e+01,1.001906595664293498e+01
7.279999999999998295e+01,7.562435767257099428e+01,1.124846703050753227e+01,7.805214384104091607e+01,1.003535311405577168e+01
7.289999999999997726e+01,7.563494738598102174e+01,1.124629103050129686e+01,7.805238110787855987e+01,1.004990186017253784e+01
7.299999999999997158e+01,7.564594094758476217e+01,1.124404844064090625e+01,7.805317721846935797e+01,1.006248518681696602e+01
7.309999999999999432e+01,7.565729499547839509e+01,1.124174895802944008e+01,7.805498773920042765e+01,1.007323538717732347e+01
7.319999999999998863e+01,7.566894932027106790e+01,1.123942409055095304e+01,7.805830926813972326e+01,1.008261204094231012e+01
7.329999999999998295e+01,7.568083002551566096e+01,1.123710430125502668e+01,7.806355101907882954e+01,1.009125580446751513e+01
7.339999999999997726e+01,7.569284515211856501e+01,1.123481856454138850e+01,7.807109008295613251e+01,1.009991179065971068e+01
7.349999999999997158e+01,7.570490015956382024e+01,1.123259679861972948e+01,7.808117174295034602e+01,1.010923636076811860e+01
7.359999999999999432e+01,7.571692141367377360e+01,1.123047462527756046e+01,7.809370464552473834e+01,1.011956609778943594e+01
7.369999999999998863e+01,7.572886253450899119e+01,1.122849493892771910e+01,7.810838366657702636e+01,1.013098195591004469e+01
7.379999999999998295e+01,7.574067823055258941e+01,1.122671096610227970e+01,7.812488718373080587e+01,1.014349155211925080e+01
7.389999999999997726e+01,7.575230772348444930e+01,1.122521403218099856e+01,7.814287543200315156e+01,1.015705582184252087e+01
7.399999999999997158e+01,7.576372672033370748e+01,1.122410798221698336e+01,7.816194224975751581e+01,1.017156375417414793e+01
7.409999999999999432e+01,7.577498655812755146e+01,1.122341712577883577e+01,7.818162025301909068e+01,1.018684561867651261e+01
7.419999999999998863e+01,7.578616897552549858e+01,1.122308530957183237e+01,7.820142043831033618e+01,1.020270484870003891e+01
7.429999999999998295e+01,7.579734402641830115e+01,1.122303471327454183e+01,7.822084732117819783e+01,1.021892604982486397e+01
7.439999999999997726e+01,7.580856161746781652e+01,1.122318175183808187e+01,7.823944249131574225e+01,1.023528797280027725e+01
7.449999999999997158e+01,7.581985894996969932e+01,1.122343740663900391e+01,7.825686810309771602e+01,1.025161266131331672e+01
7.459999999999999432e+01,7.583127619472216452e+01,1.122370890210567929e+01,7.827293674089477804e+01,1.026775589809272482e+01
7.469999999999998863e+01,7.584286015520119406e+01,1.122389977709632802e+01,7.828756532346230301e+01,1.028353828429643180e+01
7.479999999999998295e+01,7.585465951081542357e+01,1.122390869777848899e+01,7.830069149807482631e+01,1.029873442130530492e+01
7.489999999999997726e+01,7.586668893128118896e+01,1.122366469262000699e+01,7.831223651724607748e+01,1.031309149502839695e+01
7.499999999999997158e+01,7.587888765196051111e+01,1.122317993700659677e+01,7.832213644090619198e+01,1.032634293106812962e+01
7.509999999999999432e+01,7.589115031793922128e+01,1.122253417136686515e+01,7.833040935272840954e+01,1.033826581546646750e+01
7.519999999999998863e+01,7.590337886274447499e+01,1.122182726534254549e+01,7.833718732222543224e+01,1.034872774018656472e+01
7.529999999999998295e+01,7.591548189172132766e+01,1.122116270842237462e+01,7.834265850361686034e+01,1.035764821121777324e+01
7.539999999999997726e+01,7.592735940758028335e+01,1.122064713155479510e+01,7.834704423115715599e+01,1.036493597342430029e+01
7.549999999999997158e+01,7.593890271166353045e+01,1.122039047009271862e+01,7.835057739872200955e+01,1.037044009450736759e+01
7.559999999999999432e+01,7.595001445697107556e+01,1.122049936142062876e+01,7.835342044850636967e+01,1.037394410112305465e+01
7.569999999999998863e+01,7.596063002008904164e+01,1.122107057781026107e+01,7.835567355727232552e+01,1.037520893373086395e+01
7.579999999999998295e+01,7.597070704192982760e+01,1.122219534877394231e+01,7.835743567301237533e+01,1.037399795743379372e+01
7.589999999999997726e+01,7.598022084709828050e+01,1.122394681179476272e+01,7.835880341776584146e+01,1.037018390325150285e+01
7.599999999999997158e+01,7.598919172699287117e+01,1.122633980707949064e+01,7.835981283434591660e+01,1.036380227512557717e+01
7.609999999999999432e+01,7.599768963471804284e+01,1.122932586703147351e+01,7.836037880944280687e+01,1.035488273754054589e+01
7.619999999999998863e+01,7.600581024668115049e+01,1.123283122939887058e+01,7.836031841882200411e+01,1.034341147571814901e+01
7.629999999999998295e+01,7.601366220911911853e+01,1.123677759672274235e+01,7.835942315434645877e+01,1.032942332168853028e+01
7.639999999999997726e+01,7.602134973805139850e+01,1.124108454044061567e+01,7.835748959283772308e+01,1.031298400770644008e+01
7.649999999999997158e+01,7.602895138224184279e+01,1.124567486140930939e+01,7.835435655673994404e+01,1.029419988390463736e+01
7.659999999999999432e+01,7.603652681072523478e+01,1.125047810074856969e+01,7.834995971729610176e+01,1.027326930355816259e+01
7.669999999999998863e+01,7.604413455251439302e+01,1.125542744491830227e+01,7.834430502726057455e+01,1.025043790771937857e+01
7.679999999999998295e+01,7.605183532869121166e+01,1.126045655771175191e+01,7.833740463079249139e+01,1.022593230067730907e+01
7.689999999999997726e+01,7.605968081664785529e+01,1.126551095225791776e+01,7.832938558941599183e+01,1.020002528572064371e+01
7.699999999999997158e+01,7.606770165014164320e+01,1.127055997196810999e+01,7.832062999091390054e+01,1.017310655421064247e+01
7.709999999999999432e+01,7.607591268025490194e+01,1.127558637574082034e+01,7.831163288372667353e+01,1.014562778902907603e+01
7.719999999999998863e+01,7.608432478833410073e+01,1.128057395193393830e+01,7.830285370013707791e+01,1.011804740348328835e+01
7.729999999999998295e+01,7.609294770167348076e+01,1.128550241305906354e+01,7.829474985392425879e+01,1.009080796169307170e+01
7.739999999999997726e+01,7.610177440050827613e+01,1.129033657204052332e+01,7.828777880765309760e+01,1.006430524717453956e+01
7.749999999999997158e+01,7.611076696665243446e+01,1.129502321426195266e+01,7.828237153430633555e+01,1.003889306977281137e+01
7.759999999999999432e+01,7.611987251199214199e+01,1.129950182338080822e+01,7.827881571400838823e+01,1.001483292194486197e+01
7.769999999999998863e+01,7.612903825996558282e+01,1.130371147582609836e+01,7.827711374912131248e+01,9.992200308511581142e+00
7.779999999999998295e+01,7.613822520622201750e+01,1.130759758850141239e+01,7.827706925555497719e+01,9.970944835188024769e+00
7.789999999999997726e+01,7.614740864447448132e+01,1.131113624527151096e+01,7.827843697964043201e+01,9.950989308519741172e+00
7.799999999999997158e+01,7.615655427402383282e+01,1.131434544376926610e+01,7.828098383093019663e+01,9.932236968063069327e+00
