Time (s),Mean HR Fallers (bpm),SD HR Fallers (bpm),Mean HR Non-Fallers (bpm),SD HR Non-Fallers (bpm)
-5.970000000000000284e+01,6.501048238883963393e+01,1.030663032096372689e+01,6.664236298367340794e+01,1.248640684564287362e+01
-5.960000000000000853e+01,6.500981665988972225e+01,1.030487916762128009e+01,6.664029083054755631e+01,1.250138804210992305e+01
-5.950000000000000711e+01,6.500834816285751572e+01,1.030294234850895663e+01,6.663875879067974495e+01,1.251631740822399763e+01
-5.940000000000000568e+01,6.500617878120476689e+01,1.030072351989778312e+01,6.663798215474253084e+01,1.253136287240248770e+01
-5.930000000000000426e+01,6.500340970636327143e+01,1.029812558044401705e+01,6.663817821639997874e+01,1.254670922774894848e+01
-5.920000000000000284e+01,6.500014153764792013e+01,1.029505048745873630e+01,6.663957633319691354e+01,1.256255213159249529e+01
-5.910000000000000853e+01,6.499647831951040189e+01,1.029140328405689608e+01,6.664227601557381320e+01,1.257886900156082355e+01
-5.900000000000000711e+01,6.499254189404086901e+01,1.028710893609618182e+01,6.664611160487928032e+01,1.259519056808439075e+01
-5.890000000000000568e+01,6.498847327073453073e+01,1.028212537055050468e+01,6.665077178291609528e+01,1.261080353123433362e+01
-5.880000000000000426e+01,6.498439404345984372e+01,1.027645257807952461e+01,6.665590639214788382e+01,1.262497013309938687e+01
-5.870000000000000284e+01,6.498038197509553981e+01,1.027013711149315078e+01,6.666115499427989732e+01,1.263694366258016366e+01
-5.860000000000000853e+01,6.497649554679938433e+01,1.026324629251396736e+01,6.666618915095405384e+01,1.264602371065376296e+01
-5.850000000000000711e+01,6.497279336378190351e+01,1.025584675006831681e+01,6.667080272761984361e+01,1.265192995075017635e+01
-5.840000000000000568e+01,6.496933474424632493e+01,1.024800550070592209e+01,6.667502901444002816e+01,1.265516991260701474e+01
-5.830000000000000426e+01,6.496618243333242049e+01,1.023979505843725057e+01,6.667908469032977337e+01,1.265675699876493532e+01
-5.820000000000000284e+01,6.496339580384639589e+01,1.023129225066652026e+01,6.668323887857727073e+01,1.265778317242127393e+01
-5.810000000000000853e+01,6.496101642453221814e+01,1.022256812272410365e+01,6.668775343981498338e+01,1.265927417235581842e+01
-5.800000000000000711e+01,6.495906363153359564e+01,1.021368611143206273e+01,6.669276002280072646e+01,1.266189267464716650e+01
-5.790000000000000568e+01,6.495753635871686527e+01,1.020470648890320398e+01,6.669818620747483351e+01,1.266574537705664305e+01
-5.780000000000000426e+01,6.495642133180197675e+01,1.019568908008570141e+01,6.670389433133175316e+01,1.267071460876046807e+01
-5.770000000000000284e+01,6.495569426586783379e+01,1.018669980647082696e+01,6.670977694776171063e+01,1.267672299987108886e+01
-5.760000000000000853e+01,6.495530196538209111e+01,1.017781294406925419e+01,6.671573166020768042e+01,1.268371924427481723e+01
-5.750000000000000711e+01,6.495515941740826804e+01,1.016910242277541521e+01,6.672165496245649763e+01,1.269166600574585146e+01
-5.740000000000000568e+01,6.495516670566618700e+01,1.016063742066082831e+01,6.672751894675742790e+01,1.270064371476801490e+01
-5.730000000000000426e+01,6.495520897082202794e+01,1.015247950373129981e+01,6.673344411436396229e+01,1.271095151900203213e+01
-5.720000000000000284e+01,6.495515560092529483e+01,1.014468188539507487e+01,6.673958804008707091e+01,1.272291211514998110e+01
-5.710000000000000853e+01,6.495487827829545324e+01,1.013729814092079273e+01,6.674599201177643693e+01,1.273663949390135919e+01
-5.700000000000000711e+01,6.495427469465472825e+01,1.013038234111394686e+01,6.675257985539607830e+01,1.275206316935836526e+01
-5.690000000000000568e+01,6.495328589673282238e+01,1.012399205721052198e+01,6.675920407167333792e+01,1.276897009283479534e+01
-5.680000000000000426e+01,6.495188380318536758e+01,1.011820060354109252e+01,6.676565008252335076e+01,1.278698210715140959e+01
-5.670000000000000284e+01,6.495003942279542741e+01,1.011307702967086719e+01,6.677166050468549940e+01,1.280563259554079458e+01
-5.660000000000000853e+01,6.494770589447175269e+01,1.010866389112881336e+01,6.677696460101948617e+01,1.282444181011438467e+01
-5.650000000000000711e+01,6.494486350017545817e+01,1.010497239933000913e+01,6.678129296119887215e+01,1.284293584851940473e+01
-5.640000000000000568e+01,6.494158017480809519e+01,1.010197391607505679e+01,6.678439695102383666e+01,1.286067035555335103e+01
-5.630000000000000426e+01,6.493798914574317394e+01,1.009962122132318108e+01,6.678611340947983877e+01,1.287729051526497592e+01
-5.620000000000000284e+01,6.493424768619084375e+01,1.009786983725420306e+01,6.678643534956185590e+01,1.289259914808110707e+01
-5.610000000000000853e+01,6.493052112123109509e+01,1.009667642970983437e+01,6.678546757265415579e+01,1.290650650229541974e+01
-5.600000000000000711e+01,6.492696060708517791e+01,1.009600112833800267e+01,6.678334581178292240e+01,1.291894592660371899e+01
-5.590000000000000568e+01,6.492369926755534948e+01,1.009580804108771623e+01,6.678020831563154047e+01,1.292985558907181520e+01
-5.580000000000001137e+01,6.492086525136765829e+01,1.009606249747702833e+01,6.677619154495015152e+01,1.293918104246964518e+01
-5.570000000000000284e+01,6.491858236690515582e+01,1.009672741301649701e+01,6.677143787687381860e+01,1.294687480326148155e+01
-5.560000000000000853e+01,6.491694639311330661e+01,1.009775072295866138e+01,6.676607687507522826e+01,1.295292320084011273e+01
-5.550000000000000000e+01,6.491600271150481660e+01,1.009906450236561604e+01,6.676025362894183957e+01,1.295740401082304238e+01
-5.540000000000000568e+01,6.491575317414958590e+01,1.010061084300714107e+01,6.675417401993684052e+01,1.296044054154291381e+01
-5.530000000000001137e+01,6.491615483576681811e+01,1.010231940425725838e+01,6.674810828742097613e+01,1.296221908983927484e+01
-5.520000000000000284e+01,6.491710716838981909e+01,1.010406355135289580e+01,6.674243384865629025e+01,1.296311467985061405e+01
-5.510000000000000853e+01,6.491847769719403516e+01,1.010568673856440292e+01,6.673745888830364947e+01,1.296340574427235026e+01
-5.500000000000000000e+01,6.492013889021988859e+01,1.010703156538626324e+01,6.673318519780806923e+01,1.296289636060148531e+01
-5.490000000000000568e+01,6.492197079193472575e+01,1.010793908820690312e+01,6.672941439649140705e+01,1.296105180424874526e+01
-5.480000000000001137e+01,6.492386741144160567e+01,1.010825736930340213e+01,6.672589702440198778e+01,1.295729383994871498e+01
-5.470000000000000284e+01,6.492577422382750285e+01,1.010787462905055456e+01,6.672234964952158975e+01,1.295110717419073154e+01
-5.460000000000000853e+01,6.492769646522965843e+01,1.010673789699152536e+01,6.671856018384350762e+01,1.294217590821454245e+01
-5.450000000000000000e+01,6.492965892765883495e+01,1.010481929223695730e+01,6.671447234235283474e+01,1.293051010338735907e+01
-5.440000000000000568e+01,6.493168289907441704e+01,1.010208948998669065e+01,6.671007931469162600e+01,1.291627653478624715e+01
-5.430000000000001137e+01,6.493377815527456676e+01,1.009853339054594379e+01,6.670538992585308335e+01,1.289968005378769611e+01
-5.420000000000000284e+01,6.493592688237266941e+01,1.009417326773417400e+01,6.670051331254498450e+01,1.288103534376910986e+01
-5.410000000000000853e+01,6.493808318041054406e+01,1.008906322843310477e+01,6.669563192146657116e+01,1.286072388996958971e+01
-5.400000000000000000e+01,6.494020559963004757e+01,1.008331246044347651e+01,6.669091470083947115e+01,1.283910415978717090e+01
-5.390000000000000568e+01,6.494227464025907182e+01,1.007711542147958461e+01,6.668653893929312915e+01,1.281660235108262036e+01
-5.380000000000001137e+01,6.494426333254186545e+01,1.007070245817627807e+01,6.668273919201831745e+01,1.279381944320373243e+01
-5.370000000000000284e+01,6.494612931149170265e+01,1.006429945968821116e+01,6.667975669109813452e+01,1.277143030979081573e+01
-5.360000000000000853e+01,6.494782698724472425e+01,1.005813090734310222e+01,6.667776830306020486e+01,1.275005726145411522e+01
-5.350000000000000000e+01,6.494930880687321917e+01,1.005242056957063745e+01,6.667687993305477789e+01,1.273025765218824290e+01
-5.340000000000000568e+01,6.495052708905419081e+01,1.004739231467684846e+01,6.667712097160708140e+01,1.271237506665404560e+01
-5.330000000000001137e+01,6.495141143131586148e+01,1.004322288685636977e+01,6.667838901970596055e+01,1.269630850856045257e+01
-5.320000000000000284e+01,6.495186234347737297e+01,1.003998017669691833e+01,6.668047080297475304e+01,1.268164396431599705e+01
-5.310000000000000853e+01,6.495180962810590586e+01,1.003764044501581942e+01,6.668312308417574741e+01,1.266791014112265756e+01
-5.300000000000000000e+01,6.495125308726336755e+01,1.003611959528186048e+01,6.668610052339602134e+01,1.265463850633654808e+01
-5.290000000000000568e+01,6.495023965114808107e+01,1.003528733272957041e+01,6.668915586960036990e+01,1.264136343990885614e+01
-5.280000000000001137e+01,6.494880891672048051e+01,1.003498920459796473e+01,6.669205382507398383e+01,1.262762410775460253e+01
-5.270000000000000284e+01,6.494696347477851361e+01,1.003505521637821474e+01,6.669462803283313690e+01,1.261305682470095491e+01
-5.260000000000000853e+01,6.494469591155146304e+01,1.003532153098552371e+01,6.669680126988654933e+01,1.259746063664919546e+01
-5.250000000000000000e+01,6.494201672016569660e+01,1.003565827554016820e+01,6.669851963281502094e+01,1.258067790508986405e+01
-5.240000000000000568e+01,6.493895169869281858e+01,1.003596316841948521e+01,6.669972130298211255e+01,1.256251959511868854e+01
-5.230000000000001137e+01,6.493553029086844219e+01,1.003614104521418859e+01,6.670035061675800137e+01,1.254278937349403833e+01
-5.220000000000000284e+01,6.493178051495063130e+01,1.003609828763326739e+01,6.670035647496746378e+01,1.252128496652500900e+01
-5.210000000000000853e+01,6.492772400828651769e+01,1.003575116133170120e+01,6.669972608705985806e+01,1.249785773295609559e+01
-5.200000000000000000e+01,6.492339153437357879e+01,1.003504653143276215e+01,6.669853405615201325e+01,1.247249144924492903e+01
-5.190000000000000568e+01,6.491885915335191726e+01,1.003398406321140612e+01,6.669686050849709602e+01,1.244520968518321524e+01
-5.180000000000001137e+01,6.491423455079079474e+01,1.003260091720787273e+01,6.669470414778893996e+01,1.241600096193708147e+01
-5.170000000000000284e+01,6.490961859306823101e+01,1.003093216651383734e+01,6.669203979026495688e+01,1.238489164921925401e+01
-5.160000000000000853e+01,6.490510418168233286e+01,1.002900369717820084e+01,6.668883541058924891e+01,1.235189880277948227e+01
-5.150000000000000000e+01,6.490078348624406601e+01,1.002684092205072197e+01,6.668500370903265662e+01,1.231690227855575515e+01
-5.140000000000000568e+01,6.489673763919562077e+01,1.002446933045386146e+01,6.668040595970860807e+01,1.227964841494963366e+01
-5.130000000000001137e+01,6.489302429527097615e+01,1.002191422689584499e+01,6.667488653685877864e+01,1.223983732707985439e+01
-5.120000000000000284e+01,6.488968291612101780e+01,1.001919985571886684e+01,6.666827371479391218e+01,1.219715541676526449e+01
-5.110000000000000853e+01,6.488674926225927209e+01,1.001635772572340954e+01,6.666036307793331162e+01,1.215126936579373407e+01
-5.100000000000000000e+01,6.488425962558332571e+01,1.001343829791765572e+01,6.665101309570684407e+01,1.210198170951063545e+01
-5.090000000000000568e+01,6.488223250759678251e+01,1.001052157758996941e+01,6.664027484036870419e+01,1.204939835712907481e+01
-5.080000000000001137e+01,6.488065613969523326e+01,1.000772010943438772e+01,6.662834765773551737e+01,1.199380320642027975e+01
-5.070000000000000284e+01,6.487951246066923261e+01,1.000515106829393730e+01,6.661547807026161649e+01,1.193550746329694334e+01
-5.060000000000000853e+01,6.487879696333929758e+01,1.000291320821485463e+01,6.660192755203568993e+01,1.187485276554327740e+01
-5.050000000000000000e+01,6.487851827705007679e+01,1.000109952796243640e+01,6.658794718991804018e+01,1.181224376270927401e+01
-5.040000000000000568e+01,6.487870127320567804e+01,9.999820182091003318e+00,6.657371899335156229e+01,1.174810459409230745e+01
-5.030000000000001137e+01,6.487934741823868023e+01,9.999196963455888820e+00,6.655927040981664788e+01,1.168272230112002674e+01
-5.020000000000000284e+01,6.488037993706807072e+01,9.999333326215337436e+00,6.654458914463434382e+01,1.161646634228252850e+01
-5.010000000000000853e+01,6.488166827081155930e+01,1.000031385670857809e+01,6.652982670833586099e+01,1.155014094134004310e+01
-5.000000000000000000e+01,6.488307329373965615e+01,1.000222083999369360e+01,6.651512970631830513e+01,1.148453649932063669e+01
-4.990000000000000568e+01,6.488445599533795871e+01,1.000513759806873537e+01,6.650044815589534153e+01,1.141993867963167375e+01
-4.980000000000001137e+01,6.488569648332108386e+01,1.000912790545354092e+01,6.648565525756953321e+01,1.135634304393572869e+01
-4.970000000000000284e+01,6.488670770561975587e+01,1.001417936611401238e+01,6.647063115124714727e+01,1.129370149387547784e+01
-4.960000000000000853e+01,6.488740218608427313e+01,1.002017918818632580e+01,6.645530990027518214e+01,1.123206188238716408e+01
-4.950000000000000000e+01,6.488768392414468167e+01,1.002696010666959836e+01,6.643988275818465183e+01,1.117189017766647652e+01
-4.940000000000000568e+01,6.488749970124020194e+01,1.003434308247931561e+01,6.642486538745845337e+01,1.111405628871056273e+01
-4.930000000000001137e+01,6.488687024324643460e+01,1.004215356200670861e+01,6.641086587678270803e+01,1.105942193337165946e+01
-4.920000000000000284e+01,6.488586712059245087e+01,1.005022890132758739e+01,6.639841007109126281e+01,1.100868054931513740e+01
-4.910000000000000853e+01,6.488457577755816885e+01,1.005841244588631334e+01,6.638780490042145743e+01,1.096212924595431915e+01
-4.900000000000000000e+01,6.488308506713129020e+01,1.006655465501723334e+01,6.637905262598027889e+01,1.091951350412174548e+01
-4.890000000000000568e+01,6.488149554604234481e+01,1.007452839101283715e+01,6.637202849923831138e+01,1.088037282298524566e+01
-4.880000000000001137e+01,6.487991465531926849e+01,1.008222989657083346e+01,6.636664738748864067e+01,1.084431149350116996e+01
-4.870000000000000284e+01,6.487843274715621078e+01,1.008957187915667220e+01,6.636287737396354203e+01,1.081100851931142870e+01
-4.860000000000000853e+01,6.487710821447575427e+01,1.009648558174810695e+01,6.636066964786202504e+01,1.078010922619446532e+01
-4.850000000000000000e+01,6.487596338865729706e+01,1.010291603679795713e+01,6.635989503242895182e+01,1.075113558769326438e+01
-4.840000000000000568e+01,6.487498018797323596e+01,1.010882073347461407e+01,6.636037168742014103e+01,1.072356308697740346e+01
-4.830000000000001137e+01,6.487411135496044778e+01,1.011416767428088193e+01,6.636188928142227894e+01,1.069689222272961970e+01
-4.820000000000000284e+01,6.487329469104250279e+01,1.011891476146135815e+01,6.636422797815077956e+01,1.067069822949087765e+01
-4.810000000000000853e+01,6.487245769140386642e+01,1.012300020537951717e+01,6.636717909905375734e+01,1.064467720705788878e+01
-4.800000000000000000e+01,6.487152783903579234e+01,1.012635646331882633e+01,6.637051314230056676e+01,1.061859930887636239e+01
-4.790000000000000568e+01,6.487045705451554056e+01,1.012892857931987223e+01,6.637396036336981808e+01,1.059226321277798810e+01
-4.780000000000001137e+01,6.486923391316724974e+01,1.013068056079602108e+01,6.637723182803716782e+01,1.056547336458001318e+01
-4.770000000000000284e+01,6.486786335431193606e+01,1.013158475735927055e+01,6.638003498284366799e+01,1.053802788100904309e+01
-4.760000000000000853e+01,6.486633211749889938e+01,1.013165647448967732e+01,6.638208167519071878e+01,1.050972874395410095e+01
-4.750000000000000000e+01,6.486460785056213751e+01,1.013104106807197446e+01,6.638314973027516430e+01,1.048047562612615913e+01
-4.740000000000000568e+01,6.486267495359956570e+01,1.013001474247804623e+01,6.638319934248980303e+01,1.045043699080513022e+01
-4.730000000000001137e+01,6.486052854028770298e+01,1.012888329796437858e+01,6.638237739198193310e+01,1.042003324986852242e+01
-4.720000000000000284e+01,6.485815999757197403e+01,1.012791032646359035e+01,6.638090899321545635e+01,1.038975574774927857e+01
-4.710000000000000853e+01,6.485557368289504154e+01,1.012731698865617780e+01,6.637904498615624505e+01,1.036008814789095744e+01
-4.700000000000000000e+01,6.485278370386306790e+01,1.012730932762555902e+01,6.637707103809910336e+01,1.033150571698890019e+01
-4.690000000000000568e+01,6.484979648830127985e+01,1.012807812189780776e+01,6.637525645131016461e+01,1.030436643109625194e+01
-4.680000000000001137e+01,6.484658065372991587e+01,1.012975836947659758e+01,6.637374179701937749e+01,1.027875974220541799e+01
-4.670000000000000284e+01,6.484305236821668927e+01,1.013241507473100000e+01,6.637249726882960488e+01,1.025449995412454207e+01
-4.660000000000000853e+01,6.483912042988838209e+01,1.013607992237241362e+01,6.637136728150245801e+01,1.023123065642684004e+01
-4.650000000000000000e+01,6.483473950792593143e+01,1.014076114659130390e+01,6.637014534688226775e+01,1.020854573299591728e+01
-4.640000000000000568e+01,6.482994192801702127e+01,1.014640180451924500e+01,6.636861362293372224e+01,1.018604050279160589e+01
-4.630000000000001137e+01,6.482483652559294285e+01,1.015286917769208408e+01,6.636653838481961998e+01,1.016330391112270348e+01
-4.620000000000000284e+01,6.481956129109255471e+01,1.015999911629224428e+01,6.636366239275403700e+01,1.013991902233688869e+01
-4.610000000000000853e+01,6.481422587506760635e+01,1.016763064687649631e+01,6.635977880060714540e+01,1.011558397109189755e+01
-4.600000000000000000e+01,6.480888442103669433e+01,1.017561682580898008e+01,6.635480040125631263e+01,1.009019766014305119e+01
-4.590000000000000568e+01,6.480356224370929397e+01,1.018382140754347809e+01,6.634873053786849084e+01,1.006374498272646179e+01
-4.580000000000001137e+01,6.479828370837044815e+01,1.019211017568066957e+01,6.634165834321959210e+01,1.003624775567329586e+01
-4.570000000000000284e+01,6.479306302631188430e+01,1.020035118212753211e+01,6.633370777042287614e+01,1.000775401435060097e+01
-4.560000000000000853e+01,6.478789529157131710e+01,1.020841602817474048e+01,6.632498533420010745e+01,9.978302281262276807e+00
-4.550000000000000000e+01,6.478276204495962531e+01,1.021618343450051114e+01,6.631557063594756585e+01,9.947878715035738395e+00
-4.540000000000000568e+01,6.477763496421293610e+01,1.022357419553588365e+01,6.630549403660003804e+01,9.916396961067322380e+00
-4.530000000000001137e+01,6.477249080971968453e+01,1.023058320195024606e+01,6.629483144263249983e+01,9.883901602259120622e+00
-4.520000000000000284e+01,6.476732661209898367e+01,1.023724979226212106e+01,6.628379177250496923e+01,9.850714938541241139e+00
-4.510000000000000853e+01,6.476214929619611382e+01,1.024362012559187463e+01,6.627265372749054961e+01,9.817286049187744723e+00
-4.500000000000000000e+01,6.475696574707886555e+01,1.024974027290980771e+01,6.626169600543795468e+01,9.784073754375544496e+00
-4.490000000000000568e+01,6.475178992492122632e+01,1.025564615872611185e+01,6.625118087643254228e+01,9.751566228704820816e+00
-4.480000000000001137e+01,6.474665716336927801e+01,1.026134746176586532e+01,6.624138266714534495e+01,9.720303356243602977e+00
-4.470000000000000284e+01,6.474163137987072503e+01,1.026683046844249958e+01,6.623261717247810054e+01,9.690867369458144864e+00
-4.460000000000000853e+01,6.473679658520794078e+01,1.027207275619436722e+01,6.622518781592697223e+01,9.663803987362927117e+00
-4.450000000000000000e+01,6.473223477534165227e+01,1.027704677332403804e+01,6.621933769424727245e+01,9.639566428194155989e+00
-4.440000000000000568e+01,6.472801385711549926e+01,1.028171782740313489e+01,6.621522426336716194e+01,9.618447301205600652e+00
-4.430000000000001137e+01,6.472417449868747497e+01,1.028606867141326120e+01,6.621288564164578361e+01,9.600512066478346540e+00
-4.420000000000000284e+01,6.472071598977495910e+01,1.029012382788588909e+01,6.621230231026747504e+01,9.585715671955577832e+00
-4.410000000000000853e+01,6.471761900918309607e+01,1.029392897760417469e+01,6.621346518329109188e+01,9.574017313129608908e+00
-4.400000000000000000e+01,6.471487358144619861e+01,1.029754167518295915e+01,6.621637793144154216e+01,9.565397947289696390e+00
-4.390000000000000568e+01,6.471248868459753112e+01,1.030105154241030796e+01,6.622106163996943451e+01,9.559869040382897865e+00
-4.380000000000001137e+01,6.471047247575391737e+01,1.030458071968033096e+01,6.622751724223714120e+01,9.557385678760416781e+00
-4.370000000000000284e+01,6.470879037462370320e+01,1.030827238740314478e+01,6.623569224313992265e+01,9.557794753931306175e+00
-4.360000000000000853e+01,6.470736074290712736e+01,1.031228497402290856e+01,6.624553316749579324e+01,9.560953374592626730e+00
-4.350000000000000000e+01,6.470608189818136680e+01,1.031678312072310888e+01,6.625700511842795493e+01,9.566789490808577767e+00
-4.340000000000000568e+01,6.470483014222800477e+01,1.032189699343618905e+01,6.627003012199057252e+01,9.575226506927668524e+00
-4.330000000000001137e+01,6.470344804387994486e+01,1.032768939686489951e+01,6.628444652406687965e+01,9.586116757604868255e+00
-4.320000000000000284e+01,6.470178304382046974e+01,1.033417764909516912e+01,6.630003246655921600e+01,9.599250144120473394e+00
-4.310000000000000853e+01,6.469971659655206508e+01,1.034129522998158812e+01,6.631654322195336704e+01,9.614395467411409157e+00
-4.300000000000000000e+01,6.469714128746106496e+01,1.034884741753136161e+01,6.633370193578460317e+01,9.631269262048709479e+00
-4.290000000000000568e+01,6.469394945860297241e+01,1.035658245482297701e+01,6.635114053473576234e+01,9.649406467275371213e+00
-4.280000000000001137e+01,6.469006051800167256e+01,1.036424156755710690e+01,6.636838908012614979e+01,9.668113956303187706e+00
-4.270000000000000284e+01,6.468545049176761097e+01,1.037154953439658556e+01,6.638495847157966523e+01,9.686599099631724386e+00
-4.260000000000000853e+01,6.468014010216339216e+01,1.037822304750759983e+01,6.640039511634662972e+01,9.704070013685507590e+00
-4.250000000000000000e+01,6.467421579114740382e+01,1.038405868878496641e+01,6.641427104891046440e+01,9.719736772602713515e+00
-4.240000000000000568e+01,6.466786659082505651e+01,1.038900177846387862e+01,6.642620533802427474e+01,9.732840817220257179e+00
-4.230000000000001137e+01,6.466132939434628213e+01,1.039306391498368498e+01,6.643591090691700174e+01,9.742715648681809171e+00
-4.220000000000000284e+01,6.465483867063535683e+01,1.039625298472473247e+01,6.644322533328286795e+01,9.748866031733768978e+00
-4.210000000000000853e+01,6.464861174267805666e+01,1.039859233282497186e+01,6.644820891258319762e+01,9.751182920741992888e+00
-4.200000000000000000e+01,6.464283552017026580e+01,1.040013546630111030e+01,6.645116611900974135e+01,9.750009127940057141e+00
-4.190000000000000568e+01,6.463766638426409372e+01,1.040094902402381294e+01,6.645246953006230228e+01,9.745872624654715821e+00
-4.180000000000001137e+01,6.463320376023776248e+01,1.040106901678320916e+01,6.645247438854316613e+01,9.739368764336795437e+00
-4.170000000000000284e+01,6.462947916274654858e+01,1.040047707133418697e+01,6.645157724849886449e+01,9.731238851460913608e+00
-4.160000000000000853e+01,6.462649069010988967e+01,1.039912919709448857e+01,6.645025728890632877e+01,9.722392856829763730e+00
-4.150000000000000000e+01,6.462422603774952279e+01,1.039697904592261501e+01,6.644904228554725023e+01,9.713801425925661093e+00
-4.140000000000000568e+01,6.462266584332131458e+01,1.039397621441236552e+01,6.644842176547285817e+01,9.706324146361794192e+00
-4.130000000000001137e+01,6.462177840039737475e+01,1.039008281083225071e+01,6.644884446190903304e+01,9.700716537014940855e+00
-4.120000000000000284e+01,6.462150872049734573e+01,1.038529626575351550e+01,6.645069873808056116e+01,9.697642909625750818e+00
-4.110000000000000853e+01,6.462180179195527785e+01,1.037965815463112307e+01,6.645419471782369669e+01,9.697528195220174396e+00
-4.100000000000000000e+01,6.462261745547144187e+01,1.037326762121260515e+01,6.645932941042977404e+01,9.700491936819862104e+00
-4.090000000000000568e+01,6.462389033673711936e+01,1.036628393881131061e+01,6.646592016702936689e+01,9.706382984424449134e+00
-4.080000000000001137e+01,6.462552193969779069e+01,1.035889839256943645e+01,6.647366949512286283e+01,9.714812538122112429e+00
-4.070000000000000284e+01,6.462741356441146934e+01,1.035130787550154352e+01,6.648226450616162708e+01,9.725245988650318196e+00
-4.060000000000000853e+01,6.462947737975154894e+01,1.034370912766993733e+01,6.649141097894347752e+01,9.737083960357951540e+00
-4.050000000000000000e+01,6.463163142709515796e+01,1.033629988167487568e+01,6.650083714548455305e+01,9.749692131273757667e+00
-4.040000000000000568e+01,6.463378759665691575e+01,1.032926401272140282e+01,6.651029469278780937e+01,9.762433835947925687e+00
-4.030000000000001137e+01,6.463583631810703878e+01,1.032275272357640894e+01,6.651954403230020318e+01,9.774685755729096925e+00
-4.020000000000000284e+01,6.463764264469345733e+01,1.031689167880982971e+01,6.652834419259291110e+01,9.785840132255936297e+00
-4.010000000000000853e+01,6.463905462382346911e+01,1.031179707981203286e+01,6.653646915555242458e+01,9.795342573916608231e+00
-4.000000000000000000e+01,6.463993307346213157e+01,1.030756435231915802e+01,6.654379170012883549e+01,9.802831781088364949e+00
-3.990000000000000568e+01,6.464020286725418885e+01,1.030423045838237961e+01,6.655030870122068620e+01,9.808223714681087557e+00
-3.980000000000001137e+01,6.463989449379609198e+01,1.030173638933034574e+01,6.655604689128198004e+01,9.811587216147989565e+00
-3.970000000000000284e+01,6.463913015149013575e+01,1.029993771118434331e+01,6.656101331245774588e+01,9.813019739685334031e+00
-3.960000000000000853e+01,6.463806546902094397e+01,1.029866916771594276e+01,6.656518195291040740e+01,9.812645952719151410e+00
-3.950000000000000000e+01,6.463685944062243038e+01,1.029777806623020098e+01,6.656845085513228355e+01,9.810600647170300448e+00
-3.940000000000000568e+01,6.463567288449351622e+01,1.029711554283451669e+01,6.657062038192040632e+01,9.806931884290392532e+00
-3.930000000000001137e+01,6.463465196152908732e+01,1.029652454893242286e+01,6.657147027905116943e+01,9.801642968521454335e+00
-3.920000000000000284e+01,6.463391364310413678e+01,1.029583145282896517e+01,6.657089871163717021e+01,9.794874769754736477e+00
-3.910000000000000853e+01,6.463356067532220095e+01,1.029485362773476531e+01,6.656893946132592532e+01,9.786908874730213981e+00
-3.900000000000000000e+01,6.463369667860783352e+01,1.029340504016189684e+01,6.656568445242143639e+01,9.778048800897709114e+00
-3.890000000000000568e+01,6.463441239974945063e+01,1.029130972417904388e+01,6.656124016277092892e+01,9.768572776022541149e+00
-3.880000000000001137e+01,6.463574692480702311e+01,1.028845187970008190e+01,6.655574351302576019e+01,9.758780219727544392e+00
-3.870000000000000284e+01,6.463767126703152144e+01,1.028480259119783824e+01,6.654939777058697814e+01,9.749064868324781585e+00
-3.860000000000000853e+01,6.464012287503543064e+01,1.028038083464003449e+01,6.654246153351914472e+01,9.739896800063835514e+00
-3.850000000000000000e+01,6.464306335541932924e+01,1.027522870754368611e+01,6.653522444943010328e+01,9.731755643810345191e+00
-3.840000000000000568e+01,6.464650872603856158e+01,1.026941726144077371e+01,6.652801240378836667e+01,9.725082262268122335e+00
-3.830000000000001137e+01,6.465050121708172526e+01,1.026303031010086819e+01,6.652118629560479235e+01,9.720255019104465433e+00
-3.820000000000000284e+01,6.465508024454972258e+01,1.025614481395934163e+01,6.651505504806509350e+01,9.717539974960137883e+00
-3.810000000000000853e+01,6.466027000234680600e+01,1.024882861379577470e+01,6.650977381025111868e+01,9.716987661281713429e+00
-3.800000000000000000e+01,6.466606597297113979e+01,1.024114647951253687e+01,6.650538234591147102e+01,9.718452906915178602e+00
-3.790000000000000568e+01,6.467244034134046160e+01,1.023316391296851613e+01,6.650190138658147987e+01,9.721740413790543656e+00
-3.780000000000001137e+01,6.467935477647418452e+01,1.022494793403421909e+01,6.649938837667366442e+01,9.726718736170477442e+00
-3.770000000000000284e+01,6.468673845727637683e+01,1.021658358076978423e+01,6.649795164361418642e+01,9.733356523849534980e+00
-3.760000000000000853e+01,6.469446158376338474e+01,1.020818722388352562e+01,6.649771989441684639e+01,9.741671161319580108e+00
-3.750000000000000000e+01,6.470237368461285143e+01,1.019988203291545226e+01,6.649881411198980175e+01,9.751692173171017330e+00
-3.740000000000000568e+01,6.471034571284910442e+01,1.019177480812752457e+01,6.650134229353444937e+01,9.763497126286365457e+00
-3.730000000000001137e+01,6.471826257606583965e+01,1.018396213435775799e+01,6.650544006957701981e+01,9.777279079589014543e+00
-3.720000000000000284e+01,6.472601069675980057e+01,1.017653905101555978e+01,6.651129126750156217e+01,9.793337292519693094e+00
-3.710000000000000853e+01,6.473348184596032695e+01,1.016960000256938734e+01,6.651902495677251181e+01,9.811897160934066164e+00
-3.700000000000000000e+01,6.474058003913525283e+01,1.016323766723244049e+01,6.652865060195217950e+01,9.833001847107956550e+00
