Time (s),Mean DBP (mmHg),SD DBP (mmHg)
2.329999999999998295e+01,6.883514281996356488e+01,1.333138153650563495e+01
2.339999999999997726e+01,6.879039681204122303e+01,1.308495295051121232e+01
2.350000000000000000e+01,6.875967432736079843e+01,1.285604313214133221e+01
2.359999999999999432e+01,6.893291962764583047e+01,1.282895040075975501e+01
2.369999999999998863e+01,6.908709814173697339e+01,1.282393493264912721e+01
2.379999999999998295e+01,6.916761652882148326e+01,1.285677356012758921e+01
2.389999999999997726e+01,6.920898450083488740e+01,1.291010221166883909e+01
2.400000000000000000e+01,6.925248858902639881e+01,1.298197593123021321e+01
2.409999999999999432e+01,6.929934643625433921e+01,1.309020193305671675e+01
2.419999999999998863e+01,6.924590746286847320e+01,1.323483570518450847e+01
2.429999999999998295e+01,6.916672249055035593e+01,1.338693736739734241e+01
2.439999999999997726e+01,6.912144393833675338e+01,1.353623895602700600e+01
2.450000000000000000e+01,6.910607617479828946e+01,1.364158593731335856e+01
2.459999999999999432e+01,6.909856817034996368e+01,1.373228686766769613e+01
2.469999999999998863e+01,6.908893932400458482e+01,1.382048317090200662e+01
2.479999999999998295e+01,6.907034172089721835e+01,1.384797910147705124e+01
2.489999999999997726e+01,6.904847300004600186e+01,1.381962591232522364e+01
2.500000000000000000e+01,6.907086057015973779e+01,1.372407317451451725e+01
2.509999999999999432e+01,6.907573066156938069e+01,1.364064193309611639e+01
2.519999999999998863e+01,6.907558539494721117e+01,1.356680420957623134e+01
2.529999999999998295e+01,6.907848610018142210e+01,1.350364055954051246e+01
2.539999999999997726e+01,6.912259126096532214e+01,1.347859681168521995e+01
2.550000000000000000e+01,6.912641664091053428e+01,1.344543207710389687e+01
2.559999999999999432e+01,6.912105978347872792e+01,1.342337578195720305e+01
2.569999999999998863e+01,6.911696961664142691e+01,1.339324179773608847e+01
2.579999999999998295e+01,6.910105014201215567e+01,1.328173791786026037e+01
2.589999999999997726e+01,6.908590396711350934e+01,1.316842275862080847e+01
2.600000000000000000e+01,6.907479906015828419e+01,1.306256187776826394e+01
2.609999999999999432e+01,6.907387822020275792e+01,1.296791844209478661e+01
2.619999999999998863e+01,6.907789078626744583e+01,1.290385611570044944e+01
2.629999999999998295e+01,6.907349321134178410e+01,1.285736496346507707e+01
2.639999999999997726e+01,6.906937616101485844e+01,1.279584622139924477e+01
2.650000000000000000e+01,6.905189320484412008e+01,1.274376745971225766e+01
2.659999999999999432e+01,6.897560253034879452e+01,1.271107592719768142e+01
2.669999999999998863e+01,6.889932157562111570e+01,1.268608135749981436e+01
2.679999999999998295e+01,6.881739698929132487e+01,1.266339222753532923e+01
2.689999999999997726e+01,6.871911154711355607e+01,1.262289405898403238e+01
2.700000000000000000e+01,6.862569621042055701e+01,1.257102204042358373e+01
2.709999999999999432e+01,6.854111520386666712e+01,1.253347676072310435e+01
2.719999999999998863e+01,6.844618578116701713e+01,1.251594323523755214e+01
2.729999999999998295e+01,6.830849875861456155e+01,1.247308251265188872e+01
2.739999999999997726e+01,6.816903721369017433e+01,1.237915501978392285e+01
2.750000000000000000e+01,6.813081915558350943e+01,1.236898658598106948e+01
2.759999999999999432e+01,6.810498200580205719e+01,1.237629675349088920e+01
2.769999999999998863e+01,6.807556964938849831e+01,1.241006821039905539e+01
2.779999999999998295e+01,6.803566245842412741e+01,1.246060073645245581e+01
2.789999999999997726e+01,6.802461279679666006e+01,1.257542777878351536e+01
2.800000000000000000e+01,6.794561311481915311e+01,1.257671379105604181e+01
2.809999999999999432e+01,6.779419504002022734e+01,1.246352267793524682e+01
2.819999999999998863e+01,6.766662988981939009e+01,1.236737420151666988e+01
2.829999999999998295e+01,6.757156645238987380e+01,1.231338627971740785e+01
2.839999999999997726e+01,6.749431111019079310e+01,1.226859309381755025e+01
2.850000000000000000e+01,6.747383709479906599e+01,1.222780421178354615e+01
2.859999999999999432e+01,6.746422109640204212e+01,1.220842434824697342e+01
2.869999999999998863e+01,6.744730410661016151e+01,1.218667339557603491e+01
2.879999999999998295e+01,6.744745452676073683e+01,1.218445961733337413e+01
2.889999999999997726e+01,6.748841801959521547e+01,1.216191364611006875e+01
2.900000000000000000e+01,6.753380868602782527e+01,1.212725951925013845e+01
2.909999999999999432e+01,6.757995308879566210e+01,1.207999169704954667e+01
2.919999999999998863e+01,6.757712512313160858e+01,1.202240166689571232e+01
2.929999999999998295e+01,6.755536575393013266e+01,1.198239697442214258e+01
2.939999999999997726e+01,6.752415309077856875e+01,1.194850526393948975e+01
2.950000000000000000e+01,6.745878387940148002e+01,1.187844087215065869e+01
2.959999999999999432e+01,6.738653296680345761e+01,1.181280478109352572e+01
2.969999999999998863e+01,6.728703486704097259e+01,1.177222848954349743e+01
2.979999999999998295e+01,6.719301414999921462e+01,1.172855584565482623e+01
2.989999999999997726e+01,6.708361365228201123e+01,1.165139991000926223e+01
3.000000000000000000e+01,6.695982391014571533e+01,1.158524895564438317e+01
3.009999999999999432e+01,6.685976289998443178e+01,1.153458166398824858e+01
3.019999999999998863e+01,6.681696748127291130e+01,1.151368059655517939e+01
3.029999999999998295e+01,6.678837560411862739e+01,1.151684827240619313e+01
3.039999999999997726e+01,6.675666156025828002e+01,1.151671171925759118e+01
3.050000000000000000e+01,6.670319306339430909e+01,1.153918804034620393e+01
3.059999999999999432e+01,6.667318079864189428e+01,1.157283347493760495e+01
3.069999999999998863e+01,6.663216763286962419e+01,1.161667825564695988e+01
3.079999999999998295e+01,6.656532027343698132e+01,1.166205776197534938e+01
3.089999999999997726e+01,6.644401021174557798e+01,1.164519172490142651e+01
3.100000000000000000e+01,6.636215194444383769e+01,1.166619490104348245e+01
3.109999999999999432e+01,6.627342924249545320e+01,1.167929395273880999e+01
3.119999999999998863e+01,6.617459772943560381e+01,1.169044344435526561e+01
3.129999999999998295e+01,6.607595755595586695e+01,1.168234341801272436e+01
3.139999999999997726e+01,6.603784469238611621e+01,1.165917770990877678e+01
3.150000000000000000e+01,6.602476899604347693e+01,1.164400279343163014e+01
3.159999999999999432e+01,6.601004045075974602e+01,1.162518332378346031e+01
3.169999999999998863e+01,6.604750198490877722e+01,1.161782479044707017e+01
3.179999999999998295e+01,6.612215906512857089e+01,1.167190741307225998e+01
3.189999999999997726e+01,6.622763642713655940e+01,1.178644060002241112e+01
3.200000000000000000e+01,6.627701438299202152e+01,1.190943117377093152e+01
3.209999999999999432e+01,6.635587397827826805e+01,1.203358866170125907e+01
3.219999999999998863e+01,6.638110210137679701e+01,1.212951694354464394e+01
3.229999999999998295e+01,6.633607054997962393e+01,1.200757540560860726e+01
3.239999999999997726e+01,6.628785256489805988e+01,1.191794054786729617e+01
3.250000000000000000e+01,6.622747059914125600e+01,1.186543551896651927e+01
3.259999999999999432e+01,6.614068327506589640e+01,1.184703752346438499e+01
3.269999999999998863e+01,6.608437902569097844e+01,1.181477023631968315e+01
3.279999999999998295e+01,6.600681116852811670e+01,1.176211218127715519e+01
3.289999999999997726e+01,6.605530505555769594e+01,1.185174042165805197e+01
3.300000000000000000e+01,6.609476491299409417e+01,1.195534825732811868e+01
3.309999999999999432e+01,6.614354302085328641e+01,1.208690298165890020e+01
3.319999999999998863e+01,6.616186851216333764e+01,1.222009523905621009e+01
3.329999999999998295e+01,6.618285175655516639e+01,1.235876080751502926e+01
3.339999999999997726e+01,6.617050910204422109e+01,1.241231581748992419e+01
3.350000000000000000e+01,6.608534729797416674e+01,1.241365442200203262e+01
3.359999999999999432e+01,6.600731017739551021e+01,1.241884221647881859e+01
3.369999999999998863e+01,6.596497970612178108e+01,1.239978796819807449e+01
3.379999999999998295e+01,6.592993860806971895e+01,1.239723131522444532e+01
3.389999999999997726e+01,6.591377522614297391e+01,1.242066242814033750e+01
3.400000000000000000e+01,6.594275953327354500e+01,1.236876162766245635e+01
3.409999999999999432e+01,6.596008104846791298e+01,1.229636949916011979e+01
3.419999999999998863e+01,6.599046478510912550e+01,1.225172479411949311e+01
3.429999999999998295e+01,6.604512514563684533e+01,1.224313562772106678e+01
3.439999999999997726e+01,6.610457645994831921e+01,1.227176337177987619e+01
3.450000000000000000e+01,6.617103971029266063e+01,1.229974756292831728e+01
3.459999999999999432e+01,6.626212171224993597e+01,1.231970675339129251e+01
3.469999999999998863e+01,6.635330335922806455e+01,1.234279456385182705e+01
3.479999999999998295e+01,6.640007389164064477e+01,1.238023624800958089e+01
3.489999999999997726e+01,6.639298513484745001e+01,1.232407722422175844e+01
3.500000000000000000e+01,6.630389886993684456e+01,1.221668454741522858e+01
3.509999999999999432e+01,6.621335859358444509e+01,1.211156006738931090e+01
3.519999999999998863e+01,6.611455111547800811e+01,1.200952843888033073e+01
3.529999999999998295e+01,6.597197352631319234e+01,1.190348009923540573e+01
3.539999999999997726e+01,6.581418263199230978e+01,1.182754709598668619e+01
3.550000000000000000e+01,6.566817444174947127e+01,1.181847702754520313e+01
3.559999999999999432e+01,6.557427269549914683e+01,1.183860678466114535e+01
3.569999999999998863e+01,6.547525386419766846e+01,1.188680965102656373e+01
3.579999999999998295e+01,6.539641837462617957e+01,1.193405983447454233e+01
3.589999999999997726e+01,6.533269320725543139e+01,1.198279945603790608e+01
3.600000000000000000e+01,6.526260918235837494e+01,1.203790960629483742e+01
3.609999999999999432e+01,6.525463278343194418e+01,1.204991393135356859e+01
3.619999999999998863e+01,6.523565133426170348e+01,1.204801961547953759e+01
3.629999999999998295e+01,6.522086623837080310e+01,1.204680485266870704e+01
3.639999999999997726e+01,6.522458678398108134e+01,1.204582111596638150e+01
3.650000000000000000e+01,6.530469322477702576e+01,1.216958021255796929e+01
3.659999999999999432e+01,6.542715720050229322e+01,1.238698028008503371e+01
3.669999999999998863e+01,6.554931983663462347e+01,1.263283529607913280e+01
3.679999999999998295e+01,6.567586941718106175e+01,1.289757302699244867e+01
3.689999999999997726e+01,6.577758860419568521e+01,1.314769992836584578e+01
3.700000000000000000e+01,6.585944482979887482e+01,1.330805670082536984e+01
3.709999999999999432e+01,6.590092854121056121e+01,1.333225734289615083e+01
3.719999999999998863e+01,6.594498259272477014e+01,1.336082546288093376e+01
3.729999999999998295e+01,6.599391543893834466e+01,1.338920298990626456e+01
3.739999999999997726e+01,6.599366923994068657e+01,1.328713615214435961e+01
3.750000000000000000e+01,6.596941560091801193e+01,1.319890678051979016e+01
3.759999999999999432e+01,6.595445909832062625e+01,1.311734484246479404e+01
3.769999999999998863e+01,6.596030425181420753e+01,1.304256753657794832e+01
3.779999999999998295e+01,6.595231706656656456e+01,1.299312069682849469e+01
3.789999999999997726e+01,6.593811752692724326e+01,1.294985378050426483e+01
3.800000000000000000e+01,6.592032825764930237e+01,1.291253244333494798e+01
3.809999999999999432e+01,6.591439469652917182e+01,1.287379196046496688e+01
3.819999999999998863e+01,6.590407625241638812e+01,1.280463954878260147e+01
3.829999999999998295e+01,6.588762493209608806e+01,1.273622632266583032e+01
3.839999999999997726e+01,6.584790764173908428e+01,1.263809560121124420e+01
3.850000000000000000e+01,6.580421344571881548e+01,1.253321157027324340e+01
3.859999999999999432e+01,6.575047988088046225e+01,1.243307250054768254e+01
3.869999999999998863e+01,6.570650319835333164e+01,1.233847323482177671e+01
3.879999999999998295e+01,6.565774040454121518e+01,1.221775449815744707e+01
3.889999999999997726e+01,6.573994093155113205e+01,1.235135798563443288e+01
3.900000000000000000e+01,6.583512717648672208e+01,1.254480890567037932e+01
3.909999999999999432e+01,6.593870579839135360e+01,1.274427012002724702e+01
3.919999999999998863e+01,6.605681096615144554e+01,1.295013579944058257e+01
3.929999999999998295e+01,6.617717025885116300e+01,1.317237457784186994e+01
3.939999999999997726e+01,6.619397066718032363e+01,1.313777346869668605e+01
3.950000000000000000e+01,6.613354058151334414e+01,1.287901269427645623e+01
3.959999999999999432e+01,6.607512551726252070e+01,1.263291653039765805e+01
3.969999999999998863e+01,6.605033006819523678e+01,1.243711835002830135e+01
3.979999999999998295e+01,6.602372494952633986e+01,1.225948621194646293e+01
3.989999999999997726e+01,6.598360978981416736e+01,1.212700293136169094e+01
4.000000000000000000e+01,6.604351646669043419e+01,1.209166886542035435e+01
4.009999999999999432e+01,6.611452440325359703e+01,1.201536459727040196e+01
4.019999999999998863e+01,6.617559237644505288e+01,1.193936137537840025e+01
4.029999999999998295e+01,6.622063095784861275e+01,1.187350397401409907e+01
4.039999999999997726e+01,6.625432729339799209e+01,1.180882562489561494e+01
4.050000000000000000e+01,6.628551662775075215e+01,1.175127481735048995e+01
4.059999999999999432e+01,6.630821072114511594e+01,1.170945279529156480e+01
4.069999999999998863e+01,6.633233852495877159e+01,1.168365426091959591e+01
4.079999999999998295e+01,6.633854693450467721e+01,1.168542692335245903e+01
4.089999999999997726e+01,6.632841030527816883e+01,1.169690686038588190e+01
4.100000000000000000e+01,6.632877275632181124e+01,1.172925044882201817e+01
4.109999999999999432e+01,6.633162412818759890e+01,1.175046783249509907e+01
4.119999999999998863e+01,6.632934231816702209e+01,1.175340563830158658e+01
4.129999999999998295e+01,6.632592656982282620e+01,1.175781270280626778e+01
4.139999999999997726e+01,6.631635605153148560e+01,1.176920112070068036e+01
4.150000000000000000e+01,6.631187905129769433e+01,1.178789820827637236e+01
4.159999999999999432e+01,6.628258211678456746e+01,1.180029860183430479e+01
4.169999999999998863e+01,6.627836971043331005e+01,1.179068580474228689e+01
4.179999999999998295e+01,6.637037594496347026e+01,1.176500468154091550e+01
4.189999999999997726e+01,6.647645102551889806e+01,1.175146529886034941e+01
4.200000000000000000e+01,6.658029250870883686e+01,1.175414189915267116e+01
4.209999999999999432e+01,6.667843040898974039e+01,1.177366958285995757e+01
4.219999999999998863e+01,6.676072566514211815e+01,1.180577861127771300e+01
4.229999999999998295e+01,6.679486420808777325e+01,1.178617833719426855e+01
4.239999999999997726e+01,6.673496991179177940e+01,1.171346956550545038e+01
4.250000000000000000e+01,6.661985274371251364e+01,1.161021977039390585e+01
4.259999999999999432e+01,6.649594020362664537e+01,1.146993601797583828e+01
4.269999999999998863e+01,6.635173637531458724e+01,1.131718752917921123e+01
4.279999999999998295e+01,6.627307533769794645e+01,1.127636019738892159e+01
4.289999999999997726e+01,6.619202157093197059e+01,1.127538020274467456e+01
4.300000000000000000e+01,6.605476888660763279e+01,1.128059881424505839e+01
4.309999999999999432e+01,6.595818900784858840e+01,1.129094390707327378e+01
4.319999999999998863e+01,6.588108217247777532e+01,1.132750030962588816e+01
4.329999999999998295e+01,6.583124595626399866e+01,1.138520866911055762e+01
4.339999999999997726e+01,6.573918002935189975e+01,1.135998124920092067e+01
4.350000000000000000e+01,6.564261966389624092e+01,1.135360178730878289e+01
4.359999999999999432e+01,6.556587079051374189e+01,1.134466425679483059e+01
4.369999999999998863e+01,6.564377263461422274e+01,1.132954329355310819e+01
4.379999999999998295e+01,6.571565671708171408e+01,1.132296870355753526e+01
4.389999999999997726e+01,6.575722628618616739e+01,1.132135607884111117e+01
4.400000000000000000e+01,6.575602518471514202e+01,1.130540596937594167e+01
4.409999999999999432e+01,6.581134731070503108e+01,1.131991693147296729e+01
4.419999999999998863e+01,6.588752698212982750e+01,1.136894833753554046e+01
4.429999999999998295e+01,6.596886253766332686e+01,1.143775602248215861e+01
4.439999999999997726e+01,6.604225779029508203e+01,1.152839848263189992e+01
4.450000000000000000e+01,6.610794048507754894e+01,1.163245556879936871e+01
4.459999999999999432e+01,6.617433445665876945e+01,1.172391510943357673e+01
4.469999999999998863e+01,6.623894968949109341e+01,1.183621298730405691e+01
4.479999999999998295e+01,6.631133863904996417e+01,1.198351095613761430e+01
4.489999999999997726e+01,6.634517310342556584e+01,1.213355036061218328e+01
4.500000000000000000e+01,6.640203558849825072e+01,1.225694124766930315e+01
4.509999999999999432e+01,6.646155261840520723e+01,1.238325494013200689e+01
4.519999999999998863e+01,6.649956761564973817e+01,1.246696254476383281e+01
4.529999999999998295e+01,6.650242152769817494e+01,1.237560759516183673e+01
4.539999999999997726e+01,6.648178408909981840e+01,1.222662367440819686e+01
4.550000000000000000e+01,6.645456909758341624e+01,1.208574536716567316e+01
4.559999999999999432e+01,6.644886479301528937e+01,1.194040464091658826e+01
4.569999999999998863e+01,6.644587772640791457e+01,1.181166498092918005e+01
4.579999999999998295e+01,6.643434876069886741e+01,1.168518721648589498e+01
4.589999999999997726e+01,6.640477734271308918e+01,1.155062164191607010e+01
4.600000000000000000e+01,6.641022221173528806e+01,1.144562821034983813e+01
4.609999999999999432e+01,6.646227877622408187e+01,1.138366481849648082e+01
4.619999999999998863e+01,6.650792589061404669e+01,1.133135623339479814e+01
4.629999999999998295e+01,6.656471122206407642e+01,1.129999244370561229e+01
4.639999999999997726e+01,6.658625617601364866e+01,1.128640358026739499e+01
4.650000000000000000e+01,6.660513066329937715e+01,1.128276322761787220e+01
4.659999999999999432e+01,6.661430292285385235e+01,1.128546414333141179e+01
4.669999999999998863e+01,6.651573480414297990e+01,1.120085750850884665e+01
4.679999999999998295e+01,6.640619856381832165e+01,1.110493902019955570e+01
4.689999999999997726e+01,6.638264358492934036e+01,1.111175605684540635e+01
4.700000000000000000e+01,6.636167058870967139e+01,1.112786852759565548e+01
4.709999999999999432e+01,6.634583715562281725e+01,1.114504741390952702e+01
4.719999999999998863e+01,6.637439528891066232e+01,1.112907192342466622e+01
4.729999999999998295e+01,6.637177465721391911e+01,1.113785319175250343e+01
4.739999999999997726e+01,6.636432165360676549e+01,1.116374252553369217e+01
4.750000000000000000e+01,6.635334225881817360e+01,1.120378771791041927e+01
4.759999999999999432e+01,6.633401085367545136e+01,1.125372933918993112e+01
4.769999999999998863e+01,6.635412628654860612e+01,1.133788453610385716e+01
4.779999999999998295e+01,6.637137424088959392e+01,1.140325761607046928e+01
4.789999999999997726e+01,6.639432019579574273e+01,1.144936004961517462e+01
4.800000000000000000e+01,6.650944340646627495e+01,1.147147215518676688e+01
4.809999999999999432e+01,6.665185900151541887e+01,1.148573105682930517e+01
4.819999999999998863e+01,6.680334834449575965e+01,1.151033148185162069e+01
4.829999999999998295e+01,6.695617164936511756e+01,1.154678444902817702e+01
4.839999999999997726e+01,6.708124613649992796e+01,1.157848706529754601e+01
4.850000000000000000e+01,6.716633315170678031e+01,1.161892727533272662e+01
4.859999999999999432e+01,6.720167987449741531e+01,1.163384643137597685e+01
4.869999999999998863e+01,6.720130057807322999e+01,1.164580763194292068e+01
4.879999999999998295e+01,6.718849178089259055e+01,1.166778196726614780e+01
4.889999999999997726e+01,6.717403113822281568e+01,1.167966372531927277e+01
4.900000000000000000e+01,6.714669718665160758e+01,1.169137129542827935e+01
4.909999999999999432e+01,6.711266094619300304e+01,1.170552789988076192e+01
4.919999999999998863e+01,6.708405759959062209e+01,1.172641972528292342e+01
4.929999999999998295e+01,6.705421447350019548e+01,1.174141887658337424e+01
4.939999999999997726e+01,6.704295395043376971e+01,1.178232318019249725e+01
4.950000000000000000e+01,6.702174057583711431e+01,1.182329794828111602e+01
4.959999999999999432e+01,6.706341907591620100e+01,1.186007750547965145e+01
4.969999999999998863e+01,6.714614316784266634e+01,1.190066891372585900e+01
4.979999999999998295e+01,6.723143340906037224e+01,1.195326995049771490e+01
4.989999999999997726e+01,6.730672160265017112e+01,1.200259071702330260e+01
5.000000000000000000e+01,6.737057148803879159e+01,1.203962616250032802e+01
5.009999999999999432e+01,6.743154692275156492e+01,1.207595917318007039e+01
5.019999999999998863e+01,6.748471390128202074e+01,1.212419107744450741e+01
5.029999999999998295e+01,6.755283007703692988e+01,1.217888062577593900e+01
5.039999999999997726e+01,6.753816984777073174e+01,1.215663371167345197e+01
5.050000000000000000e+01,6.749577154639705157e+01,1.213772927135615731e+01
5.059999999999999432e+01,6.744464978688263557e+01,1.210662846175130802e+01
5.069999999999998863e+01,6.737831153383123706e+01,1.203936028646405454e+01
5.079999999999998295e+01,6.730442585128587041e+01,1.199418288661349941e+01
5.089999999999997726e+01,6.725035207469296950e+01,1.201587000620133772e+01
5.099999999999997158e+01,6.721398164566630840e+01,1.204095019432049973e+01
5.109999999999999432e+01,6.718548454065556541e+01,1.205628330152363326e+01
5.119999999999998863e+01,6.717811065314991481e+01,1.204573973750453497e+01
5.129999999999998295e+01,6.716604550662648876e+01,1.204791814620961787e+01
5.139999999999997726e+01,6.716331684027234417e+01,1.200856433058927841e+01
5.149999999999997158e+01,6.717654377044225100e+01,1.191211963035058474e+01
5.159999999999999432e+01,6.720399166066741259e+01,1.182939551386490962e+01
5.169999999999998863e+01,6.723196134630509846e+01,1.175509456074869874e+01
5.179999999999998295e+01,6.724285754542462712e+01,1.167928613034912644e+01
5.189999999999997726e+01,6.723449812037824813e+01,1.161289149298540835e+01
5.199999999999997158e+01,6.722068237032497962e+01,1.155021753728617462e+01
5.209999999999999432e+01,6.721282125675344332e+01,1.148331028936186726e+01
5.219999999999998863e+01,6.719892255619146226e+01,1.143981618529716471e+01
5.229999999999998295e+01,6.718959903169701420e+01,1.142977597675813861e+01
5.239999999999997726e+01,6.717919510260327343e+01,1.143253689494534875e+01
5.249999999999997158e+01,6.723872711811648628e+01,1.158606153483703416e+01
5.259999999999999432e+01,6.730243380066785619e+01,1.178207171592768887e+01
5.269999999999998863e+01,6.742277727215922312e+01,1.202562935510132824e+01
5.279999999999998295e+01,6.748963752518720582e+01,1.218468466959245333e+01
5.289999999999997726e+01,6.755693364127458267e+01,1.235602951625919843e+01
5.299999999999997158e+01,6.761862786160649819e+01,1.253684552805149366e+01
5.309999999999999432e+01,6.763828153107252206e+01,1.260094101460193983e+01
5.319999999999998863e+01,6.762263348402206020e+01,1.260567354867276002e+01
5.329999999999998295e+01,6.759697306416306617e+01,1.261083595221571407e+01
5.339999999999997726e+01,6.753308723322584228e+01,1.254357915712451899e+01
5.349999999999997158e+01,6.744602722190435884e+01,1.242191330851088793e+01
5.359999999999999432e+01,6.733353978319163957e+01,1.222762714531652328e+01
5.369999999999998863e+01,6.722137521878441646e+01,1.201368266143998120e+01
5.379999999999998295e+01,6.715208928647963660e+01,1.184705232000460917e+01
5.389999999999997726e+01,6.718726023925222535e+01,1.180558850647235047e+01
5.399999999999997158e+01,6.722870329817000368e+01,1.176995672008913729e+01
5.409999999999999432e+01,6.726180887840052947e+01,1.173234583210234483e+01
5.419999999999998863e+01,6.731267769102943532e+01,1.172184503832330016e+01
5.429999999999998295e+01,6.739736546965508523e+01,1.173652527965505854e+01
5.439999999999997726e+01,6.746495510058214506e+01,1.171836019082089742e+01
5.449999999999997158e+01,6.752752533716589767e+01,1.167780878124081845e+01
5.459999999999999432e+01,6.758530350484610949e+01,1.164333059049672769e+01
5.469999999999998863e+01,6.763260951792383935e+01,1.160220427524416564e+01
5.479999999999998295e+01,6.764309141047654350e+01,1.157056291901547418e+01
5.489999999999997726e+01,6.773219927139984975e+01,1.168254110289464265e+01
5.499999999999997158e+01,6.779058149212613671e+01,1.179330940580366693e+01
5.509999999999999432e+01,6.782964956791651900e+01,1.189518135628474482e+01
5.519999999999998863e+01,6.786563132673148857e+01,1.201540918771164002e+01
5.529999999999998295e+01,6.789563265376523304e+01,1.214866356998512131e+01
5.539999999999997726e+01,6.788439691398299658e+01,1.223366560352879517e+01
5.549999999999997158e+01,6.777561438537419747e+01,1.210286800567310728e+01
5.559999999999999432e+01,6.765181693222119463e+01,1.196227386861137987e+01
5.569999999999998863e+01,6.753238024250767069e+01,1.183202727587663361e+01
5.579999999999998295e+01,6.741578505333043836e+01,1.170582667495604490e+01
5.589999999999997726e+01,6.729834978574886861e+01,1.158917087836603876e+01
5.599999999999997158e+01,6.720041378499124107e+01,1.148634042283410928e+01
5.609999999999999432e+01,6.717399752717859940e+01,1.139447930153965771e+01
5.619999999999998863e+01,6.724907582478773804e+01,1.143232769608510324e+01
5.629999999999998295e+01,6.733047675873963556e+01,1.148969651924289970e+01
5.639999999999997726e+01,6.744147091556830276e+01,1.154262811978405345e+01
5.649999999999997158e+01,6.758475322214412984e+01,1.160610498911666433e+01
5.659999999999999432e+01,6.771772320920372579e+01,1.168505118190521586e+01
5.669999999999998863e+01,6.783326743019613048e+01,1.176773086040482497e+01
5.679999999999998295e+01,6.789147200885859945e+01,1.180499634910732887e+01
5.689999999999997726e+01,6.792004512843648456e+01,1.180232038999901434e+01
5.699999999999997158e+01,6.792204878097594190e+01,1.179705319918627282e+01
5.709999999999999432e+01,6.786896182320816706e+01,1.179412986763981230e+01
5.719999999999998863e+01,6.781947489318055489e+01,1.179404990536129461e+01
5.729999999999998295e+01,6.776836570367180457e+01,1.176986064047717129e+01
5.739999999999997726e+01,6.773666411917271546e+01,1.171125551359433103e+01
5.749999999999997158e+01,6.772291286050361236e+01,1.167905323472033885e+01
5.759999999999999432e+01,6.777177807609780302e+01,1.169641306347631549e+01
5.769999999999998863e+01,6.783444496804003165e+01,1.170380544572335602e+01
5.779999999999998295e+01,6.794301919102875331e+01,1.173825018978597789e+01
5.789999999999997726e+01,6.806597018558127843e+01,1.180299512052609678e+01
5.799999999999997158e+01,6.817793799752561767e+01,1.188953696097660639e+01
5.809999999999999432e+01,6.831089882758513454e+01,1.200465803524770259e+01
5.819999999999998863e+01,6.838348604723415747e+01,1.207230166159182794e+01
5.829999999999998295e+01,6.845785437250414418e+01,1.214999381044728644e+01
5.839999999999997726e+01,6.851972638186228437e+01,1.223371863905277657e+01
5.849999999999997158e+01,6.850265600426216395e+01,1.225269628090132912e+01
5.859999999999999432e+01,6.844127918000161515e+01,1.221900923902123992e+01
5.869999999999998863e+01,6.835667414496680294e+01,1.216155566083150852e+01
5.879999999999998295e+01,6.826427314988278283e+01,1.211198259691508916e+01
5.889999999999997726e+01,6.820139230282985920e+01,1.206427799930573741e+01
5.899999999999997158e+01,6.816661094767837881e+01,1.200690580913865269e+01
5.909999999999999432e+01,6.814744774531433791e+01,1.195513217056136135e+01
5.919999999999998863e+01,6.810842803826665204e+01,1.190555407305563307e+01
5.929999999999998295e+01,6.809974955228982196e+01,1.187582275226970552e+01
5.939999999999997726e+01,6.813160305831769392e+01,1.186803902811873890e+01
5.949999999999997158e+01,6.815338900628425733e+01,1.184884660949898638e+01
5.959999999999999432e+01,6.818095129348303374e+01,1.183512656035811972e+01
5.969999999999998863e+01,6.818714197334534788e+01,1.180057128555052515e+01
5.979999999999998295e+01,6.813946949334142289e+01,1.177110160844367925e+01
5.989999999999997726e+01,6.805575682966421880e+01,1.172539151318532902e+01
5.999999999999997158e+01,6.794721292399806600e+01,1.168231631537237547e+01
6.009999999999999432e+01,6.784032309545590067e+01,1.165345576471816891e+01
6.019999999999998863e+01,6.773261110572602206e+01,1.162270565103992581e+01
6.029999999999998295e+01,6.761586380357952919e+01,1.159887630687373594e+01
6.039999999999997726e+01,6.750362056572576819e+01,1.158422560356931541e+01
6.049999999999997158e+01,6.739443779872888740e+01,1.157417668015638412e+01
6.059999999999999432e+01,6.729591850568755262e+01,1.156813460223313861e+01
6.069999999999998863e+01,6.722959412788124212e+01,1.154512765514980899e+01
6.079999999999998295e+01,6.719952681623497881e+01,1.150693157975424086e+01
6.089999999999997726e+01,6.719277085587124532e+01,1.148357089832009414e+01
6.099999999999997158e+01,6.719386888449881212e+01,1.145668291007010886e+01
6.109999999999999432e+01,6.720549942356480244e+01,1.141201711346839431e+01
6.119999999999998863e+01,6.726041199928758374e+01,1.138464728803775650e+01
6.129999999999998295e+01,6.733337646705196278e+01,1.137791258160190289e+01
6.139999999999997726e+01,6.741199644152717951e+01,1.137077694225755486e+01
6.149999999999997158e+01,6.750306831558619081e+01,1.136945471446300182e+01
6.159999999999999432e+01,6.761835268751646311e+01,1.136066871976824899e+01
6.169999999999998863e+01,6.772165687038727810e+01,1.136229585352646332e+01
6.179999999999998295e+01,6.781185411477862601e+01,1.139122837433677127e+01
6.189999999999997726e+01,6.787097048488374185e+01,1.137210646356469645e+01
6.199999999999997158e+01,6.791147766259702223e+01,1.130437660271369538e+01
