Time (s),Mean DBP (mmHg),SD DBP (mmHg)
-5.780000000000000426e+01,6.045178795671940719e+01,8.610860140412594177e+00
-5.770000000000000284e+01,6.044308572224705500e+01,8.549226334032445251e+00
-5.760000000000000853e+01,6.045740635794953022e+01,8.524742415498677062e+00
-5.750000000000000711e+01,6.045573734109874664e+01,8.492398726947332221e+00
-5.740000000000000568e+01,6.044951054099708188e+01,8.466007017854622063e+00
-5.730000000000000426e+01,6.043820449728846000e+01,8.504699489700024984e+00
-5.720000000000000284e+01,6.042646367285625075e+01,8.566133835431349652e+00
-5.710000000000000853e+01,6.041304780831789145e+01,8.636043060429912543e+00
-5.700000000000000711e+01,6.041827133443432274e+01,8.724366812950048455e+00
-5.690000000000000568e+01,6.042252454231010717e+01,8.820335185633739528e+00
-5.680000000000000426e+01,6.042246478084969397e+01,8.897645952612897702e+00
-5.670000000000000284e+01,6.039130605699619281e+01,8.894246301149550504e+00
-5.660000000000000853e+01,6.036100728156784356e+01,8.881856746035419192e+00
-5.650000000000000711e+01,6.032762088132153622e+01,8.850460972543512383e+00
-5.640000000000000568e+01,6.036147785079976558e+01,8.817755254897180706e+00
-5.630000000000000426e+01,6.038486058062438389e+01,8.802444922023585860e+00
-5.620000000000000284e+01,6.039702990296760987e+01,8.794382084429873458e+00
-5.610000000000000853e+01,6.046916741894302305e+01,8.902982527748459773e+00
-5.600000000000000711e+01,6.055639553772849126e+01,9.047802808766945759e+00
-5.590000000000000568e+01,6.063953523897671261e+01,9.202697823484980333e+00
-5.580000000000001137e+01,6.068809720266332874e+01,9.337073899236500552e+00
-5.570000000000000284e+01,6.073137016229067342e+01,9.468748186681080981e+00
-5.560000000000000853e+01,6.065826596635481138e+01,9.388956978320148750e+00
-5.550000000000000000e+01,6.055694583617339788e+01,9.294003687480497433e+00
-5.540000000000000568e+01,6.044892204050885454e+01,9.199809872004760081e+00
-5.530000000000001137e+01,6.034071404816695150e+01,9.106551296943647955e+00
-5.520000000000000284e+01,6.023809991126545782e+01,9.062849989703828157e+00
-5.510000000000000853e+01,6.014439999843045825e+01,9.060496799110756783e+00
-5.500000000000000000e+01,6.005823716496035303e+01,9.061851179839464976e+00
-5.490000000000000568e+01,5.998956139016704725e+01,9.059653477617704453e+00
-5.480000000000001137e+01,5.994444028023566773e+01,9.050634257516945169e+00
-5.470000000000000284e+01,5.996173103487912215e+01,9.056773530865832811e+00
-5.460000000000000853e+01,5.999663991373360972e+01,9.102478782436174143e+00
-5.450000000000000000e+01,6.002937524888134391e+01,9.160276140075836793e+00
-5.440000000000000568e+01,6.012761899497881046e+01,9.236927871608148877e+00
-5.430000000000001137e+01,6.025530166105477292e+01,9.328014960142349210e+00
-5.420000000000000284e+01,6.037753557552741768e+01,9.409109456544216599e+00
-5.410000000000000853e+01,6.045957369457946129e+01,9.467168638225002653e+00
-5.400000000000000000e+01,6.053537590917508737e+01,9.525888976225566296e+00
-5.390000000000000568e+01,6.059751547106815650e+01,9.589822927508961925e+00
-5.380000000000001137e+01,6.061120725261398690e+01,9.627877520033775838e+00
-5.370000000000000284e+01,6.061276681110142306e+01,9.678969138906831304e+00
-5.360000000000000853e+01,6.063988970542797574e+01,9.752450685983136580e+00
-5.350000000000000000e+01,6.060446993562065643e+01,9.721634875523212926e+00
-5.340000000000000568e+01,6.056111744468365288e+01,9.676256567322640834e+00
-5.330000000000001137e+01,6.052647076673081727e+01,9.620823727246422763e+00
-5.320000000000000284e+01,6.048683190165068169e+01,9.582075240478772571e+00
-5.310000000000000853e+01,6.043532222254313524e+01,9.557485224022483905e+00
-5.300000000000000000e+01,6.038310933843683159e+01,9.536611455853352126e+00
-5.290000000000000568e+01,6.035965671938572541e+01,9.538935901225052305e+00
-5.280000000000001137e+01,6.036400885345339873e+01,9.572266136308881457e+00
-5.270000000000000284e+01,6.037399217612124147e+01,9.620273234872870560e+00
-5.260000000000000853e+01,6.038783433379455801e+01,9.678950919687260068e+00
-5.250000000000000000e+01,6.038748895277625195e+01,9.716836079806011384e+00
-5.240000000000000568e+01,6.038308173890433750e+01,9.756493467754316029e+00
-5.230000000000001137e+01,6.035014572513539832e+01,9.733668728608860121e+00
-5.220000000000000284e+01,6.030456800170116338e+01,9.656754249139209989e+00
-5.210000000000000853e+01,6.025430383455970684e+01,9.614700426358965046e+00
-5.200000000000000000e+01,6.019102113873206150e+01,9.595790675852292395e+00
-5.190000000000000568e+01,6.014019719425674282e+01,9.581626240393397609e+00
-5.180000000000001137e+01,6.010512893406762203e+01,9.564839749515012812e+00
-5.170000000000000284e+01,6.010766317650733015e+01,9.629331613404820800e+00
-5.160000000000000853e+01,6.007481556525219446e+01,9.697587635539235862e+00
-5.150000000000000000e+01,6.003308688485840605e+01,9.759301997059351308e+00
-5.140000000000000568e+01,5.996653930594766990e+01,9.804587655047923178e+00
-5.130000000000001137e+01,5.987169849747996153e+01,9.855730143639140906e+00
-5.120000000000000284e+01,5.978238018125528441e+01,9.927387388825218650e+00
-5.110000000000000853e+01,5.973513499331419752e+01,1.002813507920818026e+01
-5.100000000000000000e+01,5.971601805128370444e+01,1.012494875498865632e+01
-5.090000000000000568e+01,5.970688579193846124e+01,1.022767081452107263e+01
-5.080000000000001137e+01,5.971028477526825640e+01,1.035302626531099790e+01
-5.070000000000000284e+01,5.970709517207927064e+01,1.049420068518732307e+01
-5.060000000000000853e+01,5.969693744851232253e+01,1.062100793918219921e+01
-5.050000000000000000e+01,5.962089027859774149e+01,1.062610180536517746e+01
-5.040000000000000568e+01,5.958183727249989659e+01,1.062324889729845090e+01
-5.030000000000001137e+01,5.955164008404679521e+01,1.062824422680227698e+01
-5.020000000000000284e+01,5.951148819806825685e+01,1.060371199295214062e+01
-5.010000000000000853e+01,5.945969869887621684e+01,1.052963518196220782e+01
-5.000000000000000000e+01,5.940056476532419794e+01,1.045520783309249779e+01
-4.990000000000000568e+01,5.934455441106238283e+01,1.038967873012183496e+01
-4.980000000000001137e+01,5.928537130540664890e+01,1.033530184778200756e+01
-4.970000000000000284e+01,5.929842252925579515e+01,1.029636616630907220e+01
-4.960000000000000853e+01,5.938824633410263232e+01,1.020571258699975026e+01
-4.950000000000000000e+01,5.947644589746983002e+01,1.012198039847323194e+01
-4.940000000000000568e+01,5.957934531351558860e+01,1.008907580242680169e+01
-4.930000000000001137e+01,5.967935520274244965e+01,1.006584376188031982e+01
-4.920000000000000284e+01,5.978146554864974860e+01,1.004140145647165028e+01
-4.910000000000000853e+01,5.982743912229334171e+01,9.944148646910974776e+00
-4.900000000000000000e+01,5.982270801241769220e+01,9.790147131918425671e+00
-4.890000000000000568e+01,5.980757943850505853e+01,9.636641240703815114e+00
-4.880000000000001137e+01,5.978513027481010766e+01,9.496296296587932062e+00
-4.870000000000000284e+01,5.975868308593209832e+01,9.371945791109357771e+00
-4.860000000000000853e+01,5.973024994446767266e+01,9.267554278334252160e+00
-4.850000000000000000e+01,5.970114995768946642e+01,9.179641249622997989e+00
-4.840000000000000568e+01,5.964099555637705663e+01,9.094085019897228506e+00
-4.830000000000001137e+01,5.962501250907637029e+01,9.082361329026012342e+00
-4.820000000000000284e+01,5.962369086195662504e+01,9.140459760159364677e+00
-4.810000000000000853e+01,5.961143625442478822e+01,9.218147730896570025e+00
-4.800000000000000000e+01,5.958838132646532415e+01,9.322676034442675785e+00
-4.790000000000000568e+01,5.956162948435932947e+01,9.448306819651568489e+00
-4.780000000000001137e+01,5.952897725307634147e+01,9.589333888589935739e+00
-4.770000000000000284e+01,5.944038216326050872e+01,9.633993709837952224e+00
-4.760000000000000853e+01,5.950775957569509700e+01,9.454322943970867144e+00
-4.750000000000000000e+01,5.959542665935824601e+01,9.282906168871269514e+00
-4.740000000000000568e+01,5.968711961492384432e+01,9.136804598771105290e+00
-4.730000000000001137e+01,5.978467442058412473e+01,9.015971818094179469e+00
-4.720000000000000284e+01,5.990550304454405506e+01,8.953127819605571247e+00
-4.710000000000000853e+01,6.001756763781880721e+01,8.917951068099704059e+00
-4.700000000000000000e+01,6.000038991353547146e+01,8.898608816383585918e+00
-4.690000000000000568e+01,5.997725574921305025e+01,8.892189718615064464e+00
-4.680000000000001137e+01,5.996852034555315214e+01,8.919556987131880277e+00
-4.670000000000000284e+01,5.995696467960792830e+01,8.958756817414238682e+00
-4.660000000000000853e+01,5.996045227615616824e+01,8.999884565582743079e+00
-4.650000000000000000e+01,5.996798882870678682e+01,9.044869228938916095e+00
-4.640000000000000568e+01,5.997415999386949892e+01,9.086467135565058584e+00
-4.630000000000001137e+01,5.998904688966531040e+01,9.145841031156512813e+00
-4.620000000000000284e+01,6.005110334091297375e+01,9.176433885868211959e+00
-4.610000000000000853e+01,6.014818435106052164e+01,9.217300192380658785e+00
-4.600000000000000000e+01,6.022818919052767939e+01,9.233037628684199305e+00
-4.590000000000000568e+01,6.030341720467584565e+01,9.260746782658827669e+00
-4.580000000000001137e+01,6.037475356763199130e+01,9.296477474226175985e+00
-4.570000000000000284e+01,6.044205640128214441e+01,9.339056443304963651e+00
-4.560000000000000853e+01,6.045831511053480511e+01,9.377869800143256995e+00
-4.550000000000000000e+01,6.045777874060211587e+01,9.410096725246823723e+00
-4.540000000000000568e+01,6.042050356579116510e+01,9.420194362167809032e+00
-4.530000000000001137e+01,6.037841029203062959e+01,9.430181850502577845e+00
-4.520000000000000284e+01,6.034557807473592561e+01,9.439800498704213894e+00
-4.510000000000000853e+01,6.031915315474322625e+01,9.453415871645320934e+00
-4.500000000000000000e+01,6.029737722090037977e+01,9.451276536361536529e+00
-4.490000000000000568e+01,6.026880729279159254e+01,9.424910052933741511e+00
-4.480000000000001137e+01,6.023902601440024540e+01,9.412970452848936631e+00
-4.470000000000000284e+01,6.021823057729701389e+01,9.417314085270390933e+00
-4.460000000000000853e+01,6.023163549371715675e+01,9.378048960968577319e+00
-4.450000000000000000e+01,6.024700913967027560e+01,9.343458878185154859e+00
-4.440000000000000568e+01,6.025300829018381421e+01,9.297826310384042614e+00
-4.430000000000001137e+01,6.024636530280056945e+01,9.264653801927835275e+00
-4.420000000000000284e+01,6.023897097166170767e+01,9.235123265891013844e+00
-4.410000000000000853e+01,6.023930052982750993e+01,9.213850933521383624e+00
-4.400000000000000000e+01,6.023335508278191952e+01,9.192778295601431893e+00
-4.390000000000000568e+01,6.021148271089268889e+01,9.162373460371334488e+00
-4.380000000000001137e+01,6.017084035663265951e+01,9.138406633050104588e+00
-4.370000000000000284e+01,6.011956134213448877e+01,9.119728438302450613e+00
-4.360000000000000853e+01,6.006943171376000379e+01,9.109781511713473279e+00
-4.350000000000000000e+01,6.003440823826296935e+01,9.093555890310994982e+00
-4.340000000000000568e+01,6.000436013172822669e+01,9.085789684448629444e+00
-4.330000000000001137e+01,5.998462009810534568e+01,9.073963902442311991e+00
-4.320000000000000284e+01,5.996493792017046331e+01,9.059113137451038966e+00
-4.310000000000000853e+01,5.995948943442530066e+01,9.085215877158203668e+00
-4.300000000000000000e+01,6.000676969443155429e+01,9.177231694471371881e+00
-4.290000000000000568e+01,6.005584914083134862e+01,9.276460713803697189e+00
-4.280000000000001137e+01,6.011914718598838903e+01,9.383567836781905314e+00
-4.270000000000000284e+01,6.018828382177237302e+01,9.493158729441690369e+00
-4.260000000000000853e+01,6.027931396140992604e+01,9.594029544867318293e+00
-4.250000000000000000e+01,6.039592372699478062e+01,9.700450237046569057e+00
-4.240000000000000568e+01,6.051187972814751248e+01,9.818437383962695719e+00
-4.230000000000001137e+01,6.063079992956324560e+01,9.890127906682057102e+00
-4.220000000000000284e+01,6.072338605060600969e+01,9.910997133280593729e+00
-4.210000000000000853e+01,6.079862616786910223e+01,9.926096455130739571e+00
-4.200000000000000000e+01,6.086623312386916496e+01,9.940003502016727666e+00
-4.190000000000000568e+01,6.088314752425738874e+01,9.939941867717395851e+00
-4.180000000000001137e+01,6.090532128776403908e+01,9.955483709961882255e+00
-4.170000000000000284e+01,6.083292721654447632e+01,9.850424146349581633e+00
-4.160000000000000853e+01,6.074568545894317140e+01,9.731021381619127553e+00
-4.150000000000000000e+01,6.066118591882869993e+01,9.613295923756288275e+00
-4.140000000000000568e+01,6.059717222641958756e+01,9.522300046739559320e+00
-4.130000000000001137e+01,6.051853523644415844e+01,9.427516278607722455e+00
-4.120000000000000284e+01,6.044288727923034799e+01,9.372702774589463104e+00
-4.110000000000000853e+01,6.041363991979931569e+01,9.358457345637107849e+00
-4.100000000000000000e+01,6.040175702949485981e+01,9.354860823151662785e+00
-4.090000000000000568e+01,6.041004000970782073e+01,9.351095904216204957e+00
-4.080000000000001137e+01,6.043446771531956330e+01,9.346875597246887324e+00
-4.070000000000000284e+01,6.046432604860862625e+01,9.343799991226712010e+00
-4.060000000000000853e+01,6.043953665079256865e+01,9.395132404849235286e+00
-4.050000000000000000e+01,6.033710797676378945e+01,9.514803978457466727e+00
-4.040000000000000568e+01,6.023022247765884174e+01,9.660274729747639455e+00
-4.030000000000001137e+01,6.012353207552057199e+01,9.835707807910351264e+00
-4.020000000000000284e+01,6.006059843783126695e+01,1.001408952967244126e+01
-4.010000000000000853e+01,5.999671617846880167e+01,1.024377627352397013e+01
-4.000000000000000000e+01,5.996221049824801241e+01,1.053759122241941704e+01
-3.990000000000000568e+01,5.992911586086084696e+01,1.086916186425928288e+01
-3.980000000000001137e+01,5.988301683390697860e+01,1.122775371959043333e+01
-3.970000000000000284e+01,5.985546602269591432e+01,1.157760519550602218e+01
-3.960000000000000853e+01,5.987637548437955815e+01,1.169670980611074995e+01
-3.950000000000000000e+01,5.985611719778565742e+01,1.180653533964472146e+01
-3.940000000000000568e+01,5.978170599054930534e+01,1.181844994877976163e+01
-3.930000000000001137e+01,5.971383161122888339e+01,1.183465537933379608e+01
-3.920000000000000284e+01,5.965328997867059968e+01,1.185713272630005122e+01
-3.910000000000000853e+01,5.958399841875681346e+01,1.187752247224236157e+01
-3.900000000000000000e+01,5.948446851310031036e+01,1.189830126208125627e+01
-3.890000000000000568e+01,5.937953124264659266e+01,1.192321246348538821e+01
-3.880000000000001137e+01,5.928118324222781155e+01,1.186834113904941646e+01
-3.870000000000000284e+01,5.920828073571097150e+01,1.181577095010737466e+01
-3.860000000000000853e+01,5.914879780335728299e+01,1.177144417804713505e+01
-3.850000000000000000e+01,5.909729989812429807e+01,1.173734161072168369e+01
-3.840000000000000568e+01,5.904030289845603363e+01,1.171353096108642866e+01
-3.830000000000001137e+01,5.898684718292670937e+01,1.169061675065532491e+01
-3.820000000000000284e+01,5.895151460717877967e+01,1.167039583265584035e+01
-3.810000000000000853e+01,5.892239164646734650e+01,1.166036542493593942e+01
-3.800000000000000000e+01,5.888933215643056940e+01,1.164361895170195815e+01
-3.790000000000000568e+01,5.885441441917739525e+01,1.162895163149472566e+01
-3.780000000000001137e+01,5.882440763953996310e+01,1.161909668765151871e+01
-3.770000000000000284e+01,5.879785020301970633e+01,1.160149276599138979e+01
-3.760000000000000853e+01,5.877512721609368640e+01,1.157972534610269832e+01
-3.750000000000000000e+01,5.880665750229819366e+01,1.152766031683626302e+01
-3.740000000000000568e+01,5.883595539300112165e+01,1.148428749128171766e+01
-3.730000000000001137e+01,5.884057955584110999e+01,1.143803367104428759e+01
-3.720000000000000284e+01,5.882871523692583082e+01,1.140874007556137748e+01
-3.710000000000000853e+01,5.881906531749867639e+01,1.138720335479328050e+01
-3.700000000000000000e+01,5.883989522519153326e+01,1.136511864117064441e+01
-3.690000000000000568e+01,5.886334776626689802e+01,1.136019779361127036e+01
-3.680000000000001137e+01,5.883550456955300234e+01,1.134543711406201183e+01
-3.670000000000000284e+01,5.882156825542413969e+01,1.132957124314090969e+01
-3.660000000000000853e+01,5.880253015217845558e+01,1.131796468313885207e+01
-3.650000000000000000e+01,5.877790701541452734e+01,1.130781259991862875e+01
-3.640000000000000568e+01,5.884059866087367396e+01,1.124185969869033208e+01
-3.630000000000001137e+01,5.891940963694452904e+01,1.116325631602023094e+01
-3.620000000000000284e+01,5.901874875281959731e+01,1.108792363940158410e+01
-3.610000000000000853e+01,5.911894602417655875e+01,1.101639573998880195e+01
-3.600000000000000000e+01,5.921467873388474601e+01,1.095898323574028410e+01
-3.590000000000000568e+01,5.929861226551921050e+01,1.086681167737608078e+01
-3.580000000000001137e+01,5.935910588886353878e+01,1.072594935073264821e+01
-3.570000000000000284e+01,5.941009138607465445e+01,1.059631848542411170e+01
-3.560000000000000853e+01,5.944779643252302037e+01,1.049559818447186110e+01
-3.550000000000000000e+01,5.941145331038986654e+01,1.060793679822995195e+01
-3.540000000000000568e+01,5.937694169977419989e+01,1.073306976410131242e+01
-3.530000000000001137e+01,5.927871147825474907e+01,1.086583410966117924e+01
-3.520000000000000284e+01,5.922219774902553979e+01,1.102169249992739530e+01
-3.510000000000000853e+01,5.916241270339831004e+01,1.118779959691229386e+01
-3.500000000000000000e+01,5.909937246298359526e+01,1.136464688438818982e+01
-3.490000000000000568e+01,5.905626943376334737e+01,1.160102224008352678e+01
-3.480000000000001137e+01,5.901061402412885570e+01,1.187296585475780830e+01
-3.470000000000000284e+01,5.901014889101543304e+01,1.201964825887122323e+01
-3.460000000000000853e+01,5.902162742805474949e+01,1.216715379394029739e+01
-3.450000000000001421e+01,5.902470554434551531e+01,1.231816648333881936e+01
-3.440000000000000568e+01,5.900867285914764437e+01,1.246888539352063141e+01
-3.430000000000001137e+01,5.892977109116144874e+01,1.247941513616927800e+01
-3.420000000000000284e+01,5.884318706732288717e+01,1.247203908615461998e+01
-3.410000000000000853e+01,5.884750583438188443e+01,1.239728764870133659e+01
-3.400000000000001421e+01,5.886699528815417182e+01,1.231489476568471275e+01
-3.390000000000000568e+01,5.888700390208548896e+01,1.222697030706929233e+01
-3.380000000000001137e+01,5.892255766574026410e+01,1.209813771488404122e+01
-3.370000000000000284e+01,5.896061833107061290e+01,1.197493617440747116e+01
-3.360000000000000853e+01,5.907332972523559533e+01,1.194938203202882754e+01
-3.350000000000001421e+01,5.909191665897773760e+01,1.198773877442332036e+01
-3.340000000000000568e+01,5.910400397980274789e+01,1.203301606087188880e+01
-3.330000000000001137e+01,5.911662273233466891e+01,1.209381561126274818e+01
-3.320000000000000284e+01,5.913320640396231909e+01,1.216571623229499544e+01
-3.310000000000000853e+01,5.911796750290753977e+01,1.221382451887384768e+01
-3.300000000000001421e+01,5.906173311902269774e+01,1.224864670535176892e+01
-3.290000000000000568e+01,5.902114031871703759e+01,1.230619407974964474e+01
-3.280000000000001137e+01,5.898789728679502531e+01,1.238276941340584081e+01
-3.270000000000000284e+01,5.903263984437119660e+01,1.241446705126221595e+01
-3.260000000000000853e+01,5.910202797177707623e+01,1.241983788250192156e+01
-3.250000000000001421e+01,5.915711239884597461e+01,1.243111575499312949e+01
-3.240000000000000568e+01,5.914808560945756710e+01,1.240026108682372019e+01
-3.230000000000001137e+01,5.909004015387804287e+01,1.232721116109500414e+01
-3.220000000000000284e+01,5.905776599311052166e+01,1.224867360017105966e+01
-3.210000000000000853e+01,5.907519800993316750e+01,1.224005469474828089e+01
-3.200000000000001421e+01,5.909280931289728045e+01,1.223959247627917968e+01
-3.190000000000000568e+01,5.909910497246381311e+01,1.224764458387249455e+01
-3.180000000000001137e+01,5.909118900476561720e+01,1.225470973985710899e+01
-3.170000000000000284e+01,5.904549694623064937e+01,1.222697824074379547e+01
-3.160000000000000853e+01,5.899573870540758236e+01,1.216900473921235637e+01
-3.150000000000001421e+01,5.891323538783607461e+01,1.202358385700549448e+01
-3.140000000000000568e+01,5.884105553467112770e+01,1.188713196040976605e+01
-3.130000000000001137e+01,5.882771997855570589e+01,1.173953424210186647e+01
-3.120000000000000284e+01,5.880615374755500113e+01,1.159781872603974939e+01
-3.110000000000000853e+01,5.877923571575013995e+01,1.146121794495284085e+01
-3.100000000000001421e+01,5.874877177744599521e+01,1.133263617906244924e+01
-3.090000000000000568e+01,5.871475983046558866e+01,1.121090998618639745e+01
-3.080000000000001137e+01,5.868353289134385875e+01,1.109712990418251621e+01
-3.070000000000000284e+01,5.867963983622205859e+01,1.100576029255336152e+01
-3.060000000000000853e+01,5.869255294370455545e+01,1.092365273672917247e+01
-3.050000000000001421e+01,5.872616541380713073e+01,1.084150594072840512e+01
-3.040000000000000568e+01,5.878117076070176950e+01,1.076179408682079774e+01
-3.030000000000001137e+01,5.886295740614527006e+01,1.067531372901420816e+01
-3.020000000000000284e+01,5.902346928499628831e+01,1.054021224419731162e+01
-3.010000000000000853e+01,5.919513718254230383e+01,1.041871464781572953e+01
-3.000000000000001421e+01,5.936635574547479877e+01,1.030919917888812876e+01
-2.990000000000000568e+01,5.955988285058118237e+01,1.022694453365959255e+01
-2.980000000000001137e+01,5.975960218152128078e+01,1.016481822714276895e+01
-2.970000000000000284e+01,5.995232947534840662e+01,1.012879782206755763e+01
-2.960000000000000853e+01,6.004290740473256704e+01,1.010025556467851082e+01
-2.950000000000001421e+01,6.008976892007498805e+01,1.005810096829193334e+01
-2.940000000000000568e+01,6.012400332632895328e+01,1.001945847935992262e+01
-2.930000000000001137e+01,6.016438558989973728e+01,9.997138327864213636e+00
-2.920000000000000284e+01,6.022568501953425368e+01,1.003484474520982239e+01
-2.910000000000000853e+01,6.027514830749823460e+01,1.008598530493551060e+01
-2.900000000000001421e+01,6.028999412961069027e+01,1.013051171268271133e+01
-2.890000000000000568e+01,6.025386602793625457e+01,1.012670427605742418e+01
-2.880000000000001137e+01,6.021304960940425133e+01,1.014275174976579308e+01
-2.870000000000000284e+01,6.017216480254281663e+01,1.022034832664419923e+01
-2.860000000000000853e+01,6.012008790620487986e+01,1.030914717884958876e+01
-2.850000000000001421e+01,6.006471708912062724e+01,1.038878329342773199e+01
-2.840000000000000568e+01,5.997012336939744870e+01,1.037622152352459182e+01
-2.830000000000001137e+01,5.989607559202834608e+01,1.034442060924784634e+01
-2.820000000000000284e+01,5.985927595740874096e+01,1.030894920120644365e+01
-2.810000000000000853e+01,5.976756760010541569e+01,1.021132237566529888e+01
-2.800000000000001421e+01,5.964160572620997414e+01,1.007712594244270576e+01
-2.790000000000000568e+01,5.951625399398494665e+01,9.957939799714816687e+00
-2.780000000000001137e+01,5.939359489647334556e+01,9.849632752006623804e+00
-2.770000000000000284e+01,5.926840155324062209e+01,9.754253805202589334e+00
-2.760000000000000853e+01,5.912095213116692349e+01,9.657098629896763597e+00
-2.750000000000001421e+01,5.901237593695245209e+01,9.577695627896316566e+00
-2.740000000000000568e+01,5.894730618969025926e+01,9.586000120824364146e+00
-2.730000000000001137e+01,5.891034640024020064e+01,9.600590506757452403e+00
-2.720000000000000284e+01,5.888501903201514409e+01,9.628415021599499468e+00
-2.710000000000000853e+01,5.890500934153907764e+01,9.676553028095737474e+00
-2.700000000000001421e+01,5.896718294670825600e+01,9.728123962837434746e+00
-2.690000000000000568e+01,5.901382580215355489e+01,9.804302147888883212e+00
-2.680000000000001137e+01,5.907078290823620392e+01,9.887622104955172020e+00
-2.670000000000000284e+01,5.910600526098836127e+01,9.946784448602659978e+00
-2.660000000000000853e+01,5.906424774380570142e+01,9.930931996067110745e+00
-2.650000000000001421e+01,5.899514043529156737e+01,9.917872668965372895e+00
-2.640000000000000568e+01,5.891839664647339703e+01,9.920142742679162851e+00
-2.630000000000001137e+01,5.883951273588672848e+01,9.940374086891262451e+00
-2.620000000000000284e+01,5.875992878025905242e+01,9.973970361507026539e+00
-2.610000000000000853e+01,5.871342367867410417e+01,9.985375961660571065e+00
-2.600000000000001421e+01,5.865547710887165778e+01,9.926950659158503498e+00
-2.590000000000000568e+01,5.865069220367816172e+01,9.872998003530931044e+00
-2.580000000000001137e+01,5.864476400044815563e+01,9.813529396889359546e+00
-2.570000000000000284e+01,5.866190823000327725e+01,9.723464860907888863e+00
-2.560000000000000853e+01,5.868044410801597621e+01,9.634664191969433134e+00
-2.550000000000001421e+01,5.870575881956154518e+01,9.558330015713577765e+00
-2.540000000000000568e+01,5.873999381594105529e+01,9.487803053980440993e+00
-2.530000000000001137e+01,5.876696125640837209e+01,9.423569314078264370e+00
-2.520000000000000284e+01,5.874047596076345457e+01,9.386915112561307950e+00
-2.510000000000000853e+01,5.871064497437914298e+01,9.372040853249041348e+00
-2.500000000000001421e+01,5.868624793246225835e+01,9.383111998861712877e+00
-2.490000000000000568e+01,5.869364188792927450e+01,9.404987301359104990e+00
-2.480000000000001137e+01,5.870347815425358107e+01,9.431609726024019480e+00
-2.470000000000000284e+01,5.872465174781396513e+01,9.446340155547174433e+00
-2.460000000000000853e+01,5.874735699348870810e+01,9.466209566807725295e+00
-2.450000000000001421e+01,5.876653339051129166e+01,9.483972052561297161e+00
-2.440000000000000568e+01,5.878133788533071424e+01,9.508234780159495969e+00
-2.430000000000001137e+01,5.880282820962839452e+01,9.527415428350906268e+00
-2.420000000000000284e+01,5.886981181745844793e+01,9.494812169729613061e+00
-2.410000000000000853e+01,5.894488072633301812e+01,9.495141826117425410e+00
-2.400000000000001421e+01,5.901337383102293899e+01,9.503907873165205800e+00
-2.390000000000000568e+01,5.906268379523780254e+01,9.523840556299978388e+00
-2.380000000000001137e+01,5.910604615081393121e+01,9.543073607360764044e+00
-2.370000000000000284e+01,5.915020206746316944e+01,9.566621532897638502e+00
-2.360000000000000853e+01,5.919539989571588734e+01,9.595757233902416417e+00
-2.350000000000001421e+01,5.924845083509671184e+01,9.615932931591986588e+00
-2.340000000000000568e+01,5.930566457207062570e+01,9.645593682780347677e+00
-2.330000000000001137e+01,5.936483042948100319e+01,9.684380132072304193e+00
-2.320000000000000284e+01,5.941681818801849602e+01,9.723223188372022818e+00
-2.310000000000000853e+01,5.945605039703343664e+01,9.761672569993992354e+00
-2.300000000000001421e+01,5.950316374431634614e+01,9.801021031517343829e+00
-2.290000000000000568e+01,5.955003443248799755e+01,9.840914406436976236e+00
-2.280000000000001137e+01,5.956281276408162739e+01,9.881969205077508533e+00
-2.270000000000000284e+01,5.956060173599382779e+01,9.850504957672164608e+00
-2.260000000000000853e+01,5.955796176594405011e+01,9.818869318952740954e+00
-2.250000000000001421e+01,5.954979020562737446e+01,9.791748866410715735e+00
-2.240000000000000568e+01,5.953645575050374816e+01,9.772857047023522981e+00
-2.230000000000001137e+01,5.952074783142258951e+01,9.757322259285624355e+00
-2.220000000000000284e+01,5.951858222357132178e+01,9.776392346958276747e+00
-2.210000000000000853e+01,5.952113473449600889e+01,9.832159027453762690e+00
-2.200000000000001421e+01,5.957534806738797784e+01,9.860613554228043753e+00
-2.190000000000000568e+01,5.962573607432468492e+01,9.896171587947014459e+00
-2.180000000000001137e+01,5.965870388114500855e+01,9.935494816728880352e+00
-2.170000000000000284e+01,5.969079586392941650e+01,9.978556359505075690e+00
-2.160000000000000853e+01,5.971976733835833073e+01,1.000453700565668846e+01
-2.150000000000001421e+01,5.971920356374975114e+01,9.963722395513919139e+00
-2.140000000000000568e+01,5.961813060225115635e+01,9.875532711619985804e+00
-2.130000000000001137e+01,5.951407523502314945e+01,9.788559437161449495e+00
-2.120000000000000284e+01,5.945051431539436493e+01,9.732668766216997724e+00
-2.110000000000000853e+01,5.938450601572940712e+01,9.685655697260463270e+00
-2.100000000000001421e+01,5.931955418079560616e+01,9.666630425801288951e+00
-2.090000000000000568e+01,5.929129181332300647e+01,9.685747531100220797e+00
-2.080000000000001137e+01,5.931171441415579437e+01,9.690016017856651231e+00
-2.070000000000000284e+01,5.933502342649124728e+01,9.703477000548446085e+00
-2.060000000000000853e+01,5.929965151005613677e+01,9.662117847661818359e+00
-2.050000000000001421e+01,5.926056362676562372e+01,9.620228223581761995e+00
-2.040000000000000568e+01,5.923207127159768248e+01,9.582671283485508340e+00
-2.030000000000001137e+01,5.921331678705595181e+01,9.545087042279682521e+00
-2.020000000000000284e+01,5.919788168153773000e+01,9.511941678931563615e+00
