Time (s),Mean SBP (mmHg),SD SBP (mmHg)
1.950000000000000000e+01,1.196798290031221228e+02,3.119907781985629569e+01
1.959999999999999432e+01,1.199015987837027097e+02,3.095036775611115232e+01
1.969999999999998863e+01,1.202062243015463707e+02,3.079636557247318862e+01
1.979999999999998295e+01,1.204780280173287537e+02,3.059409298816769862e+01
1.989999999999997726e+01,1.208845846418434462e+02,3.047084781990105640e+01
2.000000000000000000e+01,1.212676200823525932e+02,3.040919768790121580e+01
2.009999999999999432e+01,1.216044295874630166e+02,3.053321610820022158e+01
2.019999999999998863e+01,1.219586192651659502e+02,3.068054526482507072e+01
2.029999999999998295e+01,1.221038187388908938e+02,3.057324229832267548e+01
2.039999999999997726e+01,1.220639290696469175e+02,3.033709867205992694e+01
2.050000000000000000e+01,1.220156553625194533e+02,3.018029709406720329e+01
2.059999999999999432e+01,1.218980530783331488e+02,3.006032472423241941e+01
2.069999999999998863e+01,1.217996623882675777e+02,3.007580951587939211e+01
2.079999999999998295e+01,1.216263928631111071e+02,3.016791539098721486e+01
2.089999999999997726e+01,1.218601746965078831e+02,3.024839082562425219e+01
2.100000000000000000e+01,1.221967708470995717e+02,3.039465417202472253e+01
2.109999999999999432e+01,1.225571314418620545e+02,3.061222752211640596e+01
2.119999999999998863e+01,1.229024612934212115e+02,3.092652125825497933e+01
2.129999999999998295e+01,1.230524541642740388e+02,3.114268861350097595e+01
2.139999999999997726e+01,1.232121049977600507e+02,3.139248822726643695e+01
2.150000000000000000e+01,1.231609100828135581e+02,3.134174287769343437e+01
2.159999999999999432e+01,1.230420550509298465e+02,3.126478471207544274e+01
2.169999999999998863e+01,1.228897378285442272e+02,3.120256322147874783e+01
2.179999999999998295e+01,1.227465813261720911e+02,3.115928445873563390e+01
2.189999999999997726e+01,1.225845466175821628e+02,3.112456679548735750e+01
2.200000000000000000e+01,1.223834508722525527e+02,3.109360255438880216e+01
2.209999999999999432e+01,1.223365570817063173e+02,3.109695817365686210e+01
2.219999999999998863e+01,1.223933960474325175e+02,3.128090816680925101e+01
2.229999999999998295e+01,1.224631332501544705e+02,3.151170429810070672e+01
2.239999999999997726e+01,1.225378191886841819e+02,3.172623837631825339e+01
2.250000000000000000e+01,1.226040268191098761e+02,3.194822180695977210e+01
2.259999999999999432e+01,1.225795103810468731e+02,3.203591969284792640e+01
2.269999999999998863e+01,1.222873474945210859e+02,3.170255128977903425e+01
2.279999999999998295e+01,1.219948064113759045e+02,3.138831922244853700e+01
2.289999999999997726e+01,1.216824485251873824e+02,3.110092371971448344e+01
2.300000000000000000e+01,1.213269760503087156e+02,3.082855550641077969e+01
2.309999999999999432e+01,1.209608661596459314e+02,3.058160219990386608e+01
2.319999999999998863e+01,1.211910566685592698e+02,3.072908341807897159e+01
2.329999999999998295e+01,1.215170768502146359e+02,3.099304562149773190e+01
2.339999999999997726e+01,1.218735891483948564e+02,3.129484109502314837e+01
2.350000000000000000e+01,1.222474349661073916e+02,3.163952055909183869e+01
2.359999999999999432e+01,1.226706136889667533e+02,3.198921321722713529e+01
2.369999999999998863e+01,1.228108077596989318e+02,3.192491266558468510e+01
2.379999999999998295e+01,1.227266306633245563e+02,3.156830238348173623e+01
2.389999999999997726e+01,1.226135818162818509e+02,3.127056413618940667e+01
2.400000000000000000e+01,1.224570141655371458e+02,3.102888379711398414e+01
2.409999999999999432e+01,1.223046330594291788e+02,3.080053398426101907e+01
2.419999999999998863e+01,1.221594854536781014e+02,3.059583946721944159e+01
2.429999999999998295e+01,1.219931777786108853e+02,3.040298094182465150e+01
2.439999999999997726e+01,1.218102053582470745e+02,3.032198815387567592e+01
2.450000000000000000e+01,1.219588913900714857e+02,3.053313094876127920e+01
2.459999999999999432e+01,1.222312638953425505e+02,3.081090593046069159e+01
2.469999999999998863e+01,1.224623851445385725e+02,3.113351356564891859e+01
2.479999999999998295e+01,1.226659853655554429e+02,3.149902326122476737e+01
2.489999999999997726e+01,1.229358080827830690e+02,3.198652736217799131e+01
2.500000000000000000e+01,1.231142196405670006e+02,3.214750148262935880e+01
2.509999999999999432e+01,1.233039272390415988e+02,3.220462018476273869e+01
2.519999999999998863e+01,1.235603559893356760e+02,3.220014719450804819e+01
2.529999999999998295e+01,1.238265870937089659e+02,3.221602858419031890e+01
2.539999999999997726e+01,1.241134657746534060e+02,3.225042154021927132e+01
2.550000000000000000e+01,1.243270213534491120e+02,3.221464423806263966e+01
2.559999999999999432e+01,1.243984077656724025e+02,3.204642383526258698e+01
2.569999999999998863e+01,1.244379226679092483e+02,3.187571630548890766e+01
2.579999999999998295e+01,1.243915643639714119e+02,3.166439424304973826e+01
2.589999999999997726e+01,1.243022668647172964e+02,3.141954834515941641e+01
2.600000000000000000e+01,1.242079385234260371e+02,3.122500094830762762e+01
2.609999999999999432e+01,1.240884820360566607e+02,3.103665137393664253e+01
2.619999999999998863e+01,1.239045871654005140e+02,3.089147602660740688e+01
2.629999999999998295e+01,1.237997776355509529e+02,3.069241306810296521e+01
2.639999999999997726e+01,1.236429723166245935e+02,3.054414466383654059e+01
2.650000000000000000e+01,1.235877761474999801e+02,3.048483124315188419e+01
2.659999999999999432e+01,1.235594368404841674e+02,3.046137794782934449e+01
2.669999999999998863e+01,1.235778555597504607e+02,3.035371801377625189e+01
2.679999999999998295e+01,1.236418229160320692e+02,3.019877553843280538e+01
2.689999999999997726e+01,1.236842068004022650e+02,3.006463238734212595e+01
2.700000000000000000e+01,1.237064935820897915e+02,2.995438439562026289e+01
2.709999999999999432e+01,1.237309609326206612e+02,2.984626945618133576e+01
2.719999999999998863e+01,1.237746874359000060e+02,2.977174749084270644e+01
2.729999999999998295e+01,1.238185249559105188e+02,2.970975291581757105e+01
2.739999999999997726e+01,1.238635881808882999e+02,2.969997966737491524e+01
2.750000000000000000e+01,1.237927466775856828e+02,2.969304041624873847e+01
2.759999999999999432e+01,1.235566677301319913e+02,2.944441027378977438e+01
2.769999999999998863e+01,1.232954802625507398e+02,2.923755820101914793e+01
2.779999999999998295e+01,1.230503001936547633e+02,2.903538984059328243e+01
2.789999999999997726e+01,1.229251998767285841e+02,2.892436728379569288e+01
2.800000000000000000e+01,1.227620490277027301e+02,2.879006701537404567e+01
2.809999999999999432e+01,1.225687014403868744e+02,2.865166575923047176e+01
2.819999999999998863e+01,1.222674582739321778e+02,2.850575616272199753e+01
2.829999999999998295e+01,1.219637147815379308e+02,2.842604522814501422e+01
2.839999999999997726e+01,1.217019471548976810e+02,2.839432599551350833e+01
2.850000000000000000e+01,1.214602600782814648e+02,2.839955433644833249e+01
2.859999999999999432e+01,1.213316596422595808e+02,2.848901573835840040e+01
2.869999999999998863e+01,1.213432321759280086e+02,2.854165066205409218e+01
2.879999999999998295e+01,1.213611579647472922e+02,2.857021596644539940e+01
2.889999999999997726e+01,1.213868728162544102e+02,2.859909207451028834e+01
2.900000000000000000e+01,1.214254616625141381e+02,2.863419455433856342e+01
2.909999999999999432e+01,1.214604643813282223e+02,2.864978564711004694e+01
2.919999999999998863e+01,1.217265972089223709e+02,2.863454262472656353e+01
2.929999999999998295e+01,1.219452745291288664e+02,2.863402866280972248e+01
2.939999999999997726e+01,1.221061463790333477e+02,2.870864715402276346e+01
2.950000000000000000e+01,1.221078464988708419e+02,2.872459847374523179e+01
2.959999999999999432e+01,1.220665275751326391e+02,2.878767180426769556e+01
2.969999999999998863e+01,1.219758884331676967e+02,2.883297331257605478e+01
2.979999999999998295e+01,1.216989191068115730e+02,2.866245554106094318e+01
2.989999999999997726e+01,1.214507135911025557e+02,2.850218863596953511e+01
3.000000000000000000e+01,1.213097749600319730e+02,2.844793377967702597e+01
3.009999999999999432e+01,1.212171757360929547e+02,2.845855881536188647e+01
3.019999999999998863e+01,1.211152436288056293e+02,2.847765773708330528e+01
3.029999999999998295e+01,1.210061692249662428e+02,2.852356719424596676e+01
3.039999999999997726e+01,1.209009380139691388e+02,2.856731009670621901e+01
3.050000000000000000e+01,1.207631243714189822e+02,2.857003665788068503e+01
3.059999999999999432e+01,1.205788629568431105e+02,2.859080561478673488e+01
3.069999999999998863e+01,1.203973561203390830e+02,2.861544410571397634e+01
3.079999999999998295e+01,1.202258482804743807e+02,2.863587141443257877e+01
3.089999999999997726e+01,1.201001337775743707e+02,2.862652573374871068e+01
3.100000000000000000e+01,1.199950205697700909e+02,2.859514988796138368e+01
3.109999999999999432e+01,1.199111953578958918e+02,2.856117041768634479e+01
3.119999999999998863e+01,1.199539127930293461e+02,2.864818499617959446e+01
3.129999999999998295e+01,1.199972901927750826e+02,2.874274719868367356e+01
3.139999999999997726e+01,1.200167358907763884e+02,2.877362986461464800e+01
3.150000000000000000e+01,1.200485002306635636e+02,2.879437459740541172e+01
3.159999999999999432e+01,1.200059592862353526e+02,2.891858207731032238e+01
3.169999999999998863e+01,1.199385511961815638e+02,2.907145849203602239e+01
3.179999999999998295e+01,1.196533882654305501e+02,2.892736759490428966e+01
3.189999999999997726e+01,1.192904804215780388e+02,2.864341383240255112e+01
3.200000000000000000e+01,1.189446913423250436e+02,2.844495689922099046e+01
3.209999999999999432e+01,1.186356362503570949e+02,2.821448769747749097e+01
3.219999999999998863e+01,1.183797743072240820e+02,2.798641608049099361e+01
3.229999999999998295e+01,1.180823850403242972e+02,2.785360798027177864e+01
3.239999999999997726e+01,1.182265737983094738e+02,2.776565048005271308e+01
3.250000000000000000e+01,1.183786325504776613e+02,2.773864223378052785e+01
3.259999999999999432e+01,1.185359845925747635e+02,2.777098982026612362e+01
3.269999999999998863e+01,1.186754420177414744e+02,2.789220861948565755e+01
3.279999999999998295e+01,1.188595217294178781e+02,2.807278887936833911e+01
3.289999999999997726e+01,1.189808296432006642e+02,2.825742281803407252e+01
3.300000000000000000e+01,1.187851781796424717e+02,2.811874955670485576e+01
3.309999999999999432e+01,1.186027483935991569e+02,2.800099114823253998e+01
3.319999999999998863e+01,1.184122019829120234e+02,2.790134868634368104e+01
3.329999999999998295e+01,1.182150069290291299e+02,2.780508282738160730e+01
3.339999999999997726e+01,1.180279362261896239e+02,2.772145279262011286e+01
3.350000000000000000e+01,1.177434632089102564e+02,2.755307064404613016e+01
3.359999999999999432e+01,1.176049464125018318e+02,2.745912296691255960e+01
3.369999999999998863e+01,1.174732505773500577e+02,2.739054200194669164e+01
3.379999999999998295e+01,1.173377244185191870e+02,2.733973635380108647e+01
3.389999999999997726e+01,1.171831551540310414e+02,2.730881119882330310e+01
3.400000000000000000e+01,1.171738641796992795e+02,2.737923673107197686e+01
3.409999999999999432e+01,1.173504450670958619e+02,2.758486401041299985e+01
3.419999999999998863e+01,1.174530750719189172e+02,2.778782420335188519e+01
3.429999999999998295e+01,1.175105417817068627e+02,2.802135587630978364e+01
3.439999999999997726e+01,1.175450361385404108e+02,2.831926738581695702e+01
3.450000000000000000e+01,1.173128582673348035e+02,2.831148786308347098e+01
3.459999999999999432e+01,1.170559538594714581e+02,2.811224991555045349e+01
3.469999999999998863e+01,1.167833986645474482e+02,2.791717315286516410e+01
3.479999999999998295e+01,1.164424240988659704e+02,2.768878513664458296e+01
3.489999999999997726e+01,1.161629451489605032e+02,2.758820024059482634e+01
3.500000000000000000e+01,1.160034167141877219e+02,2.764603778017582414e+01
3.509999999999999432e+01,1.160865264384403304e+02,2.791997267547872497e+01
3.519999999999998863e+01,1.161966590979138942e+02,2.823423072414479407e+01
3.529999999999998295e+01,1.163154481835240261e+02,2.859431970563565173e+01
3.539999999999997726e+01,1.164342098177147875e+02,2.900801727045944389e+01
3.550000000000000000e+01,1.165440910815057691e+02,2.946587562529375148e+01
3.559999999999999432e+01,1.165664014013805030e+02,2.953796299421517091e+01
3.569999999999998863e+01,1.167002140371437378e+02,2.956021742394135288e+01
3.579999999999998295e+01,1.168237970645421342e+02,2.965043906739103363e+01
3.589999999999997726e+01,1.169877087546366567e+02,2.977934658580269911e+01
3.600000000000000000e+01,1.171488524576386538e+02,2.990413563601521574e+01
3.609999999999999432e+01,1.173245701697983208e+02,3.001978348846575884e+01
3.619999999999998863e+01,1.173981300380332442e+02,3.011371594057134615e+01
3.629999999999998295e+01,1.172916383282197472e+02,3.009601122090973746e+01
3.639999999999997726e+01,1.171382502875121503e+02,3.001701179456071955e+01
3.650000000000000000e+01,1.169874929941040449e+02,2.994769730779264805e+01
3.659999999999999432e+01,1.167625527846293778e+02,2.976560892872748809e+01
3.669999999999998863e+01,1.165272786934043694e+02,2.955614851597973214e+01
3.679999999999998295e+01,1.162722467404451407e+02,2.935129955068426355e+01
3.689999999999997726e+01,1.159789481035314083e+02,2.918443938665372528e+01
3.700000000000000000e+01,1.157672538587457041e+02,2.907545120201045918e+01
3.709999999999999432e+01,1.156858487955124986e+02,2.897948237077481082e+01
3.719999999999998863e+01,1.155989018017595242e+02,2.887222889414739413e+01
3.729999999999998295e+01,1.155050943360074740e+02,2.874342605093186265e+01
3.739999999999997726e+01,1.154119270270509361e+02,2.863139626791366155e+01
3.750000000000000000e+01,1.153231081948952692e+02,2.853650422977157675e+01
3.759999999999999432e+01,1.152329940456940136e+02,2.843299820880890749e+01
3.769999999999998863e+01,1.151151272548365938e+02,2.828917312015187591e+01
3.779999999999998295e+01,1.150182895258055140e+02,2.811839313501159054e+01
3.789999999999997726e+01,1.149004691241808445e+02,2.795453595539088809e+01
3.800000000000000000e+01,1.147780410149954946e+02,2.779950671391997119e+01
3.809999999999999432e+01,1.146427097885564876e+02,2.765711419607324828e+01
3.819999999999998863e+01,1.144839553054080596e+02,2.748172175634769587e+01
3.829999999999998295e+01,1.143566343638119349e+02,2.727090957225211554e+01
3.839999999999997726e+01,1.142469579483546624e+02,2.709088760326153178e+01
3.850000000000000000e+01,1.144307747316268262e+02,2.714456672303922247e+01
3.859999999999999432e+01,1.146781695688080021e+02,2.729964185029220403e+01
3.869999999999998863e+01,1.149599893916757480e+02,2.753835253349939904e+01
3.879999999999998295e+01,1.152615154067176206e+02,2.786139243572230484e+01
3.889999999999997726e+01,1.155643183708566823e+02,2.826710983321472526e+01
3.900000000000000000e+01,1.157362824706322186e+02,2.839647019613268952e+01
3.909999999999999432e+01,1.156698938322640231e+02,2.806253455028008759e+01
3.919999999999998863e+01,1.155977821549051470e+02,2.774986317399846669e+01
3.929999999999998295e+01,1.155201332093741513e+02,2.745075649096190418e+01
3.939999999999997726e+01,1.154011393747085634e+02,2.719668272880875293e+01
3.950000000000000000e+01,1.152331010723277842e+02,2.701563637387242167e+01
3.959999999999999432e+01,1.153375612121042479e+02,2.723124498371090851e+01
3.969999999999998863e+01,1.154270608421310556e+02,2.744689945013945120e+01
3.979999999999998295e+01,1.154709795579072846e+02,2.761850072772877596e+01
3.989999999999997726e+01,1.155094233071489072e+02,2.781760510813852960e+01
4.000000000000000000e+01,1.155455829835070318e+02,2.803941712411129927e+01
4.009999999999999432e+01,1.154838169083257498e+02,2.809115725610626413e+01
4.019999999999998863e+01,1.154136029645010240e+02,2.803602762733508769e+01
4.029999999999998295e+01,1.155934192495221851e+02,2.801493846549033151e+01
4.039999999999997726e+01,1.157662863129303190e+02,2.803125038910440026e+01
4.050000000000000000e+01,1.159344461138342979e+02,2.805923997324146413e+01
4.059999999999999432e+01,1.161057142357930019e+02,2.812446419508334472e+01
4.069999999999998863e+01,1.162670310246321463e+02,2.824304054758307814e+01
4.079999999999998295e+01,1.163029274804522117e+02,2.833279738624230504e+01
4.089999999999997726e+01,1.163309379179741256e+02,2.842932536592729420e+01
4.100000000000000000e+01,1.161733981397957365e+02,2.843437589892954875e+01
4.109999999999999432e+01,1.160623179309222337e+02,2.849827967075072266e+01
4.119999999999998863e+01,1.159612723138271235e+02,2.856303161361381626e+01
4.129999999999998295e+01,1.158470304258402876e+02,2.862709141061190365e+01
4.139999999999997726e+01,1.157276989482503637e+02,2.870632070147803816e+01
4.150000000000000000e+01,1.156235802279228011e+02,2.879491886806905754e+01
4.159999999999999432e+01,1.155203041105075101e+02,2.888797749942682813e+01
4.169999999999998863e+01,1.154210786158925970e+02,2.899128283010646001e+01
4.179999999999998295e+01,1.154058157167445131e+02,2.908601324649459841e+01
4.189999999999997726e+01,1.155361588649835483e+02,2.902306723295007629e+01
4.200000000000000000e+01,1.156877757648538960e+02,2.896879859853468631e+01
4.209999999999999432e+01,1.158195465787466674e+02,2.898797858956727325e+01
4.219999999999998863e+01,1.159705586495833671e+02,2.907540421944914399e+01
4.229999999999998295e+01,1.161172515254829136e+02,2.922702608126613910e+01
4.239999999999997726e+01,1.162187718435828714e+02,2.937226662977521841e+01
4.250000000000000000e+01,1.162728730200639973e+02,2.956310071204446288e+01
4.259999999999999432e+01,1.160096607232453465e+02,2.942849674020298423e+01
4.269999999999998863e+01,1.157104423772204171e+02,2.926344698506794728e+01
4.279999999999998295e+01,1.154031892202369391e+02,2.908286213230890027e+01
4.289999999999997726e+01,1.151045728189794346e+02,2.894881553486069237e+01
4.300000000000000000e+01,1.148752832794027512e+02,2.879304498169313931e+01
4.309999999999999432e+01,1.149387472003045758e+02,2.848758576356526007e+01
4.319999999999998863e+01,1.150308134582030135e+02,2.822406598723677362e+01
4.329999999999998295e+01,1.151228797161015791e+02,2.801276833658521070e+01
4.339999999999997726e+01,1.152023812014184472e+02,2.786587882508675662e+01
4.350000000000000000e+01,1.152906875549577848e+02,2.781742700589873252e+01
4.359999999999999432e+01,1.153770335837383811e+02,2.782819672828851409e+01
4.369999999999998863e+01,1.154581720545400145e+02,2.790794878198813578e+01
4.379999999999998295e+01,1.153190191355017049e+02,2.798383221956815348e+01
4.389999999999997726e+01,1.151259158461563601e+02,2.806693681825574771e+01
4.400000000000000000e+01,1.149328125568110437e+02,2.816800389923298198e+01
4.409999999999999432e+01,1.146633902380552996e+02,2.813447867136022040e+01
4.419999999999998863e+01,1.145034441292887522e+02,2.813481064830393308e+01
4.429999999999998295e+01,1.144005318934712250e+02,2.816095490401531265e+01
4.439999999999997726e+01,1.143673795616943778e+02,2.807247096630408834e+01
4.450000000000000000e+01,1.143833913340950659e+02,2.793099214778754202e+01
4.459999999999999432e+01,1.144088762359801308e+02,2.780959229369421593e+01
4.469999999999998863e+01,1.144349173142268654e+02,2.767916806086037695e+01
4.479999999999998295e+01,1.145202350869492278e+02,2.750542265453863067e+01
4.489999999999997726e+01,1.146387247825885822e+02,2.733906150311961980e+01
4.500000000000000000e+01,1.148314562251577229e+02,2.725423310959656220e+01
4.509999999999999432e+01,1.149833188767473899e+02,2.719158637120812472e+01
4.519999999999998863e+01,1.151262172350725734e+02,2.714681656273737431e+01
4.529999999999998295e+01,1.152878522469230376e+02,2.711401546783600125e+01
4.539999999999997726e+01,1.155260372219685507e+02,2.725970486343766552e+01
4.550000000000000000e+01,1.157623243872042451e+02,2.744553550438870104e+01
4.559999999999999432e+01,1.159911678884027992e+02,2.762461246786398661e+01
4.569999999999998863e+01,1.161895546162758421e+02,2.774996992332600954e+01
4.579999999999998295e+01,1.164817572425504011e+02,2.789870409158877251e+01
4.589999999999997726e+01,1.167801085832851555e+02,2.806258204100595677e+01
4.600000000000000000e+01,1.169113888038675668e+02,2.795870729818718914e+01
4.609999999999999432e+01,1.170070191997680524e+02,2.789111855582315869e+01
4.619999999999998863e+01,1.170202205463036478e+02,2.785727168458619474e+01
4.629999999999998295e+01,1.170335572902142616e+02,2.784991562601579318e+01
4.639999999999997726e+01,1.171087847820888328e+02,2.790383212275698810e+01
4.650000000000000000e+01,1.171416806952130685e+02,2.798196271176647087e+01
4.659999999999999432e+01,1.170076468668969909e+02,2.790811478854858407e+01
4.669999999999998863e+01,1.168705916465677177e+02,2.786080623944540235e+01
4.679999999999998295e+01,1.167583658709663723e+02,2.782075547801144566e+01
4.689999999999997726e+01,1.166252453381619034e+02,2.782870865483663891e+01
4.700000000000000000e+01,1.165170682081415094e+02,2.789471593608991640e+01
4.709999999999999432e+01,1.164041514510550428e+02,2.799957926928680152e+01
4.719999999999998863e+01,1.162360427714333468e+02,2.795995784620374636e+01
4.729999999999998295e+01,1.160675624184324448e+02,2.795020893820460728e+01
4.739999999999997726e+01,1.161494830871856720e+02,2.786981909407818137e+01
4.750000000000000000e+01,1.162849243518812443e+02,2.776843180830735491e+01
4.759999999999999432e+01,1.164211577563897322e+02,2.768590772665790567e+01
4.769999999999998863e+01,1.165518382202769914e+02,2.762376434270120029e+01
4.779999999999998295e+01,1.167774185799884634e+02,2.761439675719574183e+01
4.789999999999997726e+01,1.170083529346918851e+02,2.768413327795342127e+01
4.800000000000000000e+01,1.172911674412750216e+02,2.785159599771639805e+01
4.809999999999999432e+01,1.174942647619121061e+02,2.801998786168026001e+01
4.819999999999998863e+01,1.176631809903677066e+02,2.823385375252946972e+01
4.829999999999998295e+01,1.178262861888416211e+02,2.841968270831040044e+01
4.839999999999997726e+01,1.179903097735329283e+02,2.861542244977375304e+01
4.850000000000000000e+01,1.180787580731014401e+02,2.876644072482007886e+01
4.859999999999999432e+01,1.181541389078411726e+02,2.889789029190761127e+01
4.869999999999998863e+01,1.181406095177573974e+02,2.885832075470090530e+01
4.879999999999998295e+01,1.180784425366226884e+02,2.876576702984217349e+01
4.889999999999997726e+01,1.179735184558005443e+02,2.858298143166226168e+01
4.900000000000000000e+01,1.178646115834329180e+02,2.839387193209385885e+01
4.909999999999999432e+01,1.177311098841883279e+02,2.823676226545711998e+01
4.919999999999998863e+01,1.175837518699300404e+02,2.813158207023603197e+01
4.929999999999998295e+01,1.174192286942973880e+02,2.803849813390770151e+01
4.939999999999997726e+01,1.172548880824334532e+02,2.795869296530114312e+01
4.950000000000000000e+01,1.172140215114727511e+02,2.805171231730882653e+01
4.959999999999999432e+01,1.172243151556902632e+02,2.823178849256519740e+01
4.969999999999998863e+01,1.172680924953565125e+02,2.845294590706048865e+01
4.979999999999998295e+01,1.173122394322685125e+02,2.870116504836290972e+01
4.989999999999997726e+01,1.173604749637664639e+02,2.892036139675973061e+01
5.000000000000000000e+01,1.174146696807243302e+02,2.911287835879731745e+01
5.009999999999999432e+01,1.174695064395568380e+02,2.923097731343163019e+01
5.019999999999998863e+01,1.175334690151746599e+02,2.937325140214501573e+01
5.029999999999998295e+01,1.175760785327736500e+02,2.953376892907420626e+01
5.039999999999997726e+01,1.176301864005175446e+02,2.969170281885536866e+01
5.050000000000000000e+01,1.177095974960724050e+02,2.982769757824363666e+01
5.059999999999999432e+01,1.178127720816887347e+02,2.996150003875646206e+01
5.069999999999998863e+01,1.178972947948870882e+02,3.008126792955613382e+01
5.079999999999998295e+01,1.179638867502923887e+02,3.017208614283557466e+01
5.089999999999997726e+01,1.180534511483286764e+02,3.025384479760381495e+01
5.099999999999997158e+01,1.180544364527279697e+02,3.000870316437704233e+01
5.109999999999999432e+01,1.179779221978239576e+02,2.965974995372090817e+01
5.119999999999998863e+01,1.179103420967111902e+02,2.933687031281613145e+01
5.129999999999998295e+01,1.178353906762258987e+02,2.905634964782364094e+01
5.139999999999997726e+01,1.177519798648139187e+02,2.882396071621872835e+01
5.149999999999997158e+01,1.176413940422145572e+02,2.864081087411222626e+01
5.159999999999999432e+01,1.176424190364872970e+02,2.868524677550750823e+01
5.169999999999998863e+01,1.177059589258216334e+02,2.888263447118695737e+01
5.179999999999998295e+01,1.177752689761157256e+02,2.909616212114745437e+01
5.189999999999997726e+01,1.178541205048257581e+02,2.933122682848029683e+01
5.199999999999997158e+01,1.178859076835028077e+02,2.952331047267080777e+01
5.209999999999999432e+01,1.179150266124950122e+02,2.968931530542432284e+01
5.219999999999998863e+01,1.179691765543401942e+02,2.982896657561691711e+01
5.229999999999998295e+01,1.179701954375991448e+02,2.995217963120914817e+01
5.239999999999997726e+01,1.178658844769414458e+02,3.001974863013620265e+01
5.249999999999997158e+01,1.177325625690271096e+02,3.005342616037973613e+01
5.259999999999999432e+01,1.174503298538231064e+02,2.981301507552619867e+01
5.269999999999998863e+01,1.171134001083166396e+02,2.953504059875806931e+01
5.279999999999998295e+01,1.167692344875500225e+02,2.929378296736090093e+01
5.289999999999997726e+01,1.164540042054272959e+02,2.905378320014042259e+01
5.299999999999997158e+01,1.161736115903465389e+02,2.880919282695809613e+01
5.309999999999999432e+01,1.159248200646659939e+02,2.857549429227694660e+01
5.319999999999998863e+01,1.156943076333103306e+02,2.832193089928495411e+01
5.329999999999998295e+01,1.154731407492802191e+02,2.812601885761129950e+01
5.339999999999997726e+01,1.152421458964275445e+02,2.795663858441974270e+01
5.349999999999997158e+01,1.152521487432312171e+02,2.770728645069155149e+01
5.359999999999999432e+01,1.153131038570922726e+02,2.745519791339954097e+01
5.369999999999998863e+01,1.153901319639614229e+02,2.723665590936073144e+01
5.379999999999998295e+01,1.154941471829161515e+02,2.706960497391177967e+01
5.389999999999997726e+01,1.156112267116832442e+02,2.692291090910876150e+01
5.399999999999997158e+01,1.156976473759907549e+02,2.677214782260032777e+01
5.409999999999999432e+01,1.158922695321105039e+02,2.667034172988686080e+01
5.419999999999998863e+01,1.161435745798202817e+02,2.661251665470050654e+01
5.429999999999998295e+01,1.163602742197660120e+02,2.661205176274949480e+01
5.439999999999997726e+01,1.165570562627246005e+02,2.668413160512081461e+01
5.449999999999997158e+01,1.168311137468240588e+02,2.684591044533286919e+01
5.459999999999999432e+01,1.171536446763934975e+02,2.714527882684081206e+01
5.469999999999998863e+01,1.174669595461547829e+02,2.754496969558065089e+01
5.479999999999998295e+01,1.177499367680041189e+02,2.799894477576598817e+01
5.489999999999997726e+01,1.180019717020532823e+02,2.852990706627496564e+01
5.499999999999997158e+01,1.179584456163036066e+02,2.854883574548451364e+01
5.509999999999999432e+01,1.177418843489575551e+02,2.818588772794580422e+01
5.519999999999998863e+01,1.175248060721473848e+02,2.780762219933075485e+01
5.529999999999998295e+01,1.173264876373546883e+02,2.749099819727532790e+01
5.539999999999997726e+01,1.171363327184158578e+02,2.720646708032714756e+01
5.549999999999997158e+01,1.170163254452296400e+02,2.699362055730581389e+01
5.559999999999999432e+01,1.171726036457519626e+02,2.713103523315117371e+01
5.569999999999998863e+01,1.173081210141664741e+02,2.729576688396699780e+01
5.579999999999998295e+01,1.174969690774271811e+02,2.748631965168848978e+01
5.589999999999997726e+01,1.176816541102915039e+02,2.767993601149768068e+01
5.599999999999997158e+01,1.178807485993557265e+02,2.788259627000062935e+01
5.609999999999999432e+01,1.180709296053394155e+02,2.809374311609404984e+01
5.619999999999998863e+01,1.182282044596963289e+02,2.823731410414132270e+01
5.629999999999998295e+01,1.182044863505674073e+02,2.810768840439068583e+01
5.639999999999997726e+01,1.181456300426880262e+02,2.796830361160607481e+01
5.649999999999997158e+01,1.180790523719418701e+02,2.780002982524669974e+01
5.659999999999999432e+01,1.180072458490818974e+02,2.763425159491036354e+01
5.669999999999998863e+01,1.179512242211049085e+02,2.746534837879447721e+01
5.679999999999998295e+01,1.178767249494162286e+02,2.729738815448747147e+01
5.689999999999997726e+01,1.178063399708144914e+02,2.716620009231461808e+01
5.699999999999997158e+01,1.177863594225254218e+02,2.709755885151674093e+01
5.709999999999999432e+01,1.177878040935102320e+02,2.706055044479357008e+01
5.719999999999998863e+01,1.177609367332051278e+02,2.706960311834459532e+01
5.729999999999998295e+01,1.176854665768237567e+02,2.706536924443263104e+01
5.739999999999997726e+01,1.176532196194018667e+02,2.707306379779192085e+01
5.749999999999997158e+01,1.176705011584947158e+02,2.707650607912236751e+01
5.759999999999999432e+01,1.176878254745141561e+02,2.708080724558756458e+01
5.769999999999998863e+01,1.177192993512839934e+02,2.709283030322979968e+01
5.779999999999998295e+01,1.178333539863446902e+02,2.716876984386013305e+01
5.789999999999997726e+01,1.179855216242139875e+02,2.725603287427142263e+01
5.799999999999997158e+01,1.182713147319896478e+02,2.742996206959108818e+01
5.809999999999999432e+01,1.185458644453108832e+02,2.765978156636218444e+01
5.819999999999998863e+01,1.187410109003271543e+02,2.789278829508040047e+01
