Time (s),Mean SBP (mmHg),SD SBP (mmHg)
-4.120000000000000284e+01,1.187964721826784995e+02,1.969930794722858636e+01
-4.110000000000000853e+01,1.189209959256322122e+02,1.981477991832824159e+01
-4.100000000000000000e+01,1.189306773601538367e+02,1.979705441918678943e+01
-4.090000000000000568e+01,1.189319973197218587e+02,1.978697647514655245e+01
-4.080000000000001137e+01,1.189266503139132141e+02,1.978907736243944271e+01
-4.070000000000000284e+01,1.189160308617317270e+02,1.980516651233513059e+01
-4.060000000000000853e+01,1.189209168166418635e+02,1.981430296657637058e+01
-4.050000000000000000e+01,1.189377095038454826e+02,1.981521548954326661e+01
-4.040000000000000568e+01,1.186533054702629926e+02,1.975722183066578097e+01
-4.030000000000001137e+01,1.183022739600978639e+02,1.979561012319172875e+01
-4.020000000000000284e+01,1.179307213468502624e+02,1.993693318752627874e+01
-4.010000000000000853e+01,1.175543879241475480e+02,2.019588392077481487e+01
-4.000000000000000000e+01,1.171626428189852902e+02,2.052588704329116354e+01
-3.990000000000000568e+01,1.166967163774066165e+02,2.085985845844882292e+01
-3.980000000000001137e+01,1.162629984298614971e+02,2.131047441061530989e+01
-3.970000000000000284e+01,1.158179586249076323e+02,2.187671791562546275e+01
-3.960000000000000853e+01,1.155439275376779023e+02,2.206553691218375235e+01
-3.950000000000000000e+01,1.154164587480889423e+02,2.197525608642285988e+01
-3.940000000000000568e+01,1.153246439927908682e+02,2.188761161088551432e+01
-3.930000000000001137e+01,1.153242095373248191e+02,2.185052651911292898e+01
-3.920000000000000284e+01,1.153659486165459214e+02,2.185512567298891895e+01
-3.910000000000000853e+01,1.154018570121573646e+02,2.186161848964218635e+01
-3.900000000000000000e+01,1.154378023061482850e+02,2.188378143904731488e+01
-3.890000000000000568e+01,1.154782634685889633e+02,2.192564342926603871e+01
-3.880000000000001137e+01,1.154463571205299672e+02,2.202454651031763788e+01
-3.870000000000000284e+01,1.154427785004971128e+02,2.209449706052527773e+01
-3.860000000000000853e+01,1.153990182792812789e+02,2.212286664856272012e+01
-3.850000000000000000e+01,1.153575431497606161e+02,2.217608884763695443e+01
-3.840000000000000568e+01,1.153156714505111182e+02,2.224877674033421115e+01
-3.830000000000001137e+01,1.152965713530017098e+02,2.236807986366915557e+01
-3.820000000000000284e+01,1.153347981173435386e+02,2.251956973629937053e+01
-3.810000000000000853e+01,1.154499104819638973e+02,2.264335527604314535e+01
-3.800000000000000000e+01,1.155087223851578244e+02,2.267581162415938323e+01
-3.790000000000000568e+01,1.155435277074590061e+02,2.269674521353746499e+01
-3.780000000000001137e+01,1.156309344901971485e+02,2.268589797635924654e+01
-3.770000000000000284e+01,1.157080443547709194e+02,2.268540481118646213e+01
-3.760000000000000853e+01,1.157690476150974490e+02,2.268511663769278996e+01
-3.750000000000000000e+01,1.158241315566608733e+02,2.266990456972466461e+01
-3.740000000000000568e+01,1.158813537801304534e+02,2.264741819803617418e+01
-3.730000000000001137e+01,1.159313420863516200e+02,2.259596113680278151e+01
-3.720000000000000284e+01,1.159530448090858101e+02,2.254047591583379528e+01
-3.710000000000000853e+01,1.159588554426368034e+02,2.244972842997731277e+01
-3.700000000000000000e+01,1.159633819585582302e+02,2.236731974076026574e+01
-3.690000000000000568e+01,1.159594902918262420e+02,2.228424323011893549e+01
-3.680000000000001137e+01,1.159717082272519093e+02,2.217028234881860982e+01
-3.670000000000000284e+01,1.160122135567809494e+02,2.201501002462407186e+01
-3.660000000000000853e+01,1.160376354713324929e+02,2.186065028281745626e+01
-3.650000000000000000e+01,1.160765522091240740e+02,2.169459181828417726e+01
-3.640000000000000568e+01,1.161159321123825521e+02,2.153290396580915100e+01
-3.630000000000001137e+01,1.161266186979996320e+02,2.139616982736697892e+01
-3.620000000000000284e+01,1.161272417053593813e+02,2.127557215641922639e+01
-3.610000000000000853e+01,1.161640964397709723e+02,2.117009422107726380e+01
-3.600000000000000000e+01,1.162439282297096241e+02,2.107946838977991533e+01
-3.590000000000000568e+01,1.163169566448889753e+02,2.099508908089009296e+01
-3.580000000000001137e+01,1.163787909802815932e+02,2.091998771080869446e+01
-3.570000000000000284e+01,1.164469698992519540e+02,2.083402485547685856e+01
-3.560000000000000853e+01,1.164667657172279007e+02,2.079165846883314472e+01
-3.550000000000000000e+01,1.164687094349239800e+02,2.076062738354846715e+01
-3.540000000000000568e+01,1.163948992187926592e+02,2.090246898595770020e+01
-3.530000000000001137e+01,1.163312169186581855e+02,2.105441663229451521e+01
-3.520000000000000284e+01,1.162118430515486978e+02,2.122887233252855665e+01
-3.510000000000000853e+01,1.160763496197621123e+02,2.144777885693022057e+01
-3.500000000000000000e+01,1.158857468780577307e+02,2.167882616889909997e+01
-3.490000000000000568e+01,1.156945886292096048e+02,2.192534298347029065e+01
-3.480000000000001137e+01,1.154182471884178085e+02,2.200802400862435348e+01
-3.470000000000000284e+01,1.150952066277972250e+02,2.191494177522002218e+01
-3.460000000000000853e+01,1.148701591538658562e+02,2.167176662646050289e+01
-3.450000000000001421e+01,1.146816376822717416e+02,2.138250362103585545e+01
-3.440000000000000568e+01,1.145159694655973510e+02,2.114381825851898000e+01
-3.430000000000001137e+01,1.143389845313412536e+02,2.096012705397978237e+01
-3.420000000000000284e+01,1.141927480086344104e+02,2.085017683990894355e+01
-3.410000000000000853e+01,1.143371951190256510e+02,2.085974115927298911e+01
-3.400000000000001421e+01,1.144706312500110101e+02,2.087285999172406648e+01
-3.390000000000000568e+01,1.145793566412738187e+02,2.090367065567874860e+01
-3.380000000000001137e+01,1.146837110870912539e+02,2.095427103172485417e+01
-3.370000000000000284e+01,1.148165581827219910e+02,2.099943418342838797e+01
-3.360000000000000853e+01,1.149343955864762847e+02,2.104616733538192719e+01
-3.350000000000001421e+01,1.149068457834527379e+02,2.093041522266846854e+01
-3.340000000000000568e+01,1.148131472448777970e+02,2.087633716944325357e+01
-3.330000000000001137e+01,1.147219138220827119e+02,2.082689644301555987e+01
-3.320000000000000284e+01,1.146569552829983252e+02,2.080636466786469185e+01
-3.310000000000000853e+01,1.145893306213774281e+02,2.081398924638041947e+01
-3.300000000000001421e+01,1.145255334301574237e+02,2.084233311369102992e+01
-3.290000000000000568e+01,1.144949408301971374e+02,2.090792098085771755e+01
-3.280000000000001137e+01,1.145185361334216765e+02,2.106858328975753381e+01
-3.270000000000000284e+01,1.145170771639252649e+02,2.128040603960366184e+01
-3.260000000000000853e+01,1.145715603425360882e+02,2.141490701296471144e+01
-3.250000000000001421e+01,1.146950731776892667e+02,2.143974257720745769e+01
-3.240000000000000568e+01,1.147923235491575724e+02,2.146972563912108356e+01
-3.230000000000001137e+01,1.148549111761449666e+02,2.149265389409855587e+01
-3.220000000000000284e+01,1.149598252761440875e+02,2.143103048773923547e+01
-3.210000000000000853e+01,1.152066882538894390e+02,2.112394732971558042e+01
-3.200000000000001421e+01,1.152944988970402420e+02,2.067953972142507268e+01
-3.190000000000000568e+01,1.153726678163143333e+02,2.031624131802694322e+01
-3.180000000000001137e+01,1.154488184502620243e+02,2.003431875717601329e+01
-3.170000000000000284e+01,1.154958465869936788e+02,1.981373902253249852e+01
-3.160000000000000853e+01,1.155360318020953656e+02,1.964714395528224244e+01
-3.150000000000001421e+01,1.155349854750166543e+02,1.960655063771289974e+01
-3.140000000000000568e+01,1.156385906480934267e+02,1.957576370506689756e+01
-3.130000000000001137e+01,1.157238304428656193e+02,1.957341955039682091e+01
-3.120000000000000284e+01,1.157205828091492208e+02,1.952611428293167251e+01
-3.110000000000000853e+01,1.156921118985257095e+02,1.948558895757285825e+01
-3.100000000000001421e+01,1.156598712751639653e+02,1.944241672257329512e+01
-3.090000000000000568e+01,1.156510531837242581e+02,1.942131805125994859e+01
-3.080000000000001137e+01,1.157013623811512133e+02,1.948217265930984254e+01
-3.070000000000000284e+01,1.157616197113172802e+02,1.956068539277177720e+01
-3.060000000000000853e+01,1.158329660637127887e+02,1.966115558098016791e+01
-3.050000000000001421e+01,1.159225384200006204e+02,1.979284423995305886e+01
-3.040000000000000568e+01,1.159577832590901352e+02,1.983119125365375623e+01
-3.030000000000001137e+01,1.160387287891930441e+02,1.987060847504339378e+01
-3.020000000000000284e+01,1.160822493699033515e+02,1.982145105706182875e+01
-3.010000000000000853e+01,1.162014466882852162e+02,1.967296447886553779e+01
-3.000000000000001421e+01,1.163900126966011754e+02,1.953718402806497778e+01
-2.990000000000000568e+01,1.165864502399104055e+02,1.942198147579668444e+01
-2.980000000000001137e+01,1.167830645553278970e+02,1.933159242628179442e+01
-2.970000000000000284e+01,1.169683716096957227e+02,1.925790279274071537e+01
-2.960000000000000853e+01,1.171572328543092709e+02,1.921177101738586757e+01
-2.950000000000001421e+01,1.173599792369287371e+02,1.919648807676597002e+01
-2.940000000000000568e+01,1.175427379319526580e+02,1.917420624329119150e+01
-2.930000000000001137e+01,1.176180630308141843e+02,1.924636952380453181e+01
-2.920000000000000284e+01,1.176652988626451446e+02,1.932671145841245064e+01
-2.910000000000000853e+01,1.176252718844985026e+02,1.925082274169692909e+01
-2.900000000000001421e+01,1.175568135152176268e+02,1.920872310788784176e+01
-2.890000000000000568e+01,1.174619761639222446e+02,1.919185182288802949e+01
-2.880000000000001137e+01,1.173932191294888980e+02,1.920182432575549569e+01
-2.870000000000000284e+01,1.172929008683670418e+02,1.923182649613260509e+01
-2.860000000000000853e+01,1.171182326097253252e+02,1.925952920156857573e+01
-2.850000000000001421e+01,1.169135973375500157e+02,1.929481155572460338e+01
-2.840000000000000568e+01,1.167166542700671101e+02,1.934265268829742368e+01
-2.830000000000001137e+01,1.165153021752719411e+02,1.941529264906725416e+01
-2.820000000000000284e+01,1.164322798488315698e+02,1.962782332438881383e+01
-2.810000000000000853e+01,1.163827389643640657e+02,1.988757306272010439e+01
-2.800000000000001421e+01,1.163778354450931261e+02,2.000726166070527867e+01
-2.790000000000000568e+01,1.164069358628544961e+02,2.019210617095757598e+01
-2.780000000000001137e+01,1.164484047483251032e+02,2.040378053446769968e+01
-2.770000000000000284e+01,1.164945819023129872e+02,2.064447354112861888e+01
-2.760000000000000853e+01,1.165540709380065607e+02,2.089867746310074637e+01
-2.750000000000001421e+01,1.166394639738489616e+02,2.115764376546704284e+01
-2.740000000000000568e+01,1.166866389596147826e+02,2.140117656485303144e+01
-2.730000000000001137e+01,1.165176365426691518e+02,2.120584122766095803e+01
-2.720000000000000284e+01,1.163537053941719677e+02,2.101493667912734153e+01
-2.710000000000000853e+01,1.161752196449160124e+02,2.083563554721493460e+01
-2.700000000000001421e+01,1.159458492983372082e+02,2.066804123672909910e+01
-2.690000000000000568e+01,1.157144590557743982e+02,2.048715125579181873e+01
-2.680000000000001137e+01,1.154673443285407899e+02,2.028951790944586975e+01
-2.670000000000000284e+01,1.152309798803752017e+02,2.013399187526554002e+01
-2.660000000000000853e+01,1.150093113123066786e+02,2.002996723636922383e+01
-2.650000000000001421e+01,1.148682577087307521e+02,1.995583241217648762e+01
-2.640000000000000568e+01,1.147600829544775962e+02,1.990488937504462896e+01
-2.630000000000001137e+01,1.146558463997655934e+02,1.987185777638732631e+01
-2.620000000000000284e+01,1.145664430160744445e+02,1.984215484867143431e+01
-2.610000000000000853e+01,1.145164467981287402e+02,1.982690251087295863e+01
-2.600000000000001421e+01,1.145206932335973420e+02,1.982682986656448776e+01
-2.590000000000000568e+01,1.145848791246650507e+02,1.984388302267508308e+01
-2.580000000000001137e+01,1.147211688140808405e+02,1.995396669192148309e+01
-2.570000000000000284e+01,1.148303861422824497e+02,2.006847395801358047e+01
-2.560000000000000853e+01,1.149111414171297412e+02,2.019125796106504467e+01
-2.550000000000001421e+01,1.150278114581449103e+02,2.022706220799885202e+01
-2.540000000000000568e+01,1.151561786544139068e+02,2.025283585890984028e+01
-2.530000000000001137e+01,1.153193808303318235e+02,2.029122492186967008e+01
-2.520000000000000284e+01,1.154764655191165019e+02,2.034089894104090845e+01
-2.510000000000000853e+01,1.156019385169971088e+02,2.040021935858050384e+01
-2.500000000000001421e+01,1.156633836199279699e+02,2.039998562025075657e+01
-2.490000000000000568e+01,1.156505254946495853e+02,2.030904313659024751e+01
-2.480000000000001137e+01,1.156376213912902102e+02,2.022366256350322544e+01
-2.470000000000000284e+01,1.156193588626286299e+02,2.015162879924614359e+01
-2.460000000000000853e+01,1.156091878820877241e+02,2.008453694615674934e+01
-2.450000000000001421e+01,1.156267197098300556e+02,2.000490888416834068e+01
-2.440000000000000568e+01,1.156207064602207737e+02,1.993237339338618952e+01
-2.430000000000001137e+01,1.155981598315495233e+02,1.988130859585832866e+01
-2.420000000000000284e+01,1.155686506844652399e+02,1.985451334337926355e+01
-2.410000000000000853e+01,1.155893129756232156e+02,1.985794191881044313e+01
-2.400000000000001421e+01,1.156953898144066528e+02,1.991542904729730523e+01
-2.390000000000000568e+01,1.157947549246724179e+02,1.998423912000190228e+01
-2.380000000000001137e+01,1.158837886384524296e+02,2.005571531756452330e+01
-2.370000000000000284e+01,1.159657136129703190e+02,2.013607377319163660e+01
-2.360000000000000853e+01,1.160349588971252501e+02,2.021668047217157849e+01
-2.350000000000001421e+01,1.161178437746260954e+02,2.031423721360902945e+01
-2.340000000000000568e+01,1.161948875104985319e+02,2.040048400316057098e+01
-2.330000000000001137e+01,1.162878128361355010e+02,2.037526410132408827e+01
-2.320000000000000284e+01,1.162830612162698856e+02,2.018466934751563358e+01
-2.310000000000000853e+01,1.162682174715488657e+02,1.999015466436667765e+01
-2.300000000000001421e+01,1.162251550098879278e+02,1.978853924715944146e+01
-2.290000000000000568e+01,1.161625293130660168e+02,1.961855282524627597e+01
-2.280000000000001137e+01,1.160875000743838257e+02,1.947037980799519730e+01
-2.270000000000000284e+01,1.159966242698203303e+02,1.934292383047327846e+01
-2.260000000000000853e+01,1.160039643325548440e+02,1.930718707985894156e+01
-2.250000000000001421e+01,1.160304368565923880e+02,1.930562379568623399e+01
-2.240000000000000568e+01,1.160613221973544427e+02,1.931182812701396756e+01
-2.230000000000001137e+01,1.160600624658273290e+02,1.932290875294417631e+01
-2.220000000000000284e+01,1.160603893994355360e+02,1.933644152078170819e+01
-2.210000000000000853e+01,1.160465561909921206e+02,1.937490269195743409e+01
-2.200000000000001421e+01,1.159765734922563496e+02,1.935780529263287875e+01
-2.190000000000000568e+01,1.158127580089306576e+02,1.929839766294326608e+01
-2.180000000000001137e+01,1.155968032986617260e+02,1.929655921682089570e+01
-2.170000000000000284e+01,1.153880068418923344e+02,1.933403670575368594e+01
-2.160000000000000853e+01,1.151925158829679674e+02,1.940683014344521595e+01
-2.150000000000001421e+01,1.150345061457906297e+02,1.952674181010068111e+01
-2.140000000000000568e+01,1.150381613222170358e+02,1.975383825100982804e+01
-2.130000000000001137e+01,1.152874601063767130e+02,1.970886460947638241e+01
-2.120000000000000284e+01,1.155539606076059869e+02,1.968381061099544738e+01
-2.110000000000000853e+01,1.158166501813937970e+02,1.969114476602049990e+01
-2.100000000000001421e+01,1.160586496274670480e+02,1.975799781112382192e+01
-2.090000000000000568e+01,1.162501257987342598e+02,1.982151130584784937e+01
-2.080000000000001137e+01,1.163236333373618692e+02,1.976867518723646100e+01
-2.070000000000000284e+01,1.162746158617875523e+02,1.975421437634237520e+01
-2.060000000000000853e+01,1.162195943706728514e+02,1.975374059756805067e+01
-2.050000000000001421e+01,1.161646317181157286e+02,1.975310528098798457e+01
-2.040000000000000568e+01,1.161403331086642368e+02,1.973932127629277389e+01
-2.030000000000001137e+01,1.161568485578572734e+02,1.972575862285688331e+01
-2.020000000000000284e+01,1.161695986434908008e+02,1.969859947892209107e+01
-2.010000000000000853e+01,1.161926885099505284e+02,1.967753628993471793e+01
-2.000000000000001421e+01,1.162270279329085980e+02,1.959295627063927370e+01
-1.990000000000000568e+01,1.162712336545054228e+02,1.951300919065856831e+01
-1.980000000000001137e+01,1.161863428390950048e+02,1.948050912771701348e+01
-1.970000000000000284e+01,1.161164520250029284e+02,1.945835864552702077e+01
-1.960000000000000853e+01,1.160314330888339214e+02,1.948876329763713144e+01
-1.950000000000001421e+01,1.159278627084066358e+02,1.954938940525502034e+01
-1.940000000000000568e+01,1.158247289251918914e+02,1.964199883398303115e+01
-1.930000000000001137e+01,1.158599284175479340e+02,1.959358219608550300e+01
-1.920000000000000284e+01,1.158907400168930621e+02,1.954066348941319120e+01
-1.910000000000000853e+01,1.159206046129546337e+02,1.950524121907427499e+01
-1.900000000000001421e+01,1.159040951145479141e+02,1.947998766483454247e+01
-1.890000000000000568e+01,1.158147264650531696e+02,1.941060327536704833e+01
-1.880000000000001137e+01,1.157703423614414078e+02,1.933564513554957287e+01
-1.870000000000000284e+01,1.159088104032262692e+02,1.930073428237515998e+01
-1.860000000000000853e+01,1.160474191804404569e+02,1.929758617349062888e+01
-1.850000000000001421e+01,1.161919333575877147e+02,1.931701760631125353e+01
-1.840000000000000568e+01,1.163636825573332345e+02,1.937894276196691479e+01
-1.830000000000001137e+01,1.165428324334607169e+02,1.948531274648221512e+01
-1.820000000000000284e+01,1.166849429743567441e+02,1.961179847610397431e+01
-1.810000000000000853e+01,1.166840610022916138e+02,1.952485584479879321e+01
-1.800000000000001421e+01,1.167174748000634992e+02,1.943457583371078812e+01
-1.790000000000000568e+01,1.167510624367861993e+02,1.935972225283128978e+01
-1.780000000000001137e+01,1.167511357079734466e+02,1.927748910353258083e+01
-1.770000000000000284e+01,1.167488127976941001e+02,1.918161346784840759e+01
-1.760000000000000853e+01,1.167877317941937036e+02,1.903996647976613588e+01
-1.750000000000001421e+01,1.168311283696079101e+02,1.890417615393062789e+01
-1.740000000000000568e+01,1.168849990469407771e+02,1.875722617283799920e+01
-1.730000000000001137e+01,1.169648345602659134e+02,1.865824732988108892e+01
-1.720000000000000284e+01,1.170430253239503315e+02,1.857589614276513856e+01
-1.710000000000000853e+01,1.171270764889902409e+02,1.849646477848931170e+01
-1.700000000000001421e+01,1.172116829826159972e+02,1.842116323075111950e+01
-1.690000000000000568e+01,1.173051017738765012e+02,1.835697890282549238e+01
-1.680000000000001137e+01,1.173891479510085816e+02,1.830336578292645555e+01
-1.670000000000000284e+01,1.174440298683915813e+02,1.825996700625767488e+01
-1.660000000000000853e+01,1.175239363977306652e+02,1.818986254223132093e+01
-1.650000000000001421e+01,1.175968410673472988e+02,1.808627225325495758e+01
-1.640000000000000568e+01,1.176689761099030562e+02,1.798699790073028737e+01
-1.630000000000001137e+01,1.177451855787550983e+02,1.789560387786327311e+01
-1.620000000000000284e+01,1.178131637763754327e+02,1.779603567985149937e+01
-1.610000000000000853e+01,1.178742126798049696e+02,1.769646885675358305e+01
-1.600000000000001421e+01,1.179400195106424150e+02,1.761189812473674721e+01
-1.590000000000000568e+01,1.180309223428543675e+02,1.754040078993615737e+01
-1.580000000000001137e+01,1.180890172996480629e+02,1.747338446727679440e+01
-1.570000000000000284e+01,1.181466698203755925e+02,1.741323368974503794e+01
-1.560000000000000853e+01,1.182027428932270396e+02,1.736207251281009789e+01
-1.550000000000001421e+01,1.182463630378428974e+02,1.733272865349098169e+01
-1.540000000000000568e+01,1.182756751085844371e+02,1.731265393568587996e+01
-1.530000000000001137e+01,1.182706813245744684e+02,1.728159143668956688e+01
-1.520000000000000284e+01,1.182815582353361492e+02,1.727067978662072889e+01
-1.510000000000000853e+01,1.183011263139658809e+02,1.726645027845736280e+01
-1.500000000000001421e+01,1.183250412080099778e+02,1.728536782529753779e+01
-1.490000000000000568e+01,1.183325129184342899e+02,1.729213957907069954e+01
-1.480000000000001137e+01,1.183657963374433990e+02,1.732230354593701449e+01
-1.470000000000000284e+01,1.184589834346969326e+02,1.740082690527782106e+01
-1.460000000000000853e+01,1.185537458080230806e+02,1.749789096586422232e+01
-1.450000000000001421e+01,1.186554067913598516e+02,1.761937250008887546e+01
-1.440000000000000568e+01,1.187443321687842399e+02,1.773752787765255334e+01
-1.430000000000001137e+01,1.188260758962961603e+02,1.782616718974049874e+01
-1.420000000000000284e+01,1.188908605537465917e+02,1.792002750643220566e+01
-1.410000000000000853e+01,1.189524827386176611e+02,1.803292861651822676e+01
-1.400000000000001421e+01,1.190284832158733508e+02,1.817258726722678119e+01
-1.390000000000000568e+01,1.191515599140670929e+02,1.832377687302740910e+01
-1.380000000000001137e+01,1.192230647626306705e+02,1.841139185812934187e+01
-1.370000000000000284e+01,1.191065240380082599e+02,1.822073656550880116e+01
-1.360000000000000853e+01,1.189944519768823596e+02,1.807393399818549895e+01
-1.350000000000001421e+01,1.188903086215093481e+02,1.796900487343411257e+01
-1.340000000000000568e+01,1.187953617233038557e+02,1.791032246495129243e+01
-1.330000000000001137e+01,1.187011067918885914e+02,1.789810488172712866e+01
-1.320000000000000284e+01,1.186425999743255488e+02,1.787874637278764212e+01
-1.310000000000000853e+01,1.186097045603235074e+02,1.790361664076748482e+01
-1.300000000000001421e+01,1.186814382537933596e+02,1.797251775718046574e+01
-1.290000000000000568e+01,1.187547642797182590e+02,1.794712670656870657e+01
-1.280000000000001137e+01,1.188407828079127881e+02,1.792278346004248490e+01
-1.270000000000000284e+01,1.189147269081372684e+02,1.791562858880925546e+01
-1.260000000000000853e+01,1.189996692328184196e+02,1.794771825516834340e+01
-1.250000000000001421e+01,1.191515967924474637e+02,1.800034998381716989e+01
-1.240000000000000568e+01,1.193121675788515574e+02,1.802559536002059204e+01
-1.230000000000001137e+01,1.192500043155844907e+02,1.809480685292585278e+01
-1.220000000000000284e+01,1.191960155145105063e+02,1.826939319555291164e+01
-1.210000000000000853e+01,1.191182875669867798e+02,1.855587749112506302e+01
-1.200000000000001421e+01,1.190252853514766258e+02,1.894918952773090481e+01
-1.190000000000000568e+01,1.188999375005036825e+02,1.942869327188584450e+01
-1.180000000000001137e+01,1.190105707745703825e+02,1.949772168312597032e+01
-1.170000000000000284e+01,1.191758251207703125e+02,1.949983622368781511e+01
-1.160000000000000853e+01,1.193419202338327381e+02,1.953299635408303914e+01
-1.150000000000001421e+01,1.195178311467581977e+02,1.959766561470091872e+01
-1.140000000000000568e+01,1.195505060972548108e+02,1.946946872781261462e+01
-1.130000000000001137e+01,1.195301877263613903e+02,1.931150702406244690e+01
-1.120000000000000284e+01,1.195039604408504061e+02,1.919587011082651173e+01
-1.110000000000000853e+01,1.194714615283549080e+02,1.909140198525667032e+01
-1.100000000000001421e+01,1.194519491485260403e+02,1.901536606157395326e+01
-1.090000000000000568e+01,1.194600459319373300e+02,1.896748589453583378e+01
-1.080000000000001137e+01,1.194979056891027085e+02,1.909407583281732457e+01
-1.070000000000000284e+01,1.195263073844964907e+02,1.925363522032786179e+01
-1.060000000000000853e+01,1.195362919467908824e+02,1.940548712691901656e+01
-1.050000000000001421e+01,1.195622061955011759e+02,1.953450236699597298e+01
-1.040000000000000568e+01,1.195739509754919538e+02,1.966915952679485713e+01
-1.030000000000001137e+01,1.195940949368244048e+02,1.978500589203566662e+01
-1.020000000000000284e+01,1.196318289124949246e+02,1.992211695079667422e+01
-1.010000000000000853e+01,1.196873824309206071e+02,2.006957790342826797e+01
-1.000000000000001421e+01,1.197445387619633976e+02,2.021942207033768213e+01
-9.900000000000005684e+00,1.198079932808881551e+02,2.034160281188571062e+01
-9.800000000000011369e+00,1.198645587995536914e+02,2.039480017504683929e+01
-9.700000000000002842e+00,1.199284624280805218e+02,2.044991590599119036e+01
-9.600000000000008527e+00,1.199951143271936473e+02,2.050371890088861804e+01
-9.500000000000014211e+00,1.200686718460862750e+02,2.055123131433007089e+01
-9.400000000000005684e+00,1.201446360286903712e+02,2.060171881155124041e+01
-9.300000000000011369e+00,1.202182674345987721e+02,2.064641821621619755e+01
-9.200000000000002842e+00,1.202863109728377111e+02,2.069391703138404992e+01
-9.100000000000008527e+00,1.203042417733919649e+02,2.066757703068396168e+01
-9.000000000000014211e+00,1.203073389687923225e+02,2.062333928213574552e+01
-8.900000000000005684e+00,1.203436370120875694e+02,2.058842247141424409e+01
-8.800000000000011369e+00,1.203598181411227301e+02,2.055900117287540141e+01
-8.700000000000002842e+00,1.203507406194742941e+02,2.055575723481656425e+01
-8.600000000000008527e+00,1.203429053149791486e+02,2.056013486381844757e+01
-8.500000000000014211e+00,1.203186061519430297e+02,2.057735714311564124e+01
-8.400000000000005684e+00,1.202891372114605417e+02,2.060469520437536062e+01
-8.300000000000011369e+00,1.202504834097791075e+02,2.064922953641997339e+01
-8.200000000000002842e+00,1.202014132057705069e+02,2.069645552966107260e+01
-8.100000000000008527e+00,1.201372278679647820e+02,2.074580821903502681e+01
-8.000000000000014211e+00,1.200681974898650566e+02,2.081934387602231595e+01
-7.900000000000005684e+00,1.199939923365027425e+02,2.091419304994544248e+01
-7.800000000000011369e+00,1.199227005740787178e+02,2.098742520881070206e+01
-7.700000000000002842e+00,1.197342908987902632e+02,2.077373129855348921e+01
-7.600000000000008527e+00,1.195514238539404346e+02,2.057658193448868289e+01
-7.500000000000014211e+00,1.193925148707564290e+02,2.038297809196602728e+01
-7.400000000000005684e+00,1.192853816913861635e+02,2.015352707288889533e+01
-7.300000000000011369e+00,1.191639109147372722e+02,1.990636534182489825e+01
-7.200000000000002842e+00,1.190170846795893453e+02,1.966670273160114490e+01
-7.100000000000008527e+00,1.188607014779799158e+02,1.945961565754832634e+01
-7.000000000000014211e+00,1.187704261898340121e+02,1.936955565553630976e+01
-6.900000000000005684e+00,1.186793724991575374e+02,1.926503875785044073e+01
-6.800000000000011369e+00,1.185885222930508291e+02,1.912815607406700380e+01
-6.700000000000002842e+00,1.184881747520290531e+02,1.898954200182733842e+01
-6.600000000000008527e+00,1.183750235088774332e+02,1.885626294717572549e+01
-6.500000000000014211e+00,1.183560938708430115e+02,1.874209451458051490e+01
-6.400000000000005684e+00,1.184104342025658951e+02,1.866640628202797814e+01
-6.300000000000011369e+00,1.184554093674987030e+02,1.860693852088455102e+01
-6.200000000000002842e+00,1.185000235586725950e+02,1.855788900095156890e+01
-6.100000000000008527e+00,1.185467985773775013e+02,1.851938835997086485e+01
-6.000000000000014211e+00,1.185672986462143683e+02,1.849621151912901951e+01
-5.900000000000005684e+00,1.185836608524505209e+02,1.849400080199883334e+01
-5.800000000000011369e+00,1.185674281476948266e+02,1.850500369068011963e+01
-5.700000000000002842e+00,1.185736507266282018e+02,1.853783240145214606e+01
-5.600000000000008527e+00,1.185951143091756705e+02,1.860999950278467807e+01
-5.500000000000014211e+00,1.186352832202298515e+02,1.869278523862473662e+01
-5.400000000000005684e+00,1.186433519232661382e+02,1.878959715185577650e+01
-5.300000000000011369e+00,1.186371931943188400e+02,1.890042733804859765e+01
-5.200000000000002842e+00,1.186508761953837308e+02,1.905146817422680172e+01
-5.100000000000008527e+00,1.187369631932577363e+02,1.922361373449517075e+01
-5.000000000000014211e+00,1.188196482031256522e+02,1.941046247806179181e+01
-4.900000000000005684e+00,1.188430254602811686e+02,1.950395733654924868e+01
-4.800000000000011369e+00,1.188493007069608609e+02,1.956741007273635802e+01
-4.700000000000002842e+00,1.188252668010396604e+02,1.961678018848176563e+01
-4.600000000000008527e+00,1.188154749350209443e+02,1.965218961058884517e+01
-4.500000000000014211e+00,1.187983168256174764e+02,1.970175537447206437e+01
-4.400000000000005684e+00,1.188049715510619393e+02,1.977369208951767021e+01
-4.300000000000011369e+00,1.188504551740131632e+02,1.986439006037883104e+01
-4.200000000000002842e+00,1.188870574617251492e+02,1.996498332649888141e+01
-4.100000000000008527e+00,1.189314290593590471e+02,2.008571013311442854e+01
-4.000000000000014211e+00,1.190356603883168845e+02,2.025087363227422443e+01
-3.900000000000005684e+00,1.191252408305072095e+02,2.038430037310977028e+01
-3.800000000000011369e+00,1.192311190289245104e+02,2.051874349725274982e+01
-3.700000000000002842e+00,1.193509182999966356e+02,2.066744762007755654e+01
-3.600000000000008527e+00,1.194697356245669795e+02,2.084640078602200930e+01
