Time (s),Mean DBP Fallers (mmHg),SD DBP Fallers (mmHg),Mean DBP Non-Fallers (mmHg),SD DBP Non-Fallers (mmHg)
2.100000000000000000e+01,6.211944637219174581e+01,1.165741943090542954e+01,7.126005741114698822e+01,1.316502181500936608e+01
2.109999999999999432e+01,6.222786420608234437e+01,1.169377229500718052e+01,7.129527662162654167e+01,1.314473655707788602e+01
2.119999999999998863e+01,6.231609456252736834e+01,1.174214317007852948e+01,7.134678115487001548e+01,1.313870547059238802e+01
2.129999999999998295e+01,6.241019616672541304e+01,1.178379827381496625e+01,7.139942716277636237e+01,1.309278435876340829e+01
2.139999999999997726e+01,6.250727528835916047e+01,1.183047433692021144e+01,7.147677201708329164e+01,1.302667864940683629e+01
2.150000000000000000e+01,6.256898713428348913e+01,1.186561091164961823e+01,7.154775307959300790e+01,1.294275707629892658e+01
2.159999999999999432e+01,6.259256484840598489e+01,1.189470760324358523e+01,7.160999837524700240e+01,1.285982417905506203e+01
2.169999999999998863e+01,6.260891078328205595e+01,1.192112213667641996e+01,7.164647530297348510e+01,1.281249911841341671e+01
2.179999999999998295e+01,6.262393498526877522e+01,1.194933495612050578e+01,7.170266408779291112e+01,1.278903390067711854e+01
2.189999999999997726e+01,6.264891624705970230e+01,1.197142137465643685e+01,7.174393353094855286e+01,1.274618438691688205e+01
2.200000000000000000e+01,6.268430108021343017e+01,1.198729000719782967e+01,7.181854373464574337e+01,1.272303630704759492e+01
2.209999999999999432e+01,6.271861892142634787e+01,1.200104926521814974e+01,7.193440415873094196e+01,1.270796316413763449e+01
2.219999999999998863e+01,6.273578968080578022e+01,1.200017600375489479e+01,7.197450289911475352e+01,1.267933024723922131e+01
2.229999999999998295e+01,6.275986394912481359e+01,1.199877559140728600e+01,7.200960748294765779e+01,1.267441315565959492e+01
2.239999999999997726e+01,6.279818695574977028e+01,1.198456617685116754e+01,7.206817764843020768e+01,1.268735179660950685e+01
2.250000000000000000e+01,6.284851346674354033e+01,1.197452689035259965e+01,7.215704942880508099e+01,1.276175706849697100e+01
2.259999999999999432e+01,6.291246475827244211e+01,1.198345977022839826e+01,7.223503811076382419e+01,1.282882341174209984e+01
2.269999999999998863e+01,6.298610464014128496e+01,1.198102158134028628e+01,7.230384033157419310e+01,1.289417418815889071e+01
2.279999999999998295e+01,6.304628888507716766e+01,1.197869342871022624e+01,7.235181093153491361e+01,1.297881571494759356e+01
2.289999999999997726e+01,6.308886043490969087e+01,1.198355511507150695e+01,7.239623214285643371e+01,1.308427426070910293e+01
2.300000000000000000e+01,6.313400080764284183e+01,1.198703141443022524e+01,7.239659324315475430e+01,1.312687036553879771e+01
2.309999999999999432e+01,6.319599164507093292e+01,1.197282081225647588e+01,7.227859171714759157e+01,1.302814169184657977e+01
2.319999999999998863e+01,6.323913839404512771e+01,1.197212771068047843e+01,7.216950804826613819e+01,1.290706014070494589e+01
2.329999999999998295e+01,6.326264649486072500e+01,1.199817021291137564e+01,7.209886747711898636e+01,1.278615832410558006e+01
2.339999999999997726e+01,6.326099384535188364e+01,1.206939657373436603e+01,7.206362722557756229e+01,1.262279816456682724e+01
2.350000000000000000e+01,6.324704367894006651e+01,1.215896265841812607e+01,7.203511619557774281e+01,1.246848706355796210e+01
2.359999999999999432e+01,6.323579310001760945e+01,1.225485555202651433e+01,7.208686944108080752e+01,1.238112160978653442e+01
2.369999999999998863e+01,6.320551857628996828e+01,1.236695367228119302e+01,7.212553304905868856e+01,1.229590120297008760e+01
2.379999999999998295e+01,6.315117083834071821e+01,1.249694982313004843e+01,7.216425413525199417e+01,1.224589492392674828e+01
2.389999999999997726e+01,6.307276355048249883e+01,1.262065824924563273e+01,7.224799491857474720e+01,1.226942718578657399e+01
2.400000000000000000e+01,6.299322469469728958e+01,1.275422102610086306e+01,7.232802020077679117e+01,1.230517710020455802e+01
2.409999999999999432e+01,6.295480150719007639e+01,1.286075088379743114e+01,7.238487578186402516e+01,1.233972272439700291e+01
2.419999999999998863e+01,6.292290925273977109e+01,1.296912702468406486e+01,7.237703023274787029e+01,1.241991132755409666e+01
2.429999999999998295e+01,6.287297639110595782e+01,1.306696197907225354e+01,7.236079608319133172e+01,1.252079081832513197e+01
2.439999999999997726e+01,6.280825769688999571e+01,1.315005767408166903e+01,7.229115833013221959e+01,1.256181718105763423e+01
2.450000000000000000e+01,6.269209544136003132e+01,1.316861267469638008e+01,7.221194192183941141e+01,1.258619532909341032e+01
2.459999999999999432e+01,6.256674305032848338e+01,1.314438491542219367e+01,7.214283131294014595e+01,1.259307824906028550e+01
2.469999999999998863e+01,6.244935188552019412e+01,1.311818901128081727e+01,7.209728730106938599e+01,1.261368066951439992e+01
2.479999999999998295e+01,6.238740308091782083e+01,1.300566236145479770e+01,7.204938429838051661e+01,1.261599833013072569e+01
2.489999999999997726e+01,6.236847257344429352e+01,1.286125803038242132e+01,7.199764293547785599e+01,1.262624850148769085e+01
2.500000000000000000e+01,6.234695564082047525e+01,1.273201544117955386e+01,7.197039301605745720e+01,1.261949948460652315e+01
2.509999999999999432e+01,6.230791563397094279e+01,1.259651513004469336e+01,7.197665850528471765e+01,1.265217349818883186e+01
2.519999999999998863e+01,6.224038002267731429e+01,1.244919859791460759e+01,7.195385788685088357e+01,1.261174327590764577e+01
2.529999999999998295e+01,6.217246544027217681e+01,1.231643672155966307e+01,7.191267245169015609e+01,1.257862608943816340e+01
2.539999999999997726e+01,6.207034073750453018e+01,1.223284688420998556e+01,7.187698214193582658e+01,1.258435750276327703e+01
2.550000000000000000e+01,6.189275870001134194e+01,1.223200469871284390e+01,7.184120487299853153e+01,1.259882740926972566e+01
2.559999999999999432e+01,6.173195450852522015e+01,1.224510341040726935e+01,7.180856121050055663e+01,1.264195875388895907e+01
2.569999999999998863e+01,6.157362613241540572e+01,1.226641311068467033e+01,7.176492282803965850e+01,1.265309529638636121e+01
2.579999999999998295e+01,6.143823309214353401e+01,1.231516160696478046e+01,7.171513009275358286e+01,1.263375947148010958e+01
2.589999999999997726e+01,6.130242463310488432e+01,1.237944299280942495e+01,7.175326851476171441e+01,1.265167305079662086e+01
2.600000000000000000e+01,6.116338284581443929e+01,1.247225790729618566e+01,7.177538130915445436e+01,1.268733287873518734e+01
2.609999999999999432e+01,6.105083006908230914e+01,1.257541255003023295e+01,7.176640882978267655e+01,1.269389192688209711e+01
2.619999999999998863e+01,6.092574275177877041e+01,1.266498485719379197e+01,7.175861069458551356e+01,1.268190888251130133e+01
2.629999999999998295e+01,6.081809527716042396e+01,1.274022530546443654e+01,7.176001770274740466e+01,1.269293156933069966e+01
2.639999999999997726e+01,6.079948015520223237e+01,1.283444159886428082e+01,7.174913771161413933e+01,1.268373318962614249e+01
2.650000000000000000e+01,6.085842201767350446e+01,1.290412679534966855e+01,7.168258621873182790e+01,1.261159309880229884e+01
2.659999999999999432e+01,6.092907891854815716e+01,1.293289515329994366e+01,7.162451580991064759e+01,1.258190636257929462e+01
2.669999999999998863e+01,6.098393648551007828e+01,1.295317251910563350e+01,7.156488944260075868e+01,1.255676424511809586e+01
2.679999999999998295e+01,6.104250733239306470e+01,1.297627932761982450e+01,7.147505863039407359e+01,1.250378998673413200e+01
2.689999999999997726e+01,6.108347696799228288e+01,1.299516904879174817e+01,7.139652962848245465e+01,1.245060353242584128e+01
2.700000000000000000e+01,6.113655489513067209e+01,1.300773013603446060e+01,7.130465873900389795e+01,1.242005757703146074e+01
2.709999999999999432e+01,6.119882943224192218e+01,1.302317583583626970e+01,7.121724324928473493e+01,1.241648852646185297e+01
2.719999999999998863e+01,6.125383317479698775e+01,1.305252635051139265e+01,7.109092406615366144e+01,1.237173831261618240e+01
2.729999999999998295e+01,6.127653418656580442e+01,1.304675619942932308e+01,7.094464716974246699e+01,1.229377202005826852e+01
2.739999999999997726e+01,6.127026392038295910e+01,1.301321261515998806e+01,7.080398119434102000e+01,1.220847319458435898e+01
2.750000000000000000e+01,6.124347411189600621e+01,1.295195779402488334e+01,7.068769207036429236e+01,1.214540212674125641e+01
2.759999999999999432e+01,6.126036249241356302e+01,1.290370671957884774e+01,7.057901116511091288e+01,1.209730581219949386e+01
2.769999999999998863e+01,6.126535127387288071e+01,1.285710403692500314e+01,7.048571762033554933e+01,1.206902474808642189e+01
2.779999999999998295e+01,6.125495742802534238e+01,1.282526437369508088e+01,7.038979744880948886e+01,1.202891619867619433e+01
2.789999999999997726e+01,6.124442663834612688e+01,1.280009566265459675e+01,7.034319385566089977e+01,1.200954974034578271e+01
2.800000000000000000e+01,6.123809375366175800e+01,1.278004092707280570e+01,7.027238247582107533e+01,1.195356701725809145e+01
2.809999999999999432e+01,6.123415353921907212e+01,1.275585803340105251e+01,7.016051176158326541e+01,1.186529029451338957e+01
2.819999999999998863e+01,6.123657507216702811e+01,1.273359054161744197e+01,7.006040087906301039e+01,1.180868668749021566e+01
2.829999999999998295e+01,6.123169916683606573e+01,1.273714158398624363e+01,7.003387087068117012e+01,1.181474547121376339e+01
2.839999999999997726e+01,6.124412368846957833e+01,1.277109435774143620e+01,7.002981412522449034e+01,1.183238860203340437e+01
2.850000000000000000e+01,6.128323115703567936e+01,1.281956541299514996e+01,7.004397999205671965e+01,1.184724429333489581e+01
2.859999999999999432e+01,6.132693717105230746e+01,1.287808874073290255e+01,7.004625665026088654e+01,1.189363753937032442e+01
2.869999999999998863e+01,6.137183225658203867e+01,1.294665546726054117e+01,7.002469517325060622e+01,1.195815078454195657e+01
2.879999999999998295e+01,6.141535826895884753e+01,1.302103710988655294e+01,7.000747548687185429e+01,1.203965382138158979e+01
2.889999999999997726e+01,6.145800278741913303e+01,1.310176583398819972e+01,6.995177891601295528e+01,1.201099644146448320e+01
2.900000000000000000e+01,6.151604105573024128e+01,1.316563801284324953e+01,6.990177891507397590e+01,1.197654551483340946e+01
2.909999999999999432e+01,6.155793418642700487e+01,1.315979561041852008e+01,6.985284089163604904e+01,1.194829692259049025e+01
2.919999999999998863e+01,6.156551835631797331e+01,1.312372090588388573e+01,6.978904118999798811e+01,1.194092664828418471e+01
2.929999999999998295e+01,6.155727459692609926e+01,1.309760373142369261e+01,6.972248681550705385e+01,1.194557443889157611e+01
2.939999999999997726e+01,6.145775936903012138e+01,1.296745481561258728e+01,6.966426480941949251e+01,1.194964807481734148e+01
2.950000000000000000e+01,6.135567683639330028e+01,1.283992849629618149e+01,6.959974553782684836e+01,1.190895405551517250e+01
2.959999999999999432e+01,6.123731112482600736e+01,1.269947826040791661e+01,6.957629606755183715e+01,1.184653424837392954e+01
2.969999999999998863e+01,6.111373904774711008e+01,1.256552819298069501e+01,6.956477392051053243e+01,1.181528705974069560e+01
2.979999999999998295e+01,6.098741754553105210e+01,1.245298255623092842e+01,6.957727787281277188e+01,1.178788410981699997e+01
2.989999999999997726e+01,6.086705883077139845e+01,1.238634606668321858e+01,6.958218458509719540e+01,1.173639723738390472e+01
3.000000000000000000e+01,6.075666952985585567e+01,1.232593168216414981e+01,6.960448375652983088e+01,1.171966457263977723e+01
3.009999999999999432e+01,6.071991940609552074e+01,1.230551589977742033e+01,6.961997030828652555e+01,1.171462808192704053e+01
3.019999999999998863e+01,6.072733835084126497e+01,1.233037790878229956e+01,6.964632598725260948e+01,1.171065696246903087e+01
3.029999999999998295e+01,6.074266178216153378e+01,1.237558468481717178e+01,6.963699742560055483e+01,1.172032724888712885e+01
3.039999999999997726e+01,6.077208244390370595e+01,1.244093752525996699e+01,6.958645137646959711e+01,1.174805061843612641e+01
3.050000000000000000e+01,6.078985626269987819e+01,1.251456148091538800e+01,6.953717027387911287e+01,1.178627374819433271e+01
3.059999999999999432e+01,6.080322826217640397e+01,1.258278433350619707e+01,6.955045947619633750e+01,1.186551748222132474e+01
3.069999999999998863e+01,6.083354503168558125e+01,1.262594246989680080e+01,6.956852990873142062e+01,1.197761524884439766e+01
3.079999999999998295e+01,6.084916438838116193e+01,1.262122808154831155e+01,6.957362619388686653e+01,1.211405778433518066e+01
3.089999999999997726e+01,6.075891208570001822e+01,1.246500456631848230e+01,6.958571047043153612e+01,1.228640161013334975e+01
3.100000000000000000e+01,6.066958603082328949e+01,1.231430116024306898e+01,6.961538973802632313e+01,1.246940322875127727e+01
3.109999999999999432e+01,6.058859620618660813e+01,1.217126151269501833e+01,6.960522555155324653e+01,1.257522835985571952e+01
3.119999999999998863e+01,6.051187554291909976e+01,1.204029048310951033e+01,6.951772702689873995e+01,1.253405162950078555e+01
3.129999999999998295e+01,6.047239093042137625e+01,1.192529900744811044e+01,6.944705885763926290e+01,1.245368804231945425e+01
3.139999999999997726e+01,6.044690185106626501e+01,1.181962130242041020e+01,6.940977953149229052e+01,1.235389482219368773e+01
3.150000000000000000e+01,6.039249770143595697e+01,1.175851585617059669e+01,6.938790113215237909e+01,1.226976963149821742e+01
3.159999999999999432e+01,6.029137052468519187e+01,1.177578314498920875e+01,6.937835766429499529e+01,1.221078793455138367e+01
3.169999999999998863e+01,6.016218611173667341e+01,1.179199048370129610e+01,6.937544476600031373e+01,1.216117866162664463e+01
3.179999999999998295e+01,6.004615965980666914e+01,1.181623440752235688e+01,6.937417161875031013e+01,1.212754989424272090e+01
3.189999999999997726e+01,5.994659502937764728e+01,1.185023813385224756e+01,6.936761298384112706e+01,1.211626696967376304e+01
3.200000000000000000e+01,5.984978766670610639e+01,1.188597464626436384e+01,6.936009530571158166e+01,1.218177640603671819e+01
3.209999999999999432e+01,5.974488184853449724e+01,1.192497312869848436e+01,6.936697009260483071e+01,1.226273195251591197e+01
3.219999999999998863e+01,5.961324263673371604e+01,1.193433390968692898e+01,6.934942596717749552e+01,1.234631204863688936e+01
3.229999999999998295e+01,5.958175277185041807e+01,1.189525021550172035e+01,6.926645666573706706e+01,1.234326827195902787e+01
3.239999999999997726e+01,5.958434762610152546e+01,1.179623280811093622e+01,6.919060734312473926e+01,1.234852904314787203e+01
3.250000000000000000e+01,5.957117188266858676e+01,1.168479344192091851e+01,6.909894575023251662e+01,1.234757413886511479e+01
3.259999999999999432e+01,5.954545035875580083e+01,1.156862509335769928e+01,6.901829239314501763e+01,1.237374362362574587e+01
3.269999999999998863e+01,5.952750169832446403e+01,1.144170300332209855e+01,6.898433558385856657e+01,1.241145852120827087e+01
3.279999999999998295e+01,5.950906806717106434e+01,1.132756155335326298e+01,6.895117991599128970e+01,1.244529214246441562e+01
3.289999999999997726e+01,5.948196680414426396e+01,1.122492283267075841e+01,6.897437575833620826e+01,1.251695685182769324e+01
3.300000000000000000e+01,5.945408399967446655e+01,1.113442203396894747e+01,6.902841226963835197e+01,1.256913448213151518e+01
3.309999999999999432e+01,5.950630766341240729e+01,1.118442174735178440e+01,6.909591889843473211e+01,1.262356043174886899e+01
3.319999999999998863e+01,5.950228582760810525e+01,1.123638163528666212e+01,6.915148442937801576e+01,1.266610108599982887e+01
3.329999999999998295e+01,5.950881217879796736e+01,1.129144669568090897e+01,6.923439220914049486e+01,1.272395573358940801e+01
3.339999999999997726e+01,5.953100379678616605e+01,1.142717603905430401e+01,6.929290840300383536e+01,1.276709589002046918e+01
3.350000000000000000e+01,5.955187228338377281e+01,1.157667083828822818e+01,6.932061541773707347e+01,1.280993819775672904e+01
3.359999999999999432e+01,5.958932144689607924e+01,1.172651452232243585e+01,6.932569113987528908e+01,1.283713737893017459e+01
3.369999999999998863e+01,5.960380785906289702e+01,1.181393036610355018e+01,6.930218182304462005e+01,1.280662815464845750e+01
3.379999999999998295e+01,5.953189725552773126e+01,1.175244599752336327e+01,6.926784046928068506e+01,1.272527800056842828e+01
3.389999999999997726e+01,5.946286769527225857e+01,1.170371127521535115e+01,6.924457239660166863e+01,1.265560681419978728e+01
3.400000000000000000e+01,5.939136275020320710e+01,1.166433185719317756e+01,6.923958180409387353e+01,1.254789546762147090e+01
3.409999999999999432e+01,5.933429423693808502e+01,1.161350358574828689e+01,6.922936432190867606e+01,1.242893036506036886e+01
3.419999999999998863e+01,5.927895015107566934e+01,1.155947171789903116e+01,6.924061118052139818e+01,1.230558768552300819e+01
3.429999999999998295e+01,5.921472404318641480e+01,1.152594432261509638e+01,6.927964955520540968e+01,1.220448623259024679e+01
3.439999999999997726e+01,5.915519500160996103e+01,1.149947211898538413e+01,6.935139549656516067e+01,1.217260432446352425e+01
3.450000000000000000e+01,5.913301464743788216e+01,1.151407160702938448e+01,6.946335626746159164e+01,1.216999514078756128e+01
3.459999999999999432e+01,5.913459571227045330e+01,1.153380891948322962e+01,6.960789731960609572e+01,1.219975906688985212e+01
3.469999999999998863e+01,5.912283635204740051e+01,1.155559590384540591e+01,6.977390788854398807e+01,1.226650114501362943e+01
3.479999999999998295e+01,5.910435648704358158e+01,1.156773007706118683e+01,6.989053852564727265e+01,1.236911468732150787e+01
3.489999999999997726e+01,5.907082856605057941e+01,1.155582190750661020e+01,6.999047947994583296e+01,1.245377407292612659e+01
3.500000000000000000e+01,5.903765159060952783e+01,1.154062634761288564e+01,6.999784515446613398e+01,1.242334784684473625e+01
3.509999999999999432e+01,5.900022034674343274e+01,1.150828949491759268e+01,6.994512488472001621e+01,1.237252288375069931e+01
3.519999999999998863e+01,5.895102226151229274e+01,1.145491488515105694e+01,6.983707894891190904e+01,1.228168476488806959e+01
3.529999999999998295e+01,5.890277907070070285e+01,1.140100293469378556e+01,6.970706513537815852e+01,1.219995902728720694e+01
3.539999999999997726e+01,5.885332159898896265e+01,1.134524653896215796e+01,6.959760465535578078e+01,1.218531029934787746e+01
3.550000000000000000e+01,5.882044484904887582e+01,1.130803935928117454e+01,6.952301502732696292e+01,1.221740376499296588e+01
3.559999999999999432e+01,5.876818906347961047e+01,1.130225192982323001e+01,6.947219516491523450e+01,1.224189852028140102e+01
3.569999999999998863e+01,5.868891881346054618e+01,1.131444476218162976e+01,6.942565524468240312e+01,1.228440609353434709e+01
3.579999999999998295e+01,5.861108847431918889e+01,1.132705981897920822e+01,6.936935760369311765e+01,1.231085115945024455e+01
3.589999999999997726e+01,5.853382824689476394e+01,1.134245713318150983e+01,6.934740897442999596e+01,1.236060358256893998e+01
3.600000000000000000e+01,5.845277350050925946e+01,1.135001206339809521e+01,6.935603790614197806e+01,1.243789828799444486e+01
3.609999999999999432e+01,5.838016380956220530e+01,1.135576135130739672e+01,6.939964795218760685e+01,1.249250011493080414e+01
3.619999999999998863e+01,5.831129572605865263e+01,1.135665172427961878e+01,6.943014832009914983e+01,1.254259232091338383e+01
3.629999999999998295e+01,5.825737819994401434e+01,1.133643457434646784e+01,6.944910896397404088e+01,1.259660707184725403e+01
3.639999999999997726e+01,5.820305836619471762e+01,1.131800851047458245e+01,6.948557834170208025e+01,1.260225345471510572e+01
3.650000000000000000e+01,5.814812250082993472e+01,1.130027430790548060e+01,6.954938355237045755e+01,1.262655643277176942e+01
3.659999999999999432e+01,5.810474163825835348e+01,1.129515747768517819e+01,6.962806391634164527e+01,1.269818701711824005e+01
3.669999999999998863e+01,5.806173648189662373e+01,1.129251888784133584e+01,6.970065124103663834e+01,1.278731057655746639e+01
3.679999999999998295e+01,5.803612491409016627e+01,1.131308388871683590e+01,6.977024737239099750e+01,1.288692441983166503e+01
3.689999999999997726e+01,5.801598490096372274e+01,1.135044410013644445e+01,6.981556678098831981e+01,1.296697978788739292e+01
3.700000000000000000e+01,5.800416266121607833e+01,1.138221283824808694e+01,6.981812380520516115e+01,1.295107425181226724e+01
3.709999999999999432e+01,5.802417979543266568e+01,1.141617757221476914e+01,6.981941352921386112e+01,1.289305908084172358e+01
3.719999999999998863e+01,5.802620815974108126e+01,1.146471749928529782e+01,6.983089907186383982e+01,1.284346797927126360e+01
3.729999999999998295e+01,5.801891666835783923e+01,1.152765800283813036e+01,6.984150961110080402e+01,1.279433512956517305e+01
3.739999999999997726e+01,5.800359850923314298e+01,1.156781858098079852e+01,6.983616561375788478e+01,1.271497891541105041e+01
3.750000000000000000e+01,5.797881227263457760e+01,1.160948142296350127e+01,6.985938652312493957e+01,1.269607908549034825e+01
3.759999999999999432e+01,5.794162257828023854e+01,1.165539345449935205e+01,6.989337258026334609e+01,1.268140370315776799e+01
3.769999999999998863e+01,5.788035670499952801e+01,1.164763876722451919e+01,6.994383125586789163e+01,1.266646194208282239e+01
3.779999999999998295e+01,5.782312785513045128e+01,1.164842885592280020e+01,6.998605596455668376e+01,1.267155050797223481e+01
3.789999999999997726e+01,5.777402187376623033e+01,1.166114748961323677e+01,7.000876304143750417e+01,1.266844503199567384e+01
3.800000000000000000e+01,5.774162454974235459e+01,1.165186739198680499e+01,7.004225293445297496e+01,1.266344619343010081e+01
3.809999999999999432e+01,5.777426195963279554e+01,1.155106498504305534e+01,7.007906580085733594e+01,1.264193096791061421e+01
3.819999999999998863e+01,5.781901629034963008e+01,1.145380071751886852e+01,7.007882822313935378e+01,1.256581083424593892e+01
3.829999999999998295e+01,5.786669483521851021e+01,1.136494737543000788e+01,7.005579731957526235e+01,1.250854248861881146e+01
3.839999999999997726e+01,5.791853408671867243e+01,1.128552499669507192e+01,7.002192036222237448e+01,1.244817568205382585e+01
3.850000000000000000e+01,5.798190868674499399e+01,1.123512221892552176e+01,6.998228816871458946e+01,1.238700653612110969e+01
3.859999999999999432e+01,5.804415078339585676e+01,1.118965831348960727e+01,6.994980942915132971e+01,1.233744194390132165e+01
3.869999999999998863e+01,5.810051454079827238e+01,1.115563937055427779e+01,6.992488961204207953e+01,1.230546529523730648e+01
3.879999999999998295e+01,5.813858983137318859e+01,1.110318809642968496e+01,6.990291002558025468e+01,1.227047496303139162e+01
3.889999999999997726e+01,5.814218603776153316e+01,1.108823349031150229e+01,6.998366356098749463e+01,1.236508240788777435e+01
3.900000000000000000e+01,5.814091106335409620e+01,1.107835792079519699e+01,7.006820508441933271e+01,1.249511022990582454e+01
3.909999999999999432e+01,5.812916820919455319e+01,1.107486117102349077e+01,7.015035716894915652e+01,1.263705464169735571e+01
3.919999999999998863e+01,5.810724894641554528e+01,1.106806591668333972e+01,7.023209805885825574e+01,1.278878617130061990e+01
3.929999999999998295e+01,5.808653379937885575e+01,1.105494082339170170e+01,7.031581971499410599e+01,1.295749122515303142e+01
3.939999999999997726e+01,5.806305200493844154e+01,1.104242033912382936e+01,7.032838917764071596e+01,1.295273673768775247e+01
3.950000000000000000e+01,5.804214864637454951e+01,1.102901930188255264e+01,7.026921707397083594e+01,1.279489718428677314e+01
3.959999999999999432e+01,5.800875356369087399e+01,1.103260988699485523e+01,7.019929315007816228e+01,1.263476025659315916e+01
3.969999999999998863e+01,5.796899509818358354e+01,1.105829147668991297e+01,7.014207487904862148e+01,1.250282617513880901e+01
3.979999999999998295e+01,5.790900658256182965e+01,1.109008452714446591e+01,7.008447261343684431e+01,1.239413628181508109e+01
3.989999999999997726e+01,5.785416386640913800e+01,1.111993817374849236e+01,7.001416435050944642e+01,1.230882624384618573e+01
4.000000000000000000e+01,5.780896168086720621e+01,1.114291797984513366e+01,6.999411546205814716e+01,1.226739920001706174e+01
4.009999999999999432e+01,5.778317878096690663e+01,1.118433239397244705e+01,6.997339088426308251e+01,1.219996773462683315e+01
4.019999999999998863e+01,5.777193184539822113e+01,1.125002618042879554e+01,6.996374195866066259e+01,1.213616294857025402e+01
4.029999999999998295e+01,5.776844185018902778e+01,1.131629672099400707e+01,6.996907702197719914e+01,1.206570522531072243e+01
4.039999999999997726e+01,5.778995037890163644e+01,1.138732340660706832e+01,6.997669324341876518e+01,1.199063767480946474e+01
4.050000000000000000e+01,5.785621244625184545e+01,1.140786384554869848e+01,7.003581717608351198e+01,1.196016731085459384e+01
4.059999999999999432e+01,5.794487442946429212e+01,1.142365720599625156e+01,7.012089678520231928e+01,1.199790457740120075e+01
4.069999999999998863e+01,5.803195068005634027e+01,1.144699155552113545e+01,7.020149592136698402e+01,1.206022129542391497e+01
4.079999999999998295e+01,5.811902693064832448e+01,1.147212585668424722e+01,7.030009420493340144e+01,1.214305283513734146e+01
4.089999999999997726e+01,5.816959348888584458e+01,1.147781827613030714e+01,7.040948885419098247e+01,1.226765163992293317e+01
4.100000000000000000e+01,5.815516860211977246e+01,1.145381207868686424e+01,7.050539719002348704e+01,1.235163313664224205e+01
4.109999999999999432e+01,5.809896830558188441e+01,1.137943969991587778e+01,7.053867788739530909e+01,1.231025761384081285e+01
4.119999999999998863e+01,5.803132278764821450e+01,1.130943793087666727e+01,7.056859306121093312e+01,1.227820635562870244e+01
4.129999999999998295e+01,5.793581627353643171e+01,1.126623759359242172e+01,7.060695646336723996e+01,1.226249240375341998e+01
4.139999999999997726e+01,5.783220964905684269e+01,1.123072127659662556e+01,7.064134567488204652e+01,1.226144694796731294e+01
4.150000000000000000e+01,5.771678684125431857e+01,1.118587337455467789e+01,7.064318424860059054e+01,1.226629199097306966e+01
4.159999999999999432e+01,5.759801067094635130e+01,1.113457046891732638e+01,7.063951245308446403e+01,1.230304612313432777e+01
4.169999999999998863e+01,5.748172169473673421e+01,1.108582438369363388e+01,7.064808615076715625e+01,1.232951392094499177e+01
4.179999999999998295e+01,5.737455246753894755e+01,1.104375935434402756e+01,7.068731029364150231e+01,1.232821586389379753e+01
4.189999999999997726e+01,5.728647904164673577e+01,1.097081870181988705e+01,7.072506536683594902e+01,1.232512944422773593e+01
4.200000000000000000e+01,5.720273484077919335e+01,1.090490509185548973e+01,7.075587013306810036e+01,1.227993653150773490e+01
4.209999999999999432e+01,5.712881586033844172e+01,1.083015636343812815e+01,7.077978091112125014e+01,1.216541885243800003e+01
4.219999999999998863e+01,5.707312258360142465e+01,1.074837959892889927e+01,7.079779897283522416e+01,1.205878094576915949e+01
4.229999999999998295e+01,5.703941036122512998e+01,1.068809047820033875e+01,7.079057832460667044e+01,1.194251524701540568e+01
4.239999999999997726e+01,5.700638452474547790e+01,1.063293544844288441e+01,7.073590678496405815e+01,1.180615376203638789e+01
4.250000000000000000e+01,5.697690481049611577e+01,1.057928276019795355e+01,7.066357753444454204e+01,1.167014020932179896e+01
4.259999999999999432e+01,5.694516216757684646e+01,1.052325275633175927e+01,7.059507653399677451e+01,1.153928100954500024e+01
4.269999999999998863e+01,5.689156821377896733e+01,1.042779345500287036e+01,7.054457532418349786e+01,1.143391426151248247e+01
4.279999999999998295e+01,5.684018579621555034e+01,1.032042918037866563e+01,7.052292515953838858e+01,1.141626127540968128e+01
4.289999999999997726e+01,5.679716727188955616e+01,1.022001465062900927e+01,7.051085252528308445e+01,1.143755526405713674e+01
4.300000000000000000e+01,5.679454521586850291e+01,1.015483757518617125e+01,7.047752080998247948e+01,1.148839733834475751e+01
4.309999999999999432e+01,5.684658905475225765e+01,1.012137677078009013e+01,7.046404217411368620e+01,1.155332335345537409e+01
4.319999999999998863e+01,5.689935950263893005e+01,1.009823053855591368e+01,7.045877788823790411e+01,1.163701660545674166e+01
4.329999999999998295e+01,5.694285635447377558e+01,1.007964290570882149e+01,7.047114392310002984e+01,1.173388469591132832e+01
4.339999999999997726e+01,5.696652081016672753e+01,1.010620096988566630e+01,7.045773661466228077e+01,1.180100237075574654e+01
4.350000000000000000e+01,5.697840757430883940e+01,1.014685267738719787e+01,7.041000512460217919e+01,1.183347627343202291e+01
4.359999999999999432e+01,5.701131829437882459e+01,1.022562537513843495e+01,7.040715981365957532e+01,1.189462525517233438e+01
4.369999999999998863e+01,5.703597105238186771e+01,1.031700355918275314e+01,7.048785586622391008e+01,1.192620741334180146e+01
4.379999999999998295e+01,5.704447379263693563e+01,1.043478881045485274e+01,7.056976458111637385e+01,1.197825429459346580e+01
4.389999999999997726e+01,5.701959596193902513e+01,1.049315742628441583e+01,7.063260184813795206e+01,1.204451140808617637e+01
4.400000000000000000e+01,5.700638108485249234e+01,1.056148873440105085e+01,7.064604260751957554e+01,1.207895402580969879e+01
4.409999999999999432e+01,5.699721907713830404e+01,1.062266431762454566e+01,7.063528428981004481e+01,1.201718119556864650e+01
