Time (s),Mean DBP Fallers (mmHg),SD DBP Fallers (mmHg),Mean DBP Non-Fallers (mmHg),SD DBP Non-Fallers (mmHg)
-7.250000000000000000e+01,5.904431378938976138e+01,6.786792412174735389e+00,6.309690751012239218e+01,1.112872148706886399e+01
-7.240000000000000568e+01,5.909786475862508581e+01,6.762367116733353889e+00,6.306949633691587564e+01,1.112499311586191375e+01
-7.230000000000001137e+01,5.913325676139521647e+01,6.734466043265713076e+00,6.306152335969263589e+01,1.112283903937130169e+01
-7.220000000000000284e+01,5.916463219653515893e+01,6.710426768280841614e+00,6.308753678607753557e+01,1.111032116271325343e+01
-7.209999999999999432e+01,5.919679076941815765e+01,6.694649967245757338e+00,6.311303940512923560e+01,1.113424109342065904e+01
-7.200000000000000000e+01,5.924847080086635032e+01,6.699878361539230553e+00,6.313235849537273481e+01,1.116116591013715720e+01
-7.190000000000000568e+01,5.930121306350989840e+01,6.711683021029985596e+00,6.317082120331495076e+01,1.120588485607374452e+01
-7.180000000000001137e+01,5.935293515598279868e+01,6.727143795727740461e+00,6.321238097159060487e+01,1.125234525476716918e+01
-7.170000000000000284e+01,5.941470497327856037e+01,6.751183641310584349e+00,6.328068165640295462e+01,1.128978496160570266e+01
-7.159999999999999432e+01,5.947297104944422586e+01,6.777782019582567763e+00,6.336439206822011272e+01,1.132682747388431643e+01
-7.150000000000000000e+01,5.952737027547447468e+01,6.805930685035012750e+00,6.344410667964650230e+01,1.137065788912333453e+01
-7.140000000000000568e+01,5.957017527812960367e+01,6.846504007119577295e+00,6.348902891146276062e+01,1.139601182170283700e+01
-7.130000000000001137e+01,5.958531106605315841e+01,6.868525355244947228e+00,6.350283633047188658e+01,1.140578293705656066e+01
-7.120000000000000284e+01,5.959054807095979100e+01,6.856969839004328549e+00,6.352862963961774057e+01,1.142285579877989399e+01
-7.109999999999999432e+01,5.958498336507958726e+01,6.827873232401658221e+00,6.355732436243372518e+01,1.140552804857062341e+01
-7.100000000000000000e+01,5.957806887454857758e+01,6.799151880969576567e+00,6.353319028557769599e+01,1.133300177847294421e+01
-7.090000000000000568e+01,5.957094083397927164e+01,6.771523045109443473e+00,6.348555358171348217e+01,1.125019226793379268e+01
-7.080000000000001137e+01,5.955898956101715669e+01,6.745368521084515123e+00,6.343569331446901316e+01,1.117354290374401238e+01
-7.070000000000000284e+01,5.953881580364484449e+01,6.729257974593773284e+00,6.339720339426414597e+01,1.110504249419921763e+01
-7.059999999999999432e+01,5.952019986667981755e+01,6.713647325133998756e+00,6.332459384765571997e+01,1.104769681553971594e+01
-7.050000000000000000e+01,5.949261569143955342e+01,6.693871120854243628e+00,6.322165397353851546e+01,1.102324937939106064e+01
-7.040000000000000568e+01,5.946012290385200316e+01,6.678639251329438586e+00,6.312640251419193049e+01,1.100211327887132207e+01
-7.030000000000001137e+01,5.944088961001185822e+01,6.682403967022542801e+00,6.303866438627745339e+01,1.099694387088584158e+01
-7.020000000000000284e+01,5.943418404712659964e+01,6.676546274887169119e+00,6.296082077037932834e+01,1.102620848403152998e+01
-7.009999999999999432e+01,5.943028599753095165e+01,6.667208804942627687e+00,6.291778069313868826e+01,1.107471457577716656e+01
-7.000000000000000000e+01,5.944362891923339021e+01,6.654861923313840855e+00,6.289532882721346851e+01,1.114053899086321131e+01
-6.990000000000000568e+01,5.944998382823824556e+01,6.638849004105892959e+00,6.288352075002396901e+01,1.121292832930751437e+01
-6.980000000000001137e+01,5.945101013197084683e+01,6.626903095225757490e+00,6.288520256533935537e+01,1.130843181063718461e+01
-6.970000000000000284e+01,5.944851313538312354e+01,6.618107827329533066e+00,6.292846784710625485e+01,1.145045137371596766e+01
-6.959999999999999432e+01,5.945429306457111807e+01,6.610780168854541117e+00,6.305184629631356330e+01,1.151515276124086107e+01
-6.950000000000000000e+01,5.945947933139930086e+01,6.608533888788588051e+00,6.317633403722366126e+01,1.156278510396663073e+01
-6.940000000000000568e+01,5.945548039179468702e+01,6.607392412481186916e+00,6.330250600513369363e+01,1.161241153413235594e+01
-6.930000000000001137e+01,5.942551671078399522e+01,6.587671065810742910e+00,6.343453089503287856e+01,1.167326955011566980e+01
-6.920000000000000284e+01,5.939234096027514198e+01,6.573385208675960989e+00,6.354353796336528148e+01,1.166704594347634405e+01
-6.909999999999999432e+01,5.934559750988387350e+01,6.565517526917777680e+00,6.363409787703280074e+01,1.161273793721459668e+01
-6.900000000000000000e+01,5.929031089564666246e+01,6.555440468722789404e+00,6.366844790989495806e+01,1.153747609402676488e+01
-6.890000000000000568e+01,5.922377605950231327e+01,6.544421710911249690e+00,6.361618535235839289e+01,1.137604841535169697e+01
-6.880000000000001137e+01,5.915039951026727039e+01,6.541501249771600968e+00,6.355107694485274550e+01,1.124273941617356698e+01
-6.870000000000000284e+01,5.906686437720050975e+01,6.537731312077731616e+00,6.349229084403923196e+01,1.115775651945970104e+01
-6.859999999999999432e+01,5.898614033800355827e+01,6.530799364187023670e+00,6.342810563569855731e+01,1.109970692694456140e+01
-6.850000000000000000e+01,5.890362535255995624e+01,6.530488732319289724e+00,6.341219696760110480e+01,1.112805576542752739e+01
-6.840000000000000568e+01,5.882886354389570727e+01,6.524653453794831748e+00,6.347409217212735655e+01,1.121435937356624812e+01
-6.830000000000001137e+01,5.876639446515268617e+01,6.506349374812808506e+00,6.350431422187298836e+01,1.129253932559718443e+01
-6.820000000000000284e+01,5.870116850727139024e+01,6.490097968045719590e+00,6.352949566103033874e+01,1.137224888807419809e+01
-6.809999999999999432e+01,5.863477056391840136e+01,6.475987375112076450e+00,6.355896858961135365e+01,1.145374771548441295e+01
-6.800000000000000000e+01,5.857053767101037067e+01,6.461151687884704842e+00,6.358344413818968377e+01,1.153735184339224773e+01
-6.790000000000000568e+01,5.855262330646624491e+01,6.440555393787834149e+00,6.358204949791175409e+01,1.153826736157768806e+01
-6.780000000000001137e+01,5.859300225458166977e+01,6.415744336260436498e+00,6.353960452083869370e+01,1.148482673789780861e+01
-6.770000000000000284e+01,5.865700194320466920e+01,6.392260884339748372e+00,6.348387179571511751e+01,1.143359539931013202e+01
-6.759999999999999432e+01,5.871944832958173777e+01,6.370396849792832938e+00,6.344905244672176536e+01,1.138356505485237591e+01
-6.750000000000000000e+01,5.879549517846393059e+01,6.351005199570906257e+00,6.346247379553522450e+01,1.135620682430273831e+01
-6.740000000000000568e+01,5.887154202734611630e+01,6.335636334160337668e+00,6.348506548630496837e+01,1.134489380640650857e+01
-6.730000000000001137e+01,5.894830212022649363e+01,6.340134964719061905e+00,6.350890361857987187e+01,1.133970280227208427e+01
-6.720000000000000284e+01,5.901381034797444869e+01,6.363230255104731725e+00,6.352941395477829190e+01,1.135300977251123733e+01
-6.709999999999999432e+01,5.907307307479955227e+01,6.392867471446353811e+00,6.354818627763290806e+01,1.137676264177175334e+01
-6.700000000000000000e+01,5.913617754226787326e+01,6.430592381577275418e+00,6.354946132250943691e+01,1.139307170743512998e+01
-6.690000000000000568e+01,5.917083710502284077e+01,6.477249615100229896e+00,6.350876103111161086e+01,1.138006648649649932e+01
-6.680000000000001137e+01,5.918158780694782450e+01,6.519952015907603204e+00,6.348755759857545655e+01,1.136835686580326943e+01
-6.670000000000000284e+01,5.920524430214828726e+01,6.549945485274251133e+00,6.347304761623771441e+01,1.136332391499107786e+01
-6.659999999999999432e+01,5.923254534544928873e+01,6.578544538329199831e+00,6.346511183437674930e+01,1.136732996703027254e+01
-6.650000000000000000e+01,5.925840501763024548e+01,6.608865287671141786e+00,6.345969223132554049e+01,1.137355432882532646e+01
-6.640000000000000568e+01,5.928296745969766590e+01,6.626952951723438012e+00,6.345878332594730864e+01,1.138562531911411746e+01
-6.630000000000001137e+01,5.930259040069412890e+01,6.640081900845645535e+00,6.345908531896036209e+01,1.137872740734374055e+01
-6.620000000000000284e+01,5.930685192418422957e+01,6.650700838192233455e+00,6.343926253593673437e+01,1.134737046951610751e+01
-6.609999999999999432e+01,5.930513601932128864e+01,6.640191324686030683e+00,6.341196865625229151e+01,1.131950551187594556e+01
-6.600000000000000000e+01,5.930575535151230326e+01,6.627214015790966251e+00,6.336893681404171019e+01,1.129018918590938370e+01
-6.590000000000000568e+01,5.933482774167408991e+01,6.615098729556644130e+00,6.331549146459339994e+01,1.126744090950867871e+01
-6.580000000000001137e+01,5.936991403506748100e+01,6.607183793108690750e+00,6.325943885928705157e+01,1.126079923912843483e+01
-6.570000000000000284e+01,5.938979533511029274e+01,6.594113678661253530e+00,6.319403295324279668e+01,1.126664429883004459e+01
-6.559999999999999432e+01,5.938838277132239085e+01,6.586070920842610477e+00,6.312912300830696921e+01,1.130213816835462559e+01
-6.550000000000000000e+01,5.937236255966853093e+01,6.584493696963171772e+00,6.313203217849827809e+01,1.127567356292068368e+01
-6.540000000000000568e+01,5.935871394749803187e+01,6.580001240371650795e+00,6.312362057386603453e+01,1.126183290949742855e+01
-6.530000000000001137e+01,5.935079710042579393e+01,6.583348086236174623e+00,6.310898798969842716e+01,1.126041518096752547e+01
-6.520000000000000284e+01,5.935638966103289249e+01,6.595915577700823818e+00,6.314606655499068211e+01,1.129024172043301100e+01
-6.509999999999999432e+01,5.935012452270122196e+01,6.600646545274125643e+00,6.320660749772035558e+01,1.138101744250926117e+01
-6.500000000000000000e+01,5.932906241869539343e+01,6.603995777438054660e+00,6.320841516295381268e+01,1.145379459382504095e+01
-6.490000000000000568e+01,5.930204554198468259e+01,6.618403711374241105e+00,6.317581151811237561e+01,1.150071831826791957e+01
-6.480000000000001137e+01,5.926211755140678861e+01,6.624542755638324287e+00,6.314595952594439865e+01,1.155184011805577526e+01
-6.470000000000000284e+01,5.923133424933524793e+01,6.627521934199306131e+00,6.313159022162485456e+01,1.156413647278171197e+01
-6.459999999999999432e+01,5.920045779894731197e+01,6.632555631547361941e+00,6.307265665297514090e+01,1.146169249364763765e+01
-6.450000000000000000e+01,5.916851208035971865e+01,6.640830498764275447e+00,6.305862089128952164e+01,1.141382414961048219e+01
-6.440000000000000568e+01,5.913743595870747782e+01,6.648684607009022862e+00,6.306331091559652435e+01,1.139664984651481383e+01
-6.430000000000001137e+01,5.910769586041409696e+01,6.640804954133892934e+00,6.309388443541733693e+01,1.137704762293751592e+01
-6.420000000000000284e+01,5.907664798443634879e+01,6.631589723348175980e+00,6.313110440007262980e+01,1.133861996080726087e+01
-6.409999999999999432e+01,5.906588448849385742e+01,6.618350558332394939e+00,6.313164330456518059e+01,1.128345689457987078e+01
-6.400000000000000000e+01,5.906279601770729926e+01,6.599373568631225595e+00,6.313018095430660281e+01,1.125997024830261140e+01
-6.390000000000000568e+01,5.905623215453250907e+01,6.583547206723588729e+00,6.313175128712513384e+01,1.121128377781033336e+01
-6.380000000000000426e+01,5.904220629584568769e+01,6.571452404931772406e+00,6.313473971651968952e+01,1.116700157565083096e+01
-6.370000000000000284e+01,5.902990162960846732e+01,6.549582701472633772e+00,6.313948674605452993e+01,1.113699984453956837e+01
-6.360000000000000142e+01,5.902136041748026685e+01,6.530273155512293037e+00,6.312548411879222243e+01,1.111142523279138850e+01
-6.350000000000000711e+01,5.899943532652988409e+01,6.505440062434862725e+00,6.310290117405671140e+01,1.108465578167775156e+01
-6.340000000000000568e+01,5.897570332327537557e+01,6.482324921353445291e+00,6.305497113150857302e+01,1.106042079407398049e+01
-6.330000000000000426e+01,5.897490618798116913e+01,6.467069289486665262e+00,6.300253031669599579e+01,1.103823100572932070e+01
-6.320000000000000284e+01,5.897336170907027508e+01,6.447584075818290295e+00,6.297174944571452215e+01,1.102197318966434381e+01
-6.310000000000000142e+01,5.896852759351521911e+01,6.430400617120613838e+00,6.294165011759000095e+01,1.100897961896288635e+01
-6.300000000000000711e+01,5.896136086943796073e+01,6.415077646462515659e+00,6.291290134694568792e+01,1.100766145277560781e+01
-6.290000000000000568e+01,5.895492451112144749e+01,6.403476759537482188e+00,6.289841845168457013e+01,1.104418118096453938e+01
-6.280000000000000426e+01,5.895010613647964703e+01,6.402028314722933544e+00,6.290546816987468759e+01,1.112039560935281202e+01
-6.270000000000000284e+01,5.894573472329562946e+01,6.404647397720417246e+00,6.291498198754353410e+01,1.121252946896326819e+01
-6.260000000000000142e+01,5.894100120887259209e+01,6.403836802512109294e+00,6.292909989309553964e+01,1.131922817614783305e+01
-6.250000000000000711e+01,5.893623218984138390e+01,6.400674919386565520e+00,6.292535249012649956e+01,1.143157650717429519e+01
-6.240000000000000568e+01,5.893342876819894371e+01,6.403485574588285267e+00,6.295462987476818739e+01,1.149220634856624379e+01
-6.230000000000000426e+01,5.891229556019943914e+01,6.396696489318642875e+00,6.302176606156181293e+01,1.146584314502310598e+01
-6.220000000000000284e+01,5.888660080671886732e+01,6.387663011396770507e+00,6.302171183098054996e+01,1.135968115608257634e+01
-6.210000000000000142e+01,5.891268406905474819e+01,6.367830669737980287e+00,6.300755310831582534e+01,1.125743396209847091e+01
-6.200000000000000711e+01,5.896003348180676085e+01,6.352965431129352858e+00,6.303178748096198092e+01,1.115444118949524821e+01
-6.190000000000000568e+01,5.899635052914754851e+01,6.344746625731776390e+00,6.303950008497097457e+01,1.107111060059302332e+01
-6.180000000000000426e+01,5.902606565040617426e+01,6.337865818145747454e+00,6.303946562048158597e+01,1.102036768801495015e+01
-6.170000000000000284e+01,5.905332119009989356e+01,6.332390900465902028e+00,6.301934575540565220e+01,1.101150759202131901e+01
-6.160000000000000142e+01,5.907892269133161278e+01,6.329193373679071755e+00,6.301647617969769755e+01,1.102565086236432279e+01
-6.150000000000000711e+01,5.910580317546369855e+01,6.335750857414470083e+00,6.300520851522992416e+01,1.106076041583559189e+01
-6.140000000000000568e+01,5.912192617922197968e+01,6.357023960626881021e+00,6.294812299288761182e+01,1.109948265654703015e+01
-6.130000000000000426e+01,5.912179601561782505e+01,6.393157676127573019e+00,6.292297850356391109e+01,1.113168638476781958e+01
-6.120000000000000284e+01,5.911064136533942559e+01,6.435665736077042176e+00,6.289811083069885456e+01,1.113883484781351285e+01
-6.110000000000000142e+01,5.909667435785502931e+01,6.478410310629515223e+00,6.289845676924068130e+01,1.114544045509257941e+01
-6.100000000000000711e+01,5.907833800439397010e+01,6.522311667912810584e+00,6.288859118273646232e+01,1.116635670061729080e+01
-6.090000000000000568e+01,5.906337792137428266e+01,6.565784424009118325e+00,6.286910549410502114e+01,1.120797378052008497e+01
-6.080000000000000426e+01,5.906228630727764539e+01,6.611353380247152245e+00,6.286633153324726209e+01,1.127253109508907691e+01
-6.070000000000000284e+01,5.906724234216793690e+01,6.653008655871389010e+00,6.287949789518826549e+01,1.135385764409956266e+01
-6.060000000000000142e+01,5.908517367799598929e+01,6.668571728050324943e+00,6.286971264389907788e+01,1.141218553940401925e+01
-6.050000000000000711e+01,5.910394787774531977e+01,6.684261191101552591e+00,6.283435663305558450e+01,1.146508388458426175e+01
-6.040000000000000568e+01,5.912576686816201743e+01,6.698916033948019155e+00,6.281855339331736587e+01,1.146935578568254499e+01
-6.030000000000000426e+01,5.915200907354807924e+01,6.713971006105783346e+00,6.282289902225709000e+01,1.140886502669578562e+01
-6.020000000000000284e+01,5.918112379784851385e+01,6.709854113750816751e+00,6.282618545761840068e+01,1.136011342026811377e+01
-6.010000000000000853e+01,5.921601879089253373e+01,6.712073250446493944e+00,6.282801153609263878e+01,1.132212902844069369e+01
-6.000000000000000711e+01,5.926474571764104127e+01,6.707616947239264604e+00,6.284376331826707229e+01,1.129030636312382896e+01
-5.990000000000000568e+01,5.930323134863346013e+01,6.689890109979724997e+00,6.286805793973862677e+01,1.125224538869354340e+01
-5.980000000000000426e+01,5.936145799373370835e+01,6.664225774550678771e+00,6.288295125242886030e+01,1.121073943146399898e+01
-5.970000000000000284e+01,5.941873478266342090e+01,6.648105677440247163e+00,6.289691316375897401e+01,1.119079920764553115e+01
-5.960000000000000853e+01,5.947552109186482028e+01,6.639485381206878145e+00,6.292808342983948933e+01,1.117456928764874746e+01
-5.950000000000000711e+01,5.953088461270014164e+01,6.635025238158519301e+00,6.295731238248217920e+01,1.117110450022897083e+01
-5.940000000000000568e+01,5.957747578759366291e+01,6.643567755982011214e+00,6.298430028992045493e+01,1.117533562756701038e+01
-5.930000000000000426e+01,5.962076772486740595e+01,6.642414974982442821e+00,6.301342766556970787e+01,1.118447263898596589e+01
-5.920000000000000284e+01,5.964470620781870736e+01,6.655089307426840683e+00,6.303367227336509870e+01,1.120430923478634000e+01
-5.910000000000000853e+01,5.965830425585438235e+01,6.666637388217784732e+00,6.305475280597170240e+01,1.120858986961409620e+01
-5.900000000000000711e+01,5.964903196850997347e+01,6.677719234104340984e+00,6.306935053934107316e+01,1.121414735378355410e+01
-5.890000000000000568e+01,5.963338835015000683e+01,6.684585135847690651e+00,6.308583235580712056e+01,1.122778667053004042e+01
-5.880000000000000426e+01,5.961356114341430157e+01,6.686927581375284646e+00,6.310510399937071924e+01,1.123165245224074660e+01
-5.870000000000000284e+01,5.958937539112211823e+01,6.685339435455047052e+00,6.311254591069290854e+01,1.122544697440020300e+01
-5.860000000000000853e+01,5.956066378585293108e+01,6.659244089067000161e+00,6.309999287482064290e+01,1.118949524071425294e+01
-5.850000000000000711e+01,5.952641928851879527e+01,6.607396558855587188e+00,6.313090892005911314e+01,1.119833216452445512e+01
-5.840000000000000568e+01,5.948699958844625968e+01,6.556788953912129791e+00,6.316527716291647465e+01,1.122327015527734240e+01
-5.830000000000000426e+01,5.945753706865306754e+01,6.500105746305905541e+00,6.320566450166597150e+01,1.122258868025166834e+01
-5.820000000000000284e+01,5.943476796993036260e+01,6.449292439636963969e+00,6.326789237927672360e+01,1.122578406343910551e+01
-5.810000000000000853e+01,5.941711953886147057e+01,6.402281035232913808e+00,6.332620517679685435e+01,1.123403569147139081e+01
-5.800000000000000711e+01,5.942220381219418357e+01,6.383949171988033910e+00,6.335683698413454579e+01,1.122382906131402258e+01
-5.790000000000000568e+01,5.943899018121438615e+01,6.393295469990478708e+00,6.335815758053391278e+01,1.116326840380782848e+01
-5.780000000000000426e+01,5.946140749000053205e+01,6.415235059980183507e+00,6.335215160792016320e+01,1.111044059972306286e+01
-5.770000000000000284e+01,5.946728517387367674e+01,6.451963027099757220e+00,6.330919061153064575e+01,1.104813889896203527e+01
-5.760000000000000853e+01,5.947316285774684985e+01,6.490290187110793418e+00,6.326812070018193168e+01,1.099623131567748047e+01
-5.750000000000000711e+01,5.947550522764061753e+01,6.537795453547887270e+00,6.322302894093569137e+01,1.094036374588287153e+01
-5.740000000000000568e+01,5.949103671967892382e+01,6.589699588596722002e+00,6.319550278886065797e+01,1.092576052289816602e+01
-5.730000000000000426e+01,5.949223846153016382e+01,6.635257027673068464e+00,6.318731472741230704e+01,1.097828270945649365e+01
-5.720000000000000284e+01,5.950625415459111878e+01,6.669797934736502398e+00,6.318084199187645567e+01,1.103811977188771110e+01
-5.710000000000000853e+01,5.950844972553271361e+01,6.696838512244273289e+00,6.318115677630937910e+01,1.110371939797926011e+01
-5.700000000000000711e+01,5.951246319504223692e+01,6.715456630419654793e+00,6.320266172349803924e+01,1.116749866242386702e+01
-5.690000000000000568e+01,5.951816217179676016e+01,6.734732875989933198e+00,6.323388844477425863e+01,1.123700397784203986e+01
-5.680000000000000426e+01,5.952267739894785592e+01,6.756773643801564866e+00,6.326043447614930670e+01,1.129512068816193882e+01
-5.670000000000000284e+01,5.954091501704530032e+01,6.775527056223749511e+00,6.323621561215228581e+01,1.125764992567705214e+01
-5.660000000000000853e+01,5.956214901077424884e+01,6.799036622351267489e+00,6.321655192965888403e+01,1.120820661598991386e+01
-5.650000000000000711e+01,5.958510653963867298e+01,6.827620457882864535e+00,6.319765240422307784e+01,1.115699737649813983e+01
-5.640000000000000568e+01,5.962670635133062547e+01,6.859611375516514897e+00,6.320527535594289503e+01,1.110856977859611305e+01
-5.630000000000000426e+01,5.967659645956217673e+01,6.897324708042518182e+00,6.320568535809560728e+01,1.107863956960857088e+01
-5.620000000000000284e+01,5.970811025284810114e+01,6.923771600270790749e+00,6.321279728236316942e+01,1.105500958192065042e+01
-5.610000000000000853e+01,5.972675338902021736e+01,6.957313543673037337e+00,6.326720554805635288e+01,1.105488429806766604e+01
-5.600000000000000711e+01,5.973711499109628420e+01,7.000679934506024438e+00,6.332905135262341645e+01,1.108735212685385108e+01
-5.590000000000000568e+01,5.975321290057866719e+01,7.052694089865844340e+00,6.339806740325885670e+01,1.113724860061456212e+01
-5.580000000000001137e+01,5.973646809489278553e+01,7.072833691625203478e+00,6.345861365318531710e+01,1.118854461772346554e+01
-5.570000000000000284e+01,5.970288382401750482e+01,7.085006458433754872e+00,6.350097479697255665e+01,1.123583345325028660e+01
-5.560000000000000853e+01,5.966008791455312377e+01,7.115663098998019187e+00,6.348780595457787967e+01,1.120885351400567309e+01
-5.550000000000000000e+01,5.961313663223027959e+01,7.158802728797263981e+00,6.347456623581908275e+01,1.117939076214475946e+01
-5.540000000000000568e+01,5.954747713060712755e+01,7.211318985509946877e+00,6.346674042548426797e+01,1.115311250202178250e+01
-5.530000000000001137e+01,5.949852961765991211e+01,7.283796689657241252e+00,6.345186225614048681e+01,1.112488274384958409e+01
-5.520000000000000284e+01,5.942486866740532037e+01,7.320573585219149138e+00,6.342889192289383971e+01,1.110371517533830854e+01
-5.510000000000000853e+01,5.933574129306172296e+01,7.323041882293842342e+00,6.340944581890765619e+01,1.109385959924392573e+01
-5.500000000000000000e+01,5.923145224443025114e+01,7.314596240777037295e+00,6.338528309200242461e+01,1.109267233912137840e+01
-5.490000000000000568e+01,5.911016016106032112e+01,7.262100484755150909e+00,6.335721274877206355e+01,1.109573223728105873e+01
-5.480000000000001137e+01,5.901694724284404714e+01,7.193770187593601761e+00,6.331994021738275791e+01,1.109610600600929331e+01
-5.470000000000000284e+01,5.893303012903733418e+01,7.136445710625954675e+00,6.328561854746231319e+01,1.108277573077202582e+01
-5.460000000000000853e+01,5.885176698918247951e+01,7.085599974840461002e+00,6.328283878599493306e+01,1.106990426761401736e+01
-5.450000000000000000e+01,5.877738015253989090e+01,7.036228759903302432e+00,6.328468609427938674e+01,1.105839887836709146e+01
-5.440000000000000568e+01,5.871864182835894042e+01,6.978447670370211853e+00,6.332714600470876576e+01,1.105076244259512386e+01
-5.430000000000001137e+01,5.865819768261270895e+01,6.938496342931420813e+00,6.338420810864973021e+01,1.105038812725631381e+01
-5.420000000000000284e+01,5.859203395154273153e+01,6.909091561163880790e+00,6.343905599989110300e+01,1.105465794558448600e+01
-5.410000000000000853e+01,5.851989893665898990e+01,6.889738242425959669e+00,6.346901169703172485e+01,1.106326259920846233e+01
-5.400000000000000000e+01,5.844297291455971077e+01,6.873351539815004685e+00,6.348522638731340351e+01,1.108261489192199534e+01
-5.390000000000000568e+01,5.835852313100264865e+01,6.858851576128432548e+00,6.350149305754672469e+01,1.110805625619273052e+01
-5.380000000000001137e+01,5.827002209127601162e+01,6.848834993784502778e+00,6.348676049358093110e+01,1.113606614752501045e+01
-5.370000000000000284e+01,5.817009092866158682e+01,6.848367385685099507e+00,6.347340082941460082e+01,1.118947972939553281e+01
-5.360000000000000853e+01,5.806559879504312960e+01,6.823291542156947997e+00,6.347581992222217195e+01,1.124857825407940659e+01
-5.350000000000000000e+01,5.801446490668304534e+01,6.790016299360873475e+00,6.345476786394673496e+01,1.127391282313577392e+01
-5.340000000000000568e+01,5.798193267387370042e+01,6.752663822029914442e+00,6.343298216505719722e+01,1.129755784046064448e+01
-5.330000000000001137e+01,5.797730571360513352e+01,6.712610235124281566e+00,6.339911775024565799e+01,1.129703362224774033e+01
-5.320000000000000284e+01,5.797413242943135714e+01,6.684424841665806305e+00,6.336966611308262287e+01,1.126034548164695437e+01
-5.310000000000000853e+01,5.796804680645377061e+01,6.661927890181983614e+00,6.333365161612923799e+01,1.123100227704327914e+01
-5.300000000000000000e+01,5.797250784352137742e+01,6.653524377031176051e+00,6.327073036647296789e+01,1.116786886131260204e+01
-5.290000000000000568e+01,5.800943536441102566e+01,6.663547408727249710e+00,6.324851113814936099e+01,1.108558518388021419e+01
-5.280000000000001137e+01,5.807889578302425804e+01,6.686595394474607268e+00,6.325457945539354654e+01,1.103942517016404601e+01
-5.270000000000000284e+01,5.814669645845401647e+01,6.733131527016831264e+00,6.327583381681887431e+01,1.102518958396272453e+01
-5.260000000000000853e+01,5.822929859133309094e+01,6.777923171196432506e+00,6.329927040707693919e+01,1.105614179367557881e+01
-5.250000000000000000e+01,5.829755218398560856e+01,6.803600773331246465e+00,6.331850599129474944e+01,1.109413769195605326e+01
-5.240000000000000568e+01,5.833814062339912709e+01,6.804955417833065567e+00,6.331541371608221880e+01,1.114753896684843504e+01
-5.230000000000001137e+01,5.836822761174132523e+01,6.794106375902819295e+00,6.328087811055323186e+01,1.119581237620127823e+01
-5.220000000000000284e+01,5.838841895338689625e+01,6.784454291124870196e+00,6.324422350538871029e+01,1.123754982934942781e+01
-5.210000000000000853e+01,5.840623847477419162e+01,6.801369099530312212e+00,6.321472649181573189e+01,1.128743742237927350e+01
-5.200000000000000000e+01,5.841150462112620545e+01,6.825610507038184060e+00,6.317572784984061229e+01,1.129097765412155141e+01
-5.190000000000000568e+01,5.841596978583141464e+01,6.851684275008319780e+00,6.313749952401377641e+01,1.129298848626020302e+01
-5.180000000000001137e+01,5.840016965379297886e+01,6.861094361822117627e+00,6.310652754687144750e+01,1.129647458650863889e+01
-5.170000000000000284e+01,5.836725162217429386e+01,6.879506529755151867e+00,6.309839261478895622e+01,1.132247837972120941e+01
-5.160000000000000853e+01,5.832990242276840576e+01,6.902807229213723694e+00,6.310015813576035981e+01,1.133057271996676185e+01
-5.150000000000000000e+01,5.830291297060135491e+01,6.911781336521702457e+00,6.309413938262947852e+01,1.133677152056482207e+01
-5.140000000000000568e+01,5.828513014910502221e+01,6.928401074221664402e+00,6.307557027047572262e+01,1.134098460853199875e+01
-5.130000000000001137e+01,5.825204374717546330e+01,6.935543703174122498e+00,6.303293432180852562e+01,1.135149515586442348e+01
-5.120000000000000284e+01,5.822960433251690660e+01,6.935231986170919072e+00,6.299064522265937427e+01,1.136441911259517745e+01
-5.110000000000000853e+01,5.820461777883623000e+01,6.938181146558335399e+00,6.296192045666585813e+01,1.137935330899030184e+01
-5.100000000000000000e+01,5.818811979792896238e+01,6.933860019658374618e+00,6.290296820299992930e+01,1.139995877682601311e+01
-5.090000000000000568e+01,5.816031625865925037e+01,6.903133897321749757e+00,6.285885662150249686e+01,1.144669660893187135e+01
-5.080000000000001137e+01,5.812898264701881601e+01,6.860259118520921184e+00,6.282564072846194847e+01,1.151027744134024111e+01
-5.070000000000000284e+01,5.809563316500659624e+01,6.833162933664879368e+00,6.276983352628757018e+01,1.155767448576655454e+01
-5.060000000000000853e+01,5.806939443083290797e+01,6.817788350481295723e+00,6.271676307514692184e+01,1.160625934519232239e+01
-5.050000000000000000e+01,5.803830919647378295e+01,6.802129797253134491e+00,6.264973171151083875e+01,1.162893172135311737e+01
-5.040000000000000568e+01,5.802261018059717657e+01,6.795275808541365592e+00,6.260026587545614518e+01,1.165764976532448216e+01
-5.030000000000001137e+01,5.800426388192535399e+01,6.784554016499519946e+00,6.255373821038200077e+01,1.169665419527524719e+01
-5.020000000000000284e+01,5.797444065274100211e+01,6.761674256763849478e+00,6.250096971175794636e+01,1.169811697989895372e+01
-5.010000000000000853e+01,5.794669903218461826e+01,6.750563571705199273e+00,6.244331812234253221e+01,1.168951479911512159e+01
-5.000000000000000000e+01,5.793636774074120410e+01,6.762665250793729932e+00,6.236372406090880105e+01,1.168142438332956523e+01
-4.990000000000000568e+01,5.793310154780103005e+01,6.776110410159176922e+00,6.227913248437844373e+01,1.159202101353668368e+01
-4.980000000000001137e+01,5.792446894092193332e+01,6.794996625343785901e+00,6.228211354833374713e+01,1.150382556367076603e+01
