Time (s),Mean SBP Fallers (mmHg),SD SBP Fallers (mmHg),Mean SBP Non-Fallers (mmHg),SD SBP Non-Fallers (mmHg)
-3.490000000000000568e+01,1.151563948820875822e+02,1.626607013034315941e+01,1.224844572166893784e+02,2.056236928998267999e+01
-3.480000000000001137e+01,1.152183844908568773e+02,1.632818506616353460e+01,1.223119392772976539e+02,2.069438963939817810e+01
-3.470000000000000284e+01,1.152605572246842343e+02,1.638885648656895100e+01,1.221350668564775077e+02,2.075091710780680998e+01
-3.460000000000000853e+01,1.152610460045876550e+02,1.643201403549986495e+01,1.220634649090098378e+02,2.073808753039573816e+01
-3.450000000000001421e+01,1.152835892893709513e+02,1.646556625458250167e+01,1.220061907815229034e+02,2.071292611095240588e+01
-3.440000000000000568e+01,1.153051295533580856e+02,1.649723333766105071e+01,1.219485529377749486e+02,2.068497873897084105e+01
-3.430000000000001137e+01,1.152777006167195992e+02,1.655404580188298880e+01,1.218932397278143327e+02,2.066189852903415414e+01
-3.420000000000000284e+01,1.152184652226239194e+02,1.663310770820211459e+01,1.219261421287541225e+02,2.065075366227824105e+01
-3.410000000000000853e+01,1.151341125940978856e+02,1.668262576879830661e+01,1.220449465204514183e+02,2.062542162349863517e+01
-3.400000000000001421e+01,1.150453741375255703e+02,1.671293342150628192e+01,1.221156743841646062e+02,2.060406180391147757e+01
-3.390000000000000568e+01,1.149297877957415039e+02,1.671590604508531541e+01,1.221871979694783334e+02,2.060569163665211434e+01
-3.380000000000001137e+01,1.148309973682109302e+02,1.671966166015133837e+01,1.222458887171082864e+02,2.060472903699762881e+01
-3.370000000000000284e+01,1.147872117065581534e+02,1.673034936093872105e+01,1.222894291631566119e+02,2.054446020433197262e+01
-3.360000000000000853e+01,1.147324958725375410e+02,1.675134614282424650e+01,1.223186236887544283e+02,2.052183636607294659e+01
-3.350000000000001421e+01,1.146734834961445983e+02,1.676739045724597332e+01,1.222784166088012654e+02,2.044997046177096323e+01
-3.340000000000000568e+01,1.146172629303421360e+02,1.676555328298229597e+01,1.222197029100928631e+02,2.042143891112857901e+01
-3.330000000000001137e+01,1.146070268636726723e+02,1.674092342135346101e+01,1.221419394223863151e+02,2.041230727152628077e+01
-3.320000000000000284e+01,1.146273817838299038e+02,1.671762426479808994e+01,1.221024648039163907e+02,2.039979868590128476e+01
-3.310000000000000853e+01,1.146527188246790701e+02,1.669720937831639418e+01,1.221006527884447905e+02,2.036581000251932849e+01
-3.300000000000001421e+01,1.146741288551470888e+02,1.667970107646607048e+01,1.221061996801164184e+02,2.034057343398697881e+01
-3.290000000000000568e+01,1.146886917592043744e+02,1.667101339851691222e+01,1.221550917302887740e+02,2.036457428847859674e+01
-3.280000000000001137e+01,1.147000723445363519e+02,1.668318549045948274e+01,1.222815580945994469e+02,2.046386488617493526e+01
-3.270000000000000284e+01,1.147077478925863829e+02,1.670991649414314395e+01,1.224450762749554116e+02,2.063882121180848728e+01
-3.260000000000000853e+01,1.147092272267099418e+02,1.673306701446568923e+01,1.226308384921223649e+02,2.077692448656774715e+01
-3.250000000000001421e+01,1.147044670269312832e+02,1.675038200282569179e+01,1.227907754441735761e+02,2.084283224318746264e+01
-3.240000000000000568e+01,1.146919769882196078e+02,1.677623822287132072e+01,1.229168704074559457e+02,2.091876019237349738e+01
-3.230000000000001137e+01,1.146193229332900216e+02,1.679548791227200866e+01,1.230224814996535514e+02,2.098807521515026409e+01
-3.220000000000000284e+01,1.145564717795062109e+02,1.682729043905466426e+01,1.231048657821084475e+02,2.098067621954355033e+01
-3.210000000000000853e+01,1.144911344316470405e+02,1.686012973940577098e+01,1.232358278806714225e+02,2.083974231280915035e+01
-3.200000000000001421e+01,1.144315717661782514e+02,1.689874237139661162e+01,1.232878185829498392e+02,2.064379383870241114e+01
-3.190000000000000568e+01,1.144233021195810807e+02,1.692462612233108032e+01,1.232888423389298254e+02,2.036881679333635020e+01
-3.180000000000001137e+01,1.144189679642416451e+02,1.694357952895027708e+01,1.232937193777338365e+02,2.013022854548063734e+01
-3.170000000000000284e+01,1.143976384742056496e+02,1.697777855902937461e+01,1.233372486722056607e+02,1.997546493848023630e+01
-3.160000000000000853e+01,1.143789970229188242e+02,1.697881215415629441e+01,1.233939317888983851e+02,1.986135331636197066e+01
-3.150000000000001421e+01,1.143580479393401959e+02,1.698370599127441949e+01,1.234355532926539354e+02,1.980983145225630793e+01
-3.140000000000000568e+01,1.143400379453864133e+02,1.698740089360549987e+01,1.235433925991531368e+02,1.975963844828916649e+01
-3.130000000000001137e+01,1.143058324495590625e+02,1.699016866477927579e+01,1.236523482751520078e+02,1.975046391750196406e+01
-3.120000000000000284e+01,1.142342454801298430e+02,1.694992865011846206e+01,1.237150260952272163e+02,1.972874849412793807e+01
-3.110000000000000853e+01,1.141572798165699538e+02,1.692355578984730968e+01,1.237483036446617035e+02,1.971924792886184363e+01
-3.100000000000001421e+01,1.140722587785717508e+02,1.691310001955626419e+01,1.237672950367889229e+02,1.973428060584458166e+01
-3.090000000000000568e+01,1.139844530642940725e+02,1.690725197267339297e+01,1.238074874808461630e+02,1.977629396730464961e+01
-3.080000000000001137e+01,1.138819765445310850e+02,1.691845294328717486e+01,1.238851001629690671e+02,1.985757921688681549e+01
-3.070000000000000284e+01,1.137861871770284097e+02,1.695379871931762850e+01,1.239656815602262725e+02,1.995482387720031525e+01
-3.060000000000000853e+01,1.136895852421991009e+02,1.699539354504893751e+01,1.240496752743057556e+02,2.006028850786746887e+01
-3.050000000000001421e+01,1.135663450678934367e+02,1.701752828427207831e+01,1.241452209949890459e+02,2.019567995717367026e+01
-3.040000000000000568e+01,1.134511964113290929e+02,1.704348708185701611e+01,1.241621567627041571e+02,2.019986291975085635e+01
-3.030000000000001137e+01,1.133937701629367183e+02,1.704473694518940263e+01,1.241840968996532553e+02,2.018761455803285898e+01
-3.020000000000000284e+01,1.133339324691670242e+02,1.703782371562443387e+01,1.240965835297979964e+02,2.000990846288591385e+01
-3.010000000000000853e+01,1.133355048231356221e+02,1.704801659300879635e+01,1.240528007811373215e+02,1.978064966778149980e+01
-3.000000000000001421e+01,1.134009685905049736e+02,1.706044357672627854e+01,1.240572829358981721e+02,1.954869210481668418e+01
-2.990000000000000568e+01,1.134648896964587408e+02,1.707104661200949636e+01,1.240881603289576560e+02,1.933445769678973036e+01
-2.980000000000001137e+01,1.135214928044224223e+02,1.706533406850533652e+01,1.241070800628093167e+02,1.915092131140709952e+01
-2.970000000000000284e+01,1.135965185616993409e+02,1.707133174235497819e+01,1.241176581120631397e+02,1.899545900042428315e+01
-2.960000000000000853e+01,1.136978721090101914e+02,1.706361523560162752e+01,1.241388611413699863e+02,1.887126299022563813e+01
-2.950000000000001421e+01,1.138300985014012383e+02,1.704512861977910276e+01,1.242456541040212983e+02,1.884692721834426621e+01
-2.940000000000000568e+01,1.139690726005361086e+02,1.702996668824760107e+01,1.243729650401452318e+02,1.883470157507774800e+01
-2.930000000000001137e+01,1.140935432081610799e+02,1.701121405058175284e+01,1.244338120406390829e+02,1.887419244903295379e+01
-2.920000000000000284e+01,1.142141272231607871e+02,1.698908282867902031e+01,1.244832220396436497e+02,1.891623211447790709e+01
-2.910000000000000853e+01,1.143410023985789223e+02,1.695457803620939430e+01,1.244931935658063367e+02,1.892232484940680237e+01
-2.900000000000001421e+01,1.144125291451600361e+02,1.691769717199749223e+01,1.244919551546164769e+02,1.895897012244740054e+01
-2.890000000000000568e+01,1.144228762588181780e+02,1.686779209891984266e+01,1.245189970822463295e+02,1.902301159771892358e+01
-2.880000000000001137e+01,1.144243660597517618e+02,1.682366077960584860e+01,1.245563200490875744e+02,1.908435699071412373e+01
-2.870000000000000284e+01,1.144327451031993945e+02,1.679197754864514991e+01,1.245543166176366014e+02,1.913770386578512017e+01
-2.860000000000000853e+01,1.144344979064582901e+02,1.677007560679940923e+01,1.245155276079796067e+02,1.920583564767031248e+01
-2.850000000000001421e+01,1.144244828175570348e+02,1.675780045457828393e+01,1.244619884472746634e+02,1.926489812104365384e+01
-2.840000000000000568e+01,1.143752424970939927e+02,1.675331402959856675e+01,1.244086344708276783e+02,1.930589369072635719e+01
-2.830000000000001137e+01,1.142816357018219975e+02,1.674381665334904312e+01,1.243158577983139281e+02,1.931038199722023307e+01
-2.820000000000000284e+01,1.141476017590299534e+02,1.671730976060925755e+01,1.242377154418216492e+02,1.932851230227314332e+01
-2.810000000000000853e+01,1.140399093935149182e+02,1.670616224338873224e+01,1.241769536548717525e+02,1.937036286432930510e+01
-2.800000000000001421e+01,1.139322170279998119e+02,1.670180051913796859e+01,1.241238021782773018e+02,1.936100286345655874e+01
-2.790000000000000568e+01,1.138311527523307376e+02,1.670370583761154037e+01,1.240649824924567923e+02,1.938604102211157709e+01
-2.780000000000001137e+01,1.137392284180599091e+02,1.671032470704066952e+01,1.240010701003992182e+02,1.943695539369648628e+01
-2.770000000000000284e+01,1.136930796076959922e+02,1.670732533794994623e+01,1.239622163018371452e+02,1.951967888171678212e+01
-2.760000000000000853e+01,1.136334138591517018e+02,1.666936852651617329e+01,1.239446605655488725e+02,1.962086778823066879e+01
-2.750000000000001421e+01,1.135777224922062487e+02,1.663409638567122784e+01,1.239584401022229514e+02,1.969892603316714030e+01
-2.740000000000000568e+01,1.135278945853533230e+02,1.661814687125762546e+01,1.239706163512158952e+02,1.977745834589484630e+01
-2.730000000000001137e+01,1.135040324447808615e+02,1.662971007994838146e+01,1.238929157190952708e+02,1.968274782699156233e+01
-2.720000000000000284e+01,1.134528875995667363e+02,1.658098383106473506e+01,1.238213154357717514e+02,1.958830221433430907e+01
-2.710000000000000853e+01,1.133913530065946560e+02,1.651553405663530327e+01,1.237237919235308254e+02,1.949747805864025807e+01
-2.700000000000001421e+01,1.133546990648028014e+02,1.646143728689462193e+01,1.236678930442795377e+02,1.943200831822194630e+01
-2.690000000000000568e+01,1.133108816034596202e+02,1.640079460222789010e+01,1.236411752750265549e+02,1.937505405906988543e+01
-2.680000000000001137e+01,1.132599361311771844e+02,1.635080209503618320e+01,1.235907783613782414e+02,1.932053782751911086e+01
-2.670000000000000284e+01,1.132337686152875591e+02,1.629203309193486149e+01,1.235387349169828042e+02,1.932936548966853252e+01
-2.660000000000000853e+01,1.131987589091287134e+02,1.622898163143006300e+01,1.234706734619385173e+02,1.941136431393937301e+01
-2.650000000000001421e+01,1.131843868024458857e+02,1.617124051691478215e+01,1.234128834418959855e+02,1.948972874117063014e+01
-2.640000000000000568e+01,1.131682236157451626e+02,1.611860352989447520e+01,1.233177104669204596e+02,1.952771172917326226e+01
-2.630000000000001137e+01,1.131330055858237529e+02,1.606790981875110447e+01,1.232100881218946142e+02,1.957706527215226089e+01
-2.620000000000000284e+01,1.130888109614673454e+02,1.601885435873508001e+01,1.231428809911599416e+02,1.968311719538034055e+01
-2.610000000000000853e+01,1.130659783865527857e+02,1.600115053686480948e+01,1.230896095185192110e+02,1.981229964228004548e+01
-2.600000000000001421e+01,1.130664676450864619e+02,1.598486581409928853e+01,1.230814398687724207e+02,1.993213081525100705e+01
-2.590000000000000568e+01,1.131006787469278834e+02,1.594909168606557692e+01,1.230933973407357485e+02,2.007313889913953986e+01
-2.580000000000001137e+01,1.131315000652947305e+02,1.590307448454712613e+01,1.232031325493446303e+02,2.019148023598036090e+01
-2.570000000000000284e+01,1.131574599981704097e+02,1.586362117307842290e+01,1.233050022339586747e+02,2.030442254397648227e+01
-2.560000000000000853e+01,1.131146263467875741e+02,1.578221319508948284e+01,1.233963358775931454e+02,2.043978157574344934e+01
-2.550000000000001421e+01,1.130575140415926825e+02,1.568563063821377135e+01,1.234299653172358262e+02,2.043818496678391483e+01
-2.540000000000000568e+01,1.130044819533900124e+02,1.558294900366907321e+01,1.234158035258450070e+02,2.028938396044859260e+01
-2.530000000000001137e+01,1.130051656445427710e+02,1.546217153075046191e+01,1.233546310149828855e+02,2.008253376567909143e+01
-2.520000000000000284e+01,1.130010756444111593e+02,1.534337514303867600e+01,1.232833004654240625e+02,1.991332849029899066e+01
-2.510000000000000853e+01,1.129995918186161674e+02,1.524126180556892507e+01,1.231829444676229315e+02,1.979090867082183891e+01
-2.500000000000001421e+01,1.129743079716684520e+02,1.513632507273738526e+01,1.230716386615341662e+02,1.972164393080234035e+01
-2.490000000000000568e+01,1.129419044698883710e+02,1.503896752564165062e+01,1.228996066549407544e+02,1.965927754167415031e+01
-2.480000000000001137e+01,1.129411554925490719e+02,1.497465283520587320e+01,1.228159898297978145e+02,1.959904077968651492e+01
-2.470000000000000284e+01,1.129150299862464379e+02,1.490405827040477149e+01,1.227469036680050891e+02,1.954607781426522806e+01
-2.460000000000000853e+01,1.128933945844556916e+02,1.484054040563057697e+01,1.226905461058587008e+02,1.950799136401213119e+01
-2.450000000000001421e+01,1.128967520993543729e+02,1.479370943535757021e+01,1.227259405294166044e+02,1.953096748862097698e+01
-2.440000000000000568e+01,1.128993486428737612e+02,1.475077587394887146e+01,1.227476343251985469e+02,1.958392361153631001e+01
-2.430000000000001137e+01,1.129043731872505134e+02,1.471407886852876779e+01,1.227529385849246779e+02,1.965594537202398584e+01
-2.420000000000000284e+01,1.128958870449437910e+02,1.469427920480952388e+01,1.227053631344308542e+02,1.970854817635156664e+01
-2.410000000000000853e+01,1.129381181570030463e+02,1.471069275175667812e+01,1.226532021101629084e+02,1.971083192931331141e+01
-2.400000000000001421e+01,1.130273656777863778e+02,1.475698344976591336e+01,1.225844294705866986e+02,1.975751041324351576e+01
-2.390000000000000568e+01,1.130886321224032258e+02,1.479398045396547445e+01,1.225087292997178707e+02,1.983748211743579049e+01
-2.380000000000001137e+01,1.132264313593264404e+02,1.485025750207599593e+01,1.224303920444163936e+02,1.995057410897928563e+01
-2.370000000000000284e+01,1.133742441855794283e+02,1.491091798949236491e+01,1.223422074422659307e+02,2.009421176582628377e+01
-2.360000000000000853e+01,1.134991973922793704e+02,1.500508407051530746e+01,1.222714128540356882e+02,2.028834626529745933e+01
-2.350000000000001421e+01,1.136184968646032445e+02,1.512848598600726113e+01,1.222637832918763223e+02,2.041013285867685667e+01
-2.340000000000000568e+01,1.137054396701359167e+02,1.521889539354853049e+01,1.223601974977288762e+02,2.033177040342418351e+01
-2.330000000000001137e+01,1.138201401855634742e+02,1.528781608265079228e+01,1.224632999724798168e+02,2.024970987910741371e+01
-2.320000000000000284e+01,1.138892431283673545e+02,1.532062416586804332e+01,1.225627162083988964e+02,2.014432672193309770e+01
-2.310000000000000853e+01,1.139540122477610851e+02,1.535267552090761711e+01,1.226606643095239093e+02,2.005910790086045026e+01
-2.300000000000001421e+01,1.140187813671546735e+02,1.538995842744380838e+01,1.227149308129913123e+02,1.994782319881180754e+01
-2.290000000000000568e+01,1.141027366569178838e+02,1.544132781959725165e+01,1.227200390103538723e+02,1.985647723704102674e+01
-2.280000000000001137e+01,1.141620012232702521e+02,1.550918782082624681e+01,1.226981271303689027e+02,1.977897352992815883e+01
-2.270000000000000284e+01,1.141969769462557025e+02,1.553935493338357254e+01,1.226488619744490052e+02,1.974168191459825294e+01
-2.260000000000000853e+01,1.142151896530950381e+02,1.555439608685315100e+01,1.226022430198944875e+02,1.966927559376150469e+01
-2.250000000000001421e+01,1.142234929483626900e+02,1.554133468787375705e+01,1.225687325938227303e+02,1.960977595270777840e+01
-2.240000000000000568e+01,1.142443637378116534e+02,1.551688856419904283e+01,1.225646015059953555e+02,1.956216421588053933e+01
-2.230000000000001137e+01,1.142234862845236592e+02,1.549386018905072149e+01,1.225876732683760935e+02,1.953539909245620620e+01
-2.220000000000000284e+01,1.142600566521576297e+02,1.548912074144356943e+01,1.226025305557719776e+02,1.951934599224422229e+01
-2.210000000000000853e+01,1.143153538061870051e+02,1.550204403099188077e+01,1.226042379232665951e+02,1.952154028949567888e+01
-2.200000000000001421e+01,1.143517505284523139e+02,1.550913403976910665e+01,1.225841378015990415e+02,1.951959514647253968e+01
-2.190000000000000568e+01,1.143901312265124233e+02,1.551347888502427175e+01,1.225263612912753217e+02,1.952932247209115602e+01
-2.180000000000001137e+01,1.144384875666100498e+02,1.551905134998532532e+01,1.224454325020768408e+02,1.958089159090938836e+01
-2.170000000000000284e+01,1.144864856249935769e+02,1.553751114630575181e+01,1.223570943033315359e+02,1.965444243372996524e+01
-2.160000000000000853e+01,1.145180914385080655e+02,1.557005445644137431e+01,1.222702997528182181e+02,1.975326435164511096e+01
-2.150000000000001421e+01,1.145503956472158933e+02,1.560264515810214547e+01,1.221571711961890543e+02,1.983566451234748484e+01
-2.140000000000000568e+01,1.145541026184885425e+02,1.564667133892596418e+01,1.221142214828530825e+02,1.993719671177182562e+01
-2.130000000000001137e+01,1.144471456269645557e+02,1.553119020116182547e+01,1.221923659802794617e+02,1.987870858523977091e+01
-2.120000000000000284e+01,1.143041488890731614e+02,1.537297614847825500e+01,1.222675463115793661e+02,1.978494057427848674e+01
-2.110000000000000853e+01,1.141353654988177908e+02,1.520890634645359363e+01,1.223511345053380950e+02,1.971873516500365398e+01
-2.100000000000001421e+01,1.139607078645684197e+02,1.505416051695565649e+01,1.224079383262221228e+02,1.967446221113725002e+01
-2.090000000000000568e+01,1.138178747715092385e+02,1.492484349012790545e+01,1.224267480345322383e+02,1.961947564885577577e+01
-2.080000000000001137e+01,1.137133848380984205e+02,1.482063262825776739e+01,1.224676260709443056e+02,1.953915464586735240e+01
-2.070000000000000284e+01,1.136365825598273176e+02,1.475647002018308207e+01,1.224442800097319548e+02,1.950953164472763390e+01
-2.060000000000000853e+01,1.135650639681100671e+02,1.471417555019680456e+01,1.223883864808339865e+02,1.950496180537695068e+01
-2.050000000000001421e+01,1.135019068324438791e+02,1.469546262749490673e+01,1.223241237535606132e+02,1.951520666462971576e+01
-2.040000000000000568e+01,1.134743563840456346e+02,1.469894424846359549e+01,1.223266737360106617e+02,1.954915555050749276e+01
-2.030000000000001137e+01,1.135344031927166952e+02,1.475268515286273008e+01,1.223916916969722593e+02,1.961795678834287671e+01
-2.020000000000000284e+01,1.136104973777272562e+02,1.483477730955632445e+01,1.224463909050170827e+02,1.969054660073091867e+01
-2.010000000000000853e+01,1.136916201888846700e+02,1.493396557703081307e+01,1.224764011848251215e+02,1.976810924054269947e+01
-2.000000000000001421e+01,1.138710993598893140e+02,1.503027385002032013e+01,1.225058558275303824e+02,1.984228835828385229e+01
-1.990000000000000568e+01,1.140963546840066840e+02,1.512795852781781569e+01,1.225689563646702851e+02,1.990859907836214404e+01
-1.980000000000001137e+01,1.142142600609148957e+02,1.509535150238935586e+01,1.225120656353269766e+02,1.993853924885121742e+01
-1.970000000000000284e+01,1.142836671024226405e+02,1.496573397835482133e+01,1.223961682459183749e+02,1.988815315524729499e+01
-1.960000000000000853e+01,1.143463696431713572e+02,1.485942606465152416e+01,1.222827407976420915e+02,1.985826900440146403e+01
-1.950000000000001421e+01,1.144168816310103409e+02,1.478121701116248410e+01,1.220934494465142848e+02,1.983323425089563230e+01
-1.940000000000000568e+01,1.144975662744807465e+02,1.473398718706729582e+01,1.218576715825349623e+02,1.983269237354201309e+01
-1.930000000000001137e+01,1.145928618767963485e+02,1.470909927390663618e+01,1.216834176664010130e+02,1.979236476677411005e+01
-1.920000000000000284e+01,1.147362818974672649e+02,1.467144205946830482e+01,1.214897972527961514e+02,1.978917045650333861e+01
-1.910000000000000853e+01,1.148801951879076313e+02,1.461294199461121224e+01,1.213007272067559370e+02,1.981990532012240536e+01
-1.900000000000001421e+01,1.149652798468708710e+02,1.460051972094485784e+01,1.211590120339451886e+02,1.986510644468001985e+01
-1.890000000000000568e+01,1.150045005836717991e+02,1.457972209938369090e+01,1.211665900409424381e+02,1.982543039044785615e+01
-1.880000000000001137e+01,1.150751934960989473e+02,1.457511927823993858e+01,1.211922204643252030e+02,1.982271817335528397e+01
-1.870000000000000284e+01,1.151541139203872746e+02,1.460150052570780410e+01,1.212658757051340217e+02,1.987862317061598105e+01
-1.860000000000000853e+01,1.151841237269471208e+02,1.459273511350547103e+01,1.213707125011224548e+02,1.993613593341190793e+01
-1.850000000000001421e+01,1.152090500530847379e+02,1.460216956678356937e+01,1.214488573522510251e+02,2.006646124886590243e+01
-1.840000000000000568e+01,1.152811361942949304e+02,1.462676593811111481e+01,1.215511624234004273e+02,2.023882822321436592e+01
-1.830000000000001137e+01,1.153551949376033008e+02,1.465939659703967912e+01,1.216599004568373203e+02,2.044383358454716770e+01
-1.820000000000000284e+01,1.153107173552796354e+02,1.460290459176571254e+01,1.217359854850576539e+02,2.054891261466964281e+01
-1.810000000000000853e+01,1.152381606395661890e+02,1.450771161501619133e+01,1.217378147825279910e+02,2.049174244591776528e+01
-1.800000000000001421e+01,1.152043141640351962e+02,1.442075373677272943e+01,1.218004714535157831e+02,2.040223313606430722e+01
-1.790000000000000568e+01,1.151396713180507305e+02,1.430870596279805085e+01,1.218699565565514007e+02,2.033799438481605648e+01
-1.780000000000001137e+01,1.150713077670613274e+02,1.420123593852147970e+01,1.219554592528607913e+02,2.028102880069035052e+01
-1.770000000000000284e+01,1.150251506565990525e+02,1.413660623621215606e+01,1.220178009838734852e+02,2.020231484948203260e+01
-1.760000000000000853e+01,1.150001990982209463e+02,1.409462994777208600e+01,1.220610992014082825e+02,2.009249434938664436e+01
-1.750000000000001421e+01,1.149691497992683082e+02,1.407232293755700248e+01,1.220993440490441628e+02,2.001116603553876061e+01
-1.740000000000000568e+01,1.149438777662074358e+02,1.404675264388815847e+01,1.221907715657580695e+02,1.993538847810728853e+01
-1.730000000000001137e+01,1.149217353013474536e+02,1.402088788248979334e+01,1.222798844194960992e+02,1.986749291745802637e+01
-1.720000000000000284e+01,1.149097303401808432e+02,1.401102546636333201e+01,1.223544588910740600e+02,1.980938886667404475e+01
-1.710000000000000853e+01,1.149056109622226955e+02,1.401081538002609506e+01,1.224213827462554320e+02,1.975207075667899659e+01
-1.700000000000001421e+01,1.148841212064782553e+02,1.400348738941765880e+01,1.224763122253864509e+02,1.971681951619055440e+01
-1.690000000000000568e+01,1.148539855772107643e+02,1.399065530639674648e+01,1.225487700015189603e+02,1.965307141918405165e+01
-1.680000000000001137e+01,1.148083918419948475e+02,1.397938703512275360e+01,1.226179206434385947e+02,1.960290687597558090e+01
-1.670000000000000284e+01,1.147476713779098958e+02,1.397568354150077674e+01,1.226611240047078013e+02,1.957737799073249363e+01
-1.660000000000000853e+01,1.147171213869631003e+02,1.396717754908505071e+01,1.226604487684474805e+02,1.954353008788442381e+01
-1.650000000000001421e+01,1.147277886834450982e+02,1.395684958822938881e+01,1.226208867886711857e+02,1.951636403814825016e+01
-1.640000000000000568e+01,1.147431048817520178e+02,1.394769503979534697e+01,1.225715073740631880e+02,1.951134628363379875e+01
-1.630000000000001137e+01,1.147220946776564290e+02,1.389335211667520298e+01,1.225097217404782270e+02,1.952797868422946337e+01
-1.620000000000000284e+01,1.147193239074870803e+02,1.385286211589024319e+01,1.224531520954300277e+02,1.952209975431776456e+01
-1.610000000000000853e+01,1.147655189561656925e+02,1.384452342421310611e+01,1.224665713803920681e+02,1.940693327612577335e+01
-1.600000000000001421e+01,1.148065487715318937e+02,1.382682647906417195e+01,1.224438144655760254e+02,1.930099972127155183e+01
-1.590000000000000568e+01,1.148902863030665742e+02,1.382295465513475108e+01,1.224407778924416306e+02,1.921225510358454258e+01
-1.580000000000001137e+01,1.150181114861894827e+02,1.381587369489231421e+01,1.224820342386025231e+02,1.912437492874378364e+01
-1.570000000000000284e+01,1.151584765807187125e+02,1.382317930449992893e+01,1.225294529423167234e+02,1.903671481628737894e+01
-1.560000000000000853e+01,1.152089616472883478e+02,1.377184534173826869e+01,1.225772941211750293e+02,1.895607360216487791e+01
-1.550000000000001421e+01,1.152160680015226433e+02,1.372544652199975346e+01,1.226241005258976884e+02,1.889562997251625731e+01
-1.540000000000000568e+01,1.152075132949182574e+02,1.370598640965657999e+01,1.226757664991526866e+02,1.886405856656057978e+01
-1.530000000000001137e+01,1.151734693163372185e+02,1.370824445523454393e+01,1.227336377094678141e+02,1.884006067677144713e+01
-1.520000000000000284e+01,1.151230571826542786e+02,1.370013292906525670e+01,1.227471977051198451e+02,1.877257047944076618e+01
-1.510000000000000853e+01,1.150722931357742027e+02,1.369296803603551638e+01,1.227288308904497995e+02,1.870685512470721434e+01
-1.500000000000001421e+01,1.150031781625938123e+02,1.368654680356949527e+01,1.227130112454253918e+02,1.865697710136146625e+01
-1.490000000000000568e+01,1.148968065637133122e+02,1.366094067374238463e+01,1.226787972935431696e+02,1.861636040509246115e+01
-1.480000000000001137e+01,1.147278344280619677e+02,1.358883882338844273e+01,1.226599780002752453e+02,1.858960614012072909e+01
-1.470000000000000284e+01,1.145635505904426594e+02,1.352668004435985516e+01,1.227009668832613301e+02,1.858234562038484938e+01
-1.460000000000000853e+01,1.143959376268451535e+02,1.346944513735199678e+01,1.228402829759818928e+02,1.859179936656754961e+01
-1.450000000000001421e+01,1.142263867143318805e+02,1.341416693345015609e+01,1.230092509078131400e+02,1.866491051688634784e+01
-1.440000000000000568e+01,1.140416075574028696e+02,1.336370182437262599e+01,1.232181066230456565e+02,1.873826332775056613e+01
-1.430000000000001137e+01,1.138784776768557379e+02,1.334005663608299663e+01,1.234347955664180461e+02,1.882017435703518160e+01
-1.420000000000000284e+01,1.137365400544366594e+02,1.334964775567307704e+01,1.236274718363959408e+02,1.891972086000128073e+01
-1.410000000000000853e+01,1.136264867835401304e+02,1.341865012608444374e+01,1.237770804553031496e+02,1.897379592183867558e+01
-1.400000000000001421e+01,1.135423289199487726e+02,1.351817771806989477e+01,1.239475027523952519e+02,1.904162709698261580e+01
-1.390000000000000568e+01,1.134774219571034877e+02,1.361210063020066841e+01,1.241367691000609312e+02,1.910264739511872634e+01
-1.380000000000001137e+01,1.134994919703363365e+02,1.370797023132328540e+01,1.242919692018839015e+02,1.913481313534310502e+01
-1.370000000000000284e+01,1.135838029947820189e+02,1.381607090251651648e+01,1.243631690694754184e+02,1.908558647567400257e+01
-1.360000000000000853e+01,1.137010580593778570e+02,1.394193817484935138e+01,1.243439828050476308e+02,1.897068899221184424e+01
-1.350000000000001421e+01,1.138181128107014786e+02,1.407721099442593271e+01,1.243048196823096987e+02,1.887633245633438150e+01
-1.340000000000000568e+01,1.139268456715896889e+02,1.421529381853451213e+01,1.242616466333561078e+02,1.883230753255930168e+01
-1.330000000000001137e+01,1.140441231914317655e+02,1.436090381406010508e+01,1.242086433156355412e+02,1.884208210697612884e+01
-1.320000000000000284e+01,1.142216874326664993e+02,1.444750157367117716e+01,1.241228796202960751e+02,1.887805420226580466e+01
-1.310000000000000853e+01,1.143614158789541335e+02,1.449229084679926771e+01,1.240108168314300912e+02,1.890917558643464602e+01
-1.300000000000001421e+01,1.145296813661458799e+02,1.453634740326067387e+01,1.239246229484718498e+02,1.894756324514815304e+01
-1.290000000000000568e+01,1.147022193765877631e+02,1.456441324115296965e+01,1.238821788931099235e+02,1.897338640171982860e+01
-1.280000000000001137e+01,1.148250551854714416e+02,1.457207405796115118e+01,1.238977090347886616e+02,1.898144281904295028e+01
-1.270000000000000284e+01,1.149211048189024353e+02,1.456689960531298844e+01,1.239101622592082776e+02,1.899870344964295299e+01
-1.260000000000000853e+01,1.150063941861285457e+02,1.456765805664385383e+01,1.239157622569171338e+02,1.900944973100527235e+01
-1.250000000000001421e+01,1.150729030743522827e+02,1.457226773329166036e+01,1.239248175160336700e+02,1.898253038036052587e+01
-1.240000000000000568e+01,1.151471438116446535e+02,1.457948514368012916e+01,1.239901313281199577e+02,1.896142804636877344e+01
-1.230000000000001137e+01,1.151885287545356533e+02,1.456213227519623565e+01,1.239533143161918218e+02,1.898125539729546318e+01
-1.220000000000000284e+01,1.151985709752782725e+02,1.455054856948043707e+01,1.238598998845110373e+02,1.901920454649823711e+01
