Time (s),Mean SBP Fallers (mmHg),SD SBP Fallers (mmHg),Mean SBP Non-Fallers (mmHg),SD SBP Non-Fallers (mmHg)
1.112999999999999829e+02,1.003675636251139736e+02,2.507644245154592966e+01,1.273665158293346877e+02,2.566228037698982689e+01
1.113999999999999773e+02,1.003420132582736386e+02,2.498400927823769635e+01,1.272525830068952075e+02,2.555467093975440207e+01
1.114999999999999716e+02,1.003662627523725916e+02,2.492496076481363687e+01,1.271943058027737550e+02,2.548434214349869364e+01
1.115999999999999943e+02,1.004176248861633525e+02,2.487740899000574046e+01,1.271403169280784908e+02,2.543285946247035767e+01
1.116999999999999886e+02,1.005111616589789918e+02,2.484814921911321051e+01,1.271360694041561175e+02,2.544150288238169111e+01
1.117999999999999829e+02,1.006299061255011225e+02,2.483463730244925216e+01,1.271512789069500400e+02,2.546983017693719376e+01
1.118999999999999773e+02,1.007187034352929373e+02,2.486549420599901339e+01,1.271854892893308318e+02,2.552610054638507719e+01
1.119999999999999716e+02,1.007784537902386717e+02,2.489690690691609021e+01,1.272076719139899126e+02,2.565028066742537050e+01
1.120999999999999943e+02,1.008055297711168237e+02,2.487983268146803439e+01,1.273197526103474786e+02,2.565822192838184534e+01
1.121999999999999886e+02,1.008214786833984107e+02,2.486772099353940391e+01,1.274715781836491288e+02,2.560711471330643363e+01
1.122999999999999829e+02,1.008504620392943423e+02,2.486216249511286591e+01,1.276538673813110876e+02,2.564006826370940217e+01
1.123999999999999773e+02,1.008737430535799575e+02,2.482619193187458251e+01,1.278545021660793850e+02,2.569710893874682256e+01
1.124999999999999716e+02,1.008724353850543309e+02,2.476686521112176464e+01,1.279333068519591166e+02,2.568781204948515295e+01
1.125999999999999943e+02,1.008774142017780235e+02,2.471462315142678534e+01,1.280231865109636828e+02,2.569259822554329986e+01
1.126999999999999886e+02,1.009219251304510436e+02,2.464177205846495156e+01,1.280627861091607258e+02,2.568247221483968445e+01
1.127999999999999829e+02,1.010533985917663387e+02,2.460164583762725243e+01,1.280978670592203059e+02,2.564478530065797912e+01
1.128999999999999773e+02,1.012126935931216991e+02,2.458311560342017899e+01,1.281324546952337187e+02,2.561395198447095112e+01
1.129999999999999716e+02,1.013689561655094735e+02,2.456191067031137010e+01,1.282556967908336674e+02,2.554251528962686280e+01
1.130999999999999943e+02,1.015048393554527735e+02,2.454596477905293739e+01,1.283856281106200470e+02,2.551096684173273488e+01
1.131999999999999886e+02,1.016351752520909315e+02,2.453920805371419078e+01,1.284927346084601822e+02,2.554587922349329432e+01
1.132999999999999829e+02,1.017557147956331107e+02,2.453080692410910046e+01,1.285725582940040113e+02,2.560275117343426743e+01
1.133999999999999773e+02,1.019066238743901636e+02,2.454242215667491678e+01,1.286368571908087688e+02,2.567674413922426524e+01
1.134999999999999716e+02,1.019690316178527070e+02,2.451731927963490421e+01,1.286767680373561973e+02,2.575269925039878771e+01
1.135999999999999943e+02,1.019593067555275212e+02,2.447452337139570844e+01,1.286587751224604688e+02,2.576075866676646342e+01
1.136999999999999886e+02,1.019232400167550452e+02,2.439385893633515323e+01,1.286915807654280002e+02,2.569301662027731936e+01
1.137999999999999829e+02,1.018704196252709266e+02,2.430614640536047233e+01,1.286962099084641125e+02,2.559140073668251247e+01
1.138999999999999773e+02,1.018239702433939158e+02,2.426156200641204563e+01,1.287175733456577973e+02,2.549042587359347323e+01
1.139999999999999716e+02,1.017974987330232750e+02,2.423920727057079105e+01,1.287973071397212266e+02,2.536069462332370250e+01
1.140999999999999943e+02,1.018377554677115597e+02,2.424092787282889816e+01,1.288432558048640431e+02,2.527615008212489300e+01
1.141999999999999886e+02,1.018873515841051329e+02,2.422841685601079220e+01,1.288428273442491161e+02,2.520591663495604351e+01
1.142999999999999829e+02,1.019421318536184060e+02,2.421920839052948438e+01,1.288265003685670251e+02,2.519347800630059808e+01
1.143999999999999773e+02,1.019972257956792845e+02,2.421253607710498557e+01,1.287826850510678867e+02,2.529570102690744804e+01
1.144999999999999716e+02,1.020349999385973376e+02,2.418733202179583586e+01,1.287323257413911222e+02,2.540170884661347728e+01
1.145999999999999943e+02,1.020577650416901321e+02,2.416862533322291995e+01,1.286654430551670032e+02,2.547534002383143914e+01
1.146999999999999886e+02,1.020546190516045186e+02,2.414630811360063589e+01,1.286724720553431212e+02,2.550576164653682198e+01
1.147999999999999829e+02,1.020084238254185323e+02,2.411168790396772366e+01,1.287221345439404843e+02,2.553227025070316003e+01
1.148999999999999773e+02,1.019238850061515222e+02,2.412995409826812576e+01,1.287888961976383086e+02,2.547884670075371716e+01
1.149999999999999716e+02,1.018082318220646982e+02,2.420870614129954035e+01,1.288873282144546408e+02,2.545949369738121959e+01
1.150999999999999943e+02,1.016839546117706163e+02,2.430252041960200415e+01,1.290024505554239340e+02,2.546931441611499380e+01
1.151999999999999886e+02,1.015876119687763293e+02,2.442452698517728393e+01,1.291012455310147402e+02,2.548579569945839296e+01
1.152999999999999829e+02,1.015313009310497137e+02,2.457733162752851186e+01,1.291631299534973891e+02,2.551691171835560468e+01
1.153999999999999773e+02,1.015345798828646053e+02,2.471877795815896661e+01,1.292080378637919011e+02,2.553056735415941958e+01
1.154999999999999716e+02,1.015508292858837365e+02,2.486756932352156468e+01,1.292452513904421778e+02,2.552120143055282853e+01
1.155999999999999943e+02,1.015794329841690882e+02,2.499153479021333979e+01,1.292080139495500362e+02,2.545104624135421290e+01
1.156999999999999886e+02,1.016264187126719918e+02,2.507691971080556570e+01,1.291066514894552313e+02,2.542549282289790824e+01
1.157999999999999829e+02,1.016160797401344382e+02,2.509240859118151334e+01,1.290927598191504728e+02,2.536352344918751811e+01
1.158999999999999773e+02,1.016166634670498041e+02,2.508793867290832935e+01,1.291924173926812500e+02,2.528085762181355278e+01
1.159999999999999716e+02,1.015914432945450443e+02,2.504834016311176370e+01,1.292888461595259173e+02,2.526515052806364636e+01
1.160999999999999943e+02,1.015750567528804282e+02,2.498272302226297370e+01,1.294198582065514813e+02,2.532580315295975382e+01
1.161999999999999886e+02,1.015221388201533728e+02,2.490123404886341518e+01,1.296021982189099333e+02,2.547870040284545468e+01
1.162999999999999829e+02,1.014585407807439168e+02,2.481373085296594994e+01,1.297480225268983247e+02,2.568116482728876804e+01
1.163999999999999773e+02,1.013714317758849290e+02,2.476800907541518271e+01,1.299116230650919022e+02,2.583726561168687397e+01
1.164999999999999716e+02,1.012847917315576751e+02,2.472602044844607860e+01,1.299950009735060235e+02,2.598327245846497391e+01
1.165999999999999943e+02,1.011961735202288395e+02,2.468953091995190974e+01,1.301850127118831040e+02,2.615564523148289666e+01
1.166999999999999886e+02,1.011269558596179365e+02,2.470688163950643101e+01,1.303727045732602221e+02,2.632750303581976681e+01
1.167999999999999829e+02,1.011197221507961643e+02,2.478570394020472278e+01,1.305442273132371156e+02,2.650214107633161831e+01
1.168999999999999773e+02,1.011286580435768201e+02,2.489004863009454027e+01,1.307176525731412084e+02,2.666483803750933390e+01
1.169999999999999716e+02,1.010581224700888754e+02,2.493902184785653375e+01,1.309276506029272582e+02,2.685918624586727077e+01
1.170999999999999943e+02,1.009485853513965310e+02,2.494415331067145658e+01,1.310139458318517427e+02,2.687652480872946015e+01
1.171999999999999886e+02,1.008589695854709021e+02,2.492040925955336306e+01,1.310531393555829425e+02,2.684243870135773236e+01
1.172999999999999829e+02,1.007881218692082541e+02,2.490498923088850347e+01,1.310637050394670098e+02,2.682318382080297070e+01
1.173999999999999773e+02,1.007190648838726332e+02,2.491959347242302059e+01,1.310591826095141244e+02,2.684872922038503873e+01
1.174999999999999716e+02,1.006716550017361982e+02,2.489099369287289676e+01,1.310692491482173807e+02,2.691350756973521996e+01
1.175999999999999943e+02,1.006712829392398589e+02,2.488679863058760233e+01,1.310919235008706778e+02,2.695216747005249758e+01
1.176999999999999886e+02,1.007167691853232583e+02,2.491833462222869855e+01,1.311497748576682909e+02,2.695592550288976597e+01
1.177999999999999829e+02,1.007542972355380329e+02,2.492229072543200630e+01,1.312289367713806598e+02,2.694827574846432583e+01
1.178999999999999773e+02,1.007565132234139753e+02,2.493157567646932549e+01,1.312978180997702395e+02,2.695512131796988697e+01
1.179999999999999716e+02,1.007513461352016151e+02,2.494732117762366386e+01,1.313493043195413748e+02,2.696455678460294791e+01
1.180999999999999943e+02,1.007759755030649842e+02,2.493675531508124621e+01,1.314000348758247299e+02,2.699249973575452088e+01
1.181999999999999886e+02,1.008108110742127508e+02,2.492632396968432573e+01,1.313638925630424126e+02,2.687854953186883122e+01
1.182999999999999829e+02,1.007837291079544286e+02,2.487302732523641779e+01,1.312853978508387911e+02,2.676634960759512083e+01
1.183999999999999773e+02,1.007514879949659559e+02,2.481863618596700860e+01,1.311312582837495313e+02,2.664467150859755762e+01
1.184999999999999716e+02,1.007175869442266105e+02,2.477533975834259294e+01,1.309306436159282327e+02,2.655115831393814929e+01
1.185999999999999943e+02,1.007007951645187376e+02,2.473390587045273037e+01,1.307487453284229844e+02,2.652959999844581063e+01
1.186999999999999886e+02,1.007311864522489486e+02,2.468015982800920582e+01,1.305906635143379617e+02,2.654877783379875567e+01
1.187999999999999829e+02,1.007869278617467046e+02,2.464988626059661669e+01,1.303893406458678896e+02,2.655638731027509181e+01
1.188999999999999773e+02,1.008626220013454002e+02,2.460622886085746686e+01,1.301165496899331231e+02,2.646462105858206471e+01
1.189999999999999716e+02,1.009202156757911695e+02,2.455496500865477927e+01,1.298169431872326811e+02,2.635755782290990012e+01
1.190999999999999659e+02,1.009599849651712731e+02,2.449110152311942556e+01,1.295708666616170888e+02,2.621448636843587110e+01
1.191999999999999886e+02,1.010158519692645029e+02,2.442143761516997813e+01,1.293653144126723191e+02,2.603244397634797025e+01
1.192999999999999829e+02,1.010715831241498393e+02,2.435459127871821394e+01,1.292282109177152449e+02,2.584765389964959326e+01
1.193999999999999773e+02,1.011067306005591746e+02,2.429372524346463180e+01,1.291036803733589409e+02,2.570375917112795960e+01
1.194999999999999716e+02,1.011177164473219534e+02,2.424602046484202944e+01,1.291593561855200676e+02,2.556225842246653812e+01
1.195999999999999659e+02,1.011196934027524748e+02,2.423361204526892010e+01,1.294121392847233665e+02,2.546369438824260456e+01
1.196999999999999886e+02,1.011111204183457204e+02,2.423496863902070686e+01,1.297160271865331538e+02,2.545665208317802808e+01
1.197999999999999829e+02,1.010942932750465957e+02,2.425046028305170509e+01,1.299769215035667003e+02,2.550537372732158659e+01
1.198999999999999773e+02,1.010647471234404833e+02,2.427818089109693034e+01,1.301884644546491927e+02,2.557692748185920806e+01
1.199999999999999716e+02,1.010578373222203794e+02,2.434496569480401362e+01,1.303445163642311684e+02,2.560970055144447244e+01
1.200999999999999659e+02,1.010627283568616548e+02,2.442502791463361689e+01,1.303182219656175107e+02,2.551143888463747800e+01
1.201999999999999886e+02,1.010991997200931536e+02,2.448428260075070639e+01,1.302349182866527997e+02,2.536580351877461226e+01
1.202999999999999829e+02,1.011104746206930827e+02,2.453409847863533955e+01,1.301518582374781090e+02,2.523121750709639244e+01
1.203999999999999773e+02,1.011376146868896058e+02,2.456687684700943208e+01,1.300817745926159148e+02,2.511840104219823644e+01
1.204999999999999716e+02,1.011578407573797875e+02,2.459690583264733021e+01,1.300984748021132020e+02,2.504958692528252939e+01
1.205999999999999659e+02,1.011896287290250456e+02,2.458887782545858158e+01,1.302304626228699931e+02,2.506864175522930438e+01
1.206999999999999886e+02,1.012338714160309507e+02,2.456616406539296804e+01,1.303779045138040260e+02,2.509832242003430736e+01
1.207999999999999829e+02,1.012665335565359186e+02,2.454530606041630492e+01,1.304944370288349091e+02,2.515395956542140610e+01
1.208999999999999773e+02,1.013203210008300914e+02,2.455956198742076779e+01,1.305584062074511564e+02,2.521248256200586013e+01
1.209999999999999716e+02,1.013636417458014165e+02,2.461169517895288195e+01,1.306074949298750596e+02,2.529710668113307293e+01
1.210999999999999659e+02,1.013755123329528658e+02,2.461295923945083786e+01,1.305647891174377264e+02,2.523708246558306811e+01
1.211999999999999886e+02,1.013942191811042477e+02,2.461432592906401950e+01,1.303999881435483985e+02,2.502474101109654825e+01
1.212999999999999829e+02,1.014107412283671010e+02,2.461928538125953736e+01,1.302084154771410454e+02,2.482496321164004982e+01
1.213999999999999773e+02,1.013925002591523281e+02,2.466332287106371624e+01,1.300248642964025692e+02,2.463776378020700264e+01
1.214999999999999716e+02,1.013603422289593681e+02,2.471646588108505682e+01,1.298161764727599632e+02,2.448077289078201346e+01
1.215999999999999659e+02,1.013168101296552663e+02,2.473787238282056933e+01,1.296116338904605243e+02,2.433619003258354496e+01
1.216999999999999886e+02,1.012792525449013255e+02,2.474126085289094590e+01,1.295447118179716028e+02,2.424618515106361372e+01
1.217999999999999829e+02,1.012490619848186242e+02,2.474412975039796336e+01,1.296291753197308481e+02,2.424856854286878871e+01
1.218999999999999773e+02,1.012397887343300482e+02,2.476348078753325055e+01,1.296834394422667174e+02,2.429607026570568351e+01
1.219999999999999716e+02,1.012460181204236989e+02,2.479048828835588125e+01,1.297619982926384239e+02,2.438814312242883986e+01
1.220999999999999659e+02,1.012953365020999996e+02,2.483829206283859392e+01,1.298773503216614813e+02,2.452080961252873692e+01
1.221999999999999886e+02,1.013843991689474677e+02,2.487505230284739355e+01,1.299327302764627348e+02,2.464230887712507467e+01
1.222999999999999829e+02,1.014828777958486796e+02,2.491964358721415707e+01,1.298885833153396163e+02,2.476409022523851533e+01
1.223999999999999773e+02,1.015865161363360443e+02,2.498310574406265872e+01,1.298881272835801326e+02,2.487260832493894824e+01
1.224999999999999716e+02,1.016796917244360401e+02,2.506745310082356681e+01,1.298911865907300296e+02,2.494677102560259740e+01
1.225999999999999659e+02,1.017674794190013756e+02,2.515578274741804421e+01,1.299199431179602300e+02,2.500589230249168793e+01
1.226999999999999886e+02,1.018510136811005680e+02,2.524035432466566675e+01,1.299593637257652290e+02,2.508032370570697722e+01
1.227999999999999829e+02,1.019310583568643978e+02,2.531226829503022202e+01,1.300226818992239828e+02,2.518751148417597108e+01
1.228999999999999773e+02,1.020455211055466975e+02,2.540257530247822970e+01,1.300600861083273116e+02,2.534155872936878140e+01
1.229999999999999716e+02,1.021259563512318636e+02,2.547719596614043169e+01,1.300687598222751546e+02,2.543576232014383365e+01
1.230999999999999659e+02,1.022048266198702180e+02,2.555403447176091802e+01,1.300140191484424008e+02,2.547758615344032762e+01
1.231999999999999886e+02,1.022918846531568562e+02,2.560250839226168296e+01,1.300294825168573425e+02,2.556200725356935166e+01
1.232999999999999829e+02,1.023978701419528079e+02,2.564640838821507529e+01,1.300448377637933959e+02,2.565595833112685398e+01
1.233999999999999773e+02,1.025010109402734884e+02,2.566126008331079333e+01,1.300040260924162112e+02,2.566560377118682013e+01
1.234999999999999716e+02,1.026210015514030545e+02,2.568912333341283727e+01,1.299519285806350410e+02,2.559290347355760176e+01
1.235999999999999659e+02,1.027212195738380416e+02,2.570762251857736302e+01,1.299773157884355328e+02,2.549077424578055329e+01
1.236999999999999886e+02,1.028214375962730855e+02,2.573021148790865098e+01,1.300338951502349687e+02,2.536629025334537246e+01
1.237999999999999829e+02,1.029324610675070062e+02,2.573366843882081412e+01,1.300751081161070601e+02,2.520241963544783559e+01
1.238999999999999773e+02,1.030381674138905339e+02,2.572917276700272282e+01,1.300966040675569673e+02,2.502431750671663124e+01
1.239999999999999716e+02,1.031743328371204313e+02,2.575570767294220431e+01,1.301067167535861131e+02,2.486346314219599662e+01
1.240999999999999659e+02,1.032625162948240956e+02,2.575122334235786425e+01,1.301281617287739039e+02,2.475683440912339961e+01
1.241999999999999886e+02,1.033108412922474599e+02,2.572764493986687029e+01,1.301625848911592129e+02,2.472452218414760594e+01
1.242999999999999829e+02,1.033434017394679785e+02,2.572057870389698664e+01,1.301340921692739130e+02,2.472024756651465083e+01
1.243999999999999773e+02,1.032652497287648430e+02,2.563827094908734594e+01,1.300735384043264276e+02,2.473055814493562110e+01
1.244999999999999716e+02,1.031743241655859009e+02,2.554689935834834813e+01,1.300112233212380488e+02,2.475871631783718385e+01
1.245999999999999659e+02,1.031121353947025625e+02,2.547867883850442183e+01,1.299733156632003102e+02,2.482677521519845953e+01
1.246999999999999886e+02,1.030618035423161984e+02,2.542865119954258901e+01,1.299758050810139025e+02,2.490931533999296121e+01
1.247999999999999829e+02,1.029858289016118817e+02,2.536927769307658309e+01,1.299631555946920116e+02,2.499936202646147265e+01
1.248999999999999773e+02,1.029188643056152301e+02,2.532217423802416434e+01,1.299537254882093862e+02,2.500275332729680855e+01
1.249999999999999716e+02,1.028601111927007565e+02,2.527740606992918870e+01,1.299531479981037307e+02,2.497509581885057983e+01
1.250999999999999659e+02,1.028072463892496557e+02,2.522955399728065018e+01,1.299820016529812960e+02,2.498093718924274853e+01
1.251999999999999886e+02,1.028106277619682203e+02,2.520793252372922311e+01,1.300381110780463985e+02,2.500954800708833403e+01
1.252999999999999829e+02,1.028756595734088251e+02,2.522104646431233732e+01,1.301481398916543242e+02,2.506051384762553980e+01
1.253999999999999773e+02,1.029553599282550209e+02,2.523570404947326651e+01,1.303119498324121253e+02,2.514411458424334711e+01
1.254999999999999716e+02,1.030400937131998518e+02,2.528844837104156440e+01,1.303822321341836243e+02,2.515541515002882278e+01
1.255999999999999659e+02,1.031664761455893427e+02,2.539625177715992166e+01,1.304370569567514337e+02,2.516974794824824357e+01
1.256999999999999886e+02,1.032944829372006268e+02,2.550894094459932049e+01,1.305037025444407845e+02,2.520127566120289941e+01
1.257999999999999829e+02,1.034033921950055515e+02,2.562888854916081272e+01,1.305497967484815547e+02,2.525558211614759685e+01
1.258999999999999773e+02,1.034949352046253495e+02,2.574782655612144922e+01,1.304755708426533545e+02,2.525412619678186488e+01
1.259999999999999716e+02,1.036008839799009849e+02,2.587528574168094764e+01,1.303810884620712045e+02,2.527441243061922549e+01
1.260999999999999659e+02,1.036923238890591819e+02,2.599636064823938142e+01,1.302847327475905104e+02,2.528729839229589516e+01
1.261999999999999886e+02,1.037135737161176934e+02,2.609536622117120785e+01,1.302465459607840046e+02,2.531478300354436684e+01
1.262999999999999829e+02,1.037417925757676187e+02,2.618570705952284072e+01,1.302002701737448263e+02,2.531913100043181686e+01
1.263999999999999773e+02,1.036952435669376911e+02,2.619356925787086965e+01,1.301549001700121835e+02,2.532394679340055177e+01
1.264999999999999716e+02,1.036337740894704211e+02,2.618558457939148809e+01,1.301189778520873688e+02,2.534972276782847089e+01
1.265999999999999659e+02,1.035737021526065291e+02,2.615864718256618815e+01,1.301128115781750409e+02,2.536241856320222965e+01
1.266999999999999886e+02,1.035127281853961705e+02,2.613447563742728619e+01,1.301380562957292852e+02,2.536452720009334172e+01
1.267999999999999829e+02,1.034246706783541470e+02,2.609180333303987354e+01,1.301125115996366617e+02,2.537093342552384101e+01
1.268999999999999773e+02,1.033790856972047862e+02,2.606826682498173753e+01,1.300487288507640642e+02,2.532733269302943668e+01
1.269999999999999716e+02,1.033540824934427036e+02,2.598744788017403096e+01,1.299608107526923391e+02,2.529644899084806298e+01
1.270999999999999659e+02,1.034073747018513387e+02,2.594455903777317474e+01,1.299227662685061091e+02,2.526443832083596774e+01
1.271999999999999886e+02,1.035342048560625869e+02,2.595172284246568495e+01,1.299604781758015974e+02,2.519476979654996640e+01
1.272999999999999829e+02,1.036574281900641523e+02,2.596693073115473993e+01,1.299514538571505966e+02,2.520564043589562431e+01
1.273999999999999773e+02,1.037733862048288387e+02,2.599267815767474588e+01,1.299322757130979653e+02,2.521669724994345074e+01
1.274999999999999716e+02,1.039060242598093708e+02,2.604370655653154643e+01,1.299445360098543460e+02,2.525617830411245279e+01
1.275999999999999659e+02,1.040971024761311554e+02,2.615485971081557537e+01,1.299931627026626302e+02,2.532950458811707861e+01
1.276999999999999886e+02,1.041909875550071405e+02,2.615233740549277641e+01,1.300420050042223465e+02,2.546860321031580554e+01
1.277999999999999829e+02,1.042698105186719459e+02,2.614210387155278070e+01,1.300979078442595096e+02,2.556329891208029892e+01
1.278999999999999773e+02,1.043578941631824648e+02,2.615308477627784711e+01,1.302123595268062957e+02,2.565109507498266694e+01
1.279999999999999716e+02,1.044608397005727767e+02,2.619669631831724033e+01,1.302889149719541706e+02,2.575934803157008801e+01
1.280999999999999659e+02,1.045610548996058355e+02,2.625551247902031449e+01,1.303079497117219887e+02,2.582231611378656666e+01
1.281999999999999886e+02,1.045739677748162393e+02,2.621910457834771790e+01,1.302728172090677390e+02,2.583718651122138255e+01
1.282999999999999829e+02,1.045767347194158674e+02,2.618986135771890744e+01,1.302671827026983067e+02,2.587701374614502114e+01
1.283999999999999773e+02,1.045516751274017935e+02,2.615551582330941116e+01,1.302988617491722323e+02,2.591621929601042851e+01
1.284999999999999716e+02,1.045840462973804534e+02,2.612757554032161167e+01,1.303436873424379314e+02,2.603529845906325235e+01
1.285999999999999659e+02,1.046248136610565354e+02,2.608416088091922447e+01,1.303846503085012785e+02,2.620509987886313397e+01
1.286999999999999886e+02,1.046491911790614893e+02,2.602993986592562692e+01,1.304170018015020389e+02,2.639042369794044163e+01
1.287999999999999829e+02,1.046589312948704844e+02,2.600590603681315827e+01,1.304882832424332832e+02,2.662089597643638683e+01
1.288999999999999773e+02,1.046631584674013169e+02,2.599805209515876214e+01,1.305512729584768010e+02,2.681236167752480881e+01
1.289999999999999716e+02,1.046299077169748557e+02,2.595944592941763673e+01,1.306183062896780029e+02,2.700090919806610401e+01
1.290999999999999659e+02,1.045912609728936644e+02,2.592412188349567614e+01,1.306537316122601169e+02,2.711398671317317266e+01
1.291999999999999886e+02,1.045377900527842456e+02,2.594172860886627063e+01,1.306987635231652973e+02,2.721128108377125088e+01
1.292999999999999829e+02,1.044610654427016243e+02,2.598806111215801806e+01,1.307422682025921290e+02,2.733604802464649453e+01
1.293999999999999773e+02,1.043935885753392654e+02,2.602760324049644325e+01,1.307461743821682774e+02,2.743357633542645146e+01
1.294999999999999716e+02,1.044187661916425611e+02,2.608660439932228314e+01,1.307200143493560915e+02,2.742492670217025363e+01
1.295999999999999659e+02,1.044442631137542890e+02,2.609252497132581539e+01,1.306750998414680680e+02,2.736707198671654595e+01
1.296999999999999886e+02,1.044475304726817626e+02,2.609937494127648350e+01,1.306518510772012007e+02,2.732104121552205456e+01
1.297999999999999829e+02,1.044456058479292437e+02,2.610327612179789369e+01,1.306124734958183353e+02,2.723123631544320844e+01
1.298999999999999773e+02,1.044253553403414543e+02,2.611333091907590642e+01,1.305508570137562856e+02,2.713031044957028470e+01
1.299999999999999716e+02,1.044094390703418327e+02,2.613021475801709315e+01,1.305256314798376422e+02,2.705230627504818841e+01
1.300999999999999659e+02,1.044115580612217542e+02,2.615335873242258913e+01,1.305991011779272810e+02,2.704646497111310310e+01
1.301999999999999886e+02,1.043922230910859668e+02,2.617773554705151184e+01,1.306809172342825605e+02,2.703151873843846786e+01
1.302999999999999829e+02,1.044009382083807935e+02,2.622940237777393335e+01,1.307471033878761375e+02,2.703989779216509959e+01
1.303999999999999773e+02,1.044013300362908439e+02,2.627219947677681589e+01,1.307707174461548050e+02,2.706190854037996019e+01
1.304999999999999716e+02,1.043953910307424167e+02,2.631206377914935146e+01,1.307463592730343009e+02,2.709534989721614906e+01
1.305999999999999659e+02,1.043709882539603626e+02,2.634567254987378249e+01,1.307182170221142314e+02,2.716741897100179415e+01
1.306999999999999886e+02,1.043502336959328574e+02,2.635714085177757582e+01,1.307098391746466177e+02,2.725875506109398927e+01
1.307999999999999829e+02,1.043619092405508297e+02,2.636314638658456744e+01,1.306519649556619243e+02,2.727524718602524700e+01
1.308999999999999773e+02,1.044620572576873911e+02,2.643171985309191285e+01,1.305394133445413729e+02,2.719809400318561643e+01
1.309999999999999716e+02,1.045763772727354990e+02,2.651739243127524404e+01,1.304427269441910084e+02,2.712617823849344489e+01
1.310999999999999659e+02,1.047136064921098608e+02,2.661329964933193537e+01,1.303514300481658097e+02,2.706596686694883758e+01
1.311999999999999886e+02,1.049321182494214497e+02,2.676716733760193279e+01,1.303143901807341081e+02,2.702028417932136861e+01
1.312999999999999829e+02,1.051585841873340854e+02,2.692124317978774428e+01,1.302977066546451113e+02,2.694456564911534713e+01
1.313999999999999773e+02,1.054029658967441492e+02,2.706381455793930613e+01,1.302731670354083633e+02,2.689610331326097992e+01
1.314999999999999716e+02,1.056233554894453164e+02,2.714622426238407726e+01,1.302530135422244371e+02,2.688574866051417800e+01
1.315999999999999659e+02,1.058085619289684303e+02,2.717401811785828869e+01,1.302357630057207700e+02,2.691683386578701587e+01
1.316999999999999886e+02,1.059583888496106994e+02,2.718202749890005165e+01,1.302200273152588466e+02,2.696404140225860857e+01
1.317999999999999829e+02,1.060333343193748448e+02,2.714407239859561116e+01,1.301818143448709861e+02,2.697119815516466446e+01
1.318999999999999773e+02,1.060786525062114265e+02,2.708872017069434079e+01,1.301528204070496884e+02,2.696452662515076071e+01
1.319999999999999716e+02,1.061025175190534355e+02,2.701582839333043040e+01,1.301302275442612881e+02,2.697748072740332859e+01
1.320999999999999659e+02,1.061482227322884029e+02,2.694459171641061701e+01,1.301779084364183348e+02,2.702013685978909763e+01
1.321999999999999886e+02,1.061981825743506960e+02,2.689858207304172311e+01,1.302746632360106958e+02,2.707786996894033749e+01
1.322999999999999829e+02,1.062725574438435387e+02,2.683174305715811414e+01,1.303486953363668306e+02,2.715079379242348878e+01
1.323999999999999773e+02,1.063273976991329448e+02,2.673956030992118471e+01,1.304008185269275089e+02,2.720338768998427881e+01
1.324999999999999716e+02,1.063816644509927585e+02,2.665797667496100232e+01,1.304453189184233679e+02,2.725934139998397754e+01
1.325999999999999659e+02,1.063767277535156808e+02,2.660774428094235944e+01,1.304447185654787233e+02,2.723974698889811563e+01
1.326999999999999886e+02,1.063640830909261723e+02,2.655623138796708105e+01,1.304372665216311873e+02,2.720153152324905577e+01
1.327999999999999829e+02,1.063113266202449267e+02,2.647519791367440689e+01,1.303831981351954425e+02,2.704633707243993967e+01
1.328999999999999773e+02,1.062333035675002293e+02,2.639264990621387597e+01,1.303730350324753715e+02,2.684586892740658470e+01
1.329999999999999716e+02,1.061422262950131170e+02,2.634370300923714225e+01,1.303813300092477618e+02,2.665827142944784711e+01
1.330999999999999659e+02,1.060594657613791867e+02,2.631822243317135701e+01,1.304185218222886817e+02,2.642417434791208919e+01
1.331999999999999886e+02,1.059692994496448222e+02,2.629028711997771595e+01,1.304860868992564349e+02,2.621107790267420512e+01
1.332999999999999829e+02,1.058722133854729464e+02,2.625401202086926844e+01,1.305690426372460422e+02,2.604534891775176320e+01
1.333999999999999773e+02,1.058467568279730102e+02,2.621920546539983832e+01,1.306289426418454696e+02,2.590822186379990555e+01
1.334999999999999716e+02,1.058716761352084461e+02,2.624132433645711515e+01,1.307214576352847928e+02,2.584487958670937857e+01
1.335999999999999659e+02,1.059062747038536401e+02,2.627165462152984787e+01,1.308234390857823257e+02,2.582203014789767437e+01
1.336999999999999886e+02,1.059519272692829759e+02,2.629772188075742179e+01,1.309195469225722945e+02,2.581142001126546504e+01
1.337999999999999829e+02,1.060124974150349146e+02,2.630674787614116994e+01,1.310382167747704329e+02,2.574882205314346351e+01
1.338999999999999773e+02,1.060766718124378514e+02,2.632063627328038180e+01,1.311154782693267578e+02,2.566871035257366884e+01
1.339999999999999716e+02,1.061408462098408023e+02,2.633803880359635130e+01,1.311774978616963665e+02,2.562011412766029039e+01
1.340999999999999659e+02,1.061700918080086495e+02,2.631087559371056628e+01,1.311916043535185850e+02,2.551112705774595213e+01
1.341999999999999886e+02,1.062001362502948609e+02,2.626972859863494492e+01,1.311838743440437725e+02,2.543744337755661178e+01
1.342999999999999829e+02,1.062080974928443169e+02,2.623579360882977340e+01,1.311135045838140911e+02,2.531255724794711526e+01
1.343999999999999773e+02,1.062416501479281834e+02,2.621509273503199111e+01,1.309837160434408645e+02,2.523767649081403164e+01
